drug_code,drug_identification_number,current_brand_name,previous_brand_name
"65791","02242115","EXELON","EXELON 1.5 MG"
"66031","02242320","PMS-DIGOXIN","TOLOXIN"
"67615","02243685","ZYVOXAM","ZYVOXAM 2 MG/ML"
"74172","02256487","VFEND","VFEND FOR INJECTION"
"82129","02335700","PMS-DIGOXIN","TOLOXIN"
"82130","02335719","PMS-DIGOXIN","TOLOXIN"
"87664","02391295","PMS-CANDESARTAN-HCTZ","PMS-CANDESARTAN HCTZ"
"89901","02414422","PROACTIV+ 3 PIECE SET","PROACTIV 3 PIECE SET"
"90490","02420317","VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP","JAMP-VANCOMYCIN"
"94837","02460882","OLAY AGE DEFYING CLASSIC","OLAY AGE DEFYING CLASSIC DAILY RENEWAL LOTION WITH SUNSCREEN"
"95551","02467119","APO-DESVENLAFAXINE EXTENDED-RELEASE TABLETS","DESVENLAFAXINE"
"95552","02467127","APO-DESVENLAFAXINE EXTENDED-RELEASE TABLETS","DESVENLAFAXINE"
"82131","02335727","PMS-DIGOXIN","TOLOXIN"
"90491","02420325","VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP","JAMP-VANCOMYCIN"
