ntp_code,ntp_formal_name,ntp_fr_description,changes
19385396d9cfe37153493043fce59e61,budesonide 160 mcg per actuation and formoterol fumarate 5 mcg per actuation and glycopyrronium (glycopyrronium bromide) 7.2 mcg per actuation pressurized inhalation,"budésonide 160 mcg par actionnement et fumarate de formotérol 5 mcg par actionnement et glycopyrronium (bromure de glycopyrronium) 7,2 mcg par actionnement inhalation en flacon pressurisé",ADDED
3dc432f22c81daba877f1139e07ee74a,ravulizumab 300 mg per 3 mL solution for injection,ravulizumab 300 mg par 3 mL solution injectable,ADDED
3dce03aee39c1bd6128494c330b8624e,budesonide 2.3 mg tablet for rectal solution with diluent solution,budesonide 2.3 mg comprimé pour solution rectale avec solution diluente,ADDED
849aa27f4f57d2f5f1bb153a2f2e8b32,lenacapavir (lenacapavir sodium) 300 mg oral tablet,lénacapavir (lénacapavir sodique) 300 mg comprimé oral,ADDED
9000001,meperidine hydrochloride 50 mg oral tablet,chlorhydrate de mépéridine 50 mg comprimé oral,DELETED
9000357,gliclazide 80 mg oral tablet,gliclazide 80 mg comprimé oral,"ntp_status_effective_time: ""19901231"" -> ""19980608"""
9000661,ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet,ciprofloxacine (chlorhydrate de ciprofloxacine) 500 mg comprimé oral,"ntp_status_effective_time: ""19961010"" -> ""20040209"""
9001515,lidocaine hydrochloride 20 mg per mL cutaneous gel,chlorhydrate de lidocaïne 20 mg par mL gel cutané,ADDED
9001523,potassium chloride 149 mg per mL solution for injection,chlorure de potassium 149 mg par mL solution injectable,ADDED
9001709,triclosan 0.5 % cutaneous liquid,"triclosan 0,5 % liquide cutané",ADDED
9001725,sodium bicarbonate 84 mg per mL solution for injection,bicarbonate de sodium 84 mg par mL solution injectable,ADDED
9001819,potassium chloride 20 meq per 10 mL solution for injection,chlorure de potassium 20 meq par 10 mL solution injectable,ADDED
9001867,benzalkonium chloride 0.1 % cutaneous liquid,"chlorure de benzalkonium 0,1 % liquide cutané",ADDED
9002030,potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection,phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable,ADDED
9002087,sodium bicarbonate 81.3 g per l solution for haemodialysis,"bicarbonate de sodium 81,3 g par l solution pour hémodialyse",ADDED
9002113,sodium bicarbonate 42 mg per mL solution for injection,bicarbonate de sodium 42 mg par mL solution injectable,ADDED
9002180,chloroxylenol 0.6 % cutaneous liquid,"chloroxylénol 0,6 % liquide cutané",ADDED
9002321,potassium chloride 251.6 g per l solution for haemodialysis,"chlorure de potassium 251,6 g par l solution pour hémodialyse",ADDED
9002392,triclosan 0.3 % cutaneous liquid,"triclosan 0,3 % liquide cutané",ADDED
9002902,sodium acetate 328 mg per mL solution for injection,acétate de sodium 328 mg par mL solution injectable,ADDED
9003031,magnesium chloride 20.5 g per 4.5 l powder for concentrate for solution for haemodialysis,"chlorure de magnésium 20,5 g par 4,5 l poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9003097,doxorubicin hydrochloride 150 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 150 mg par fiole poudre pour solution injectable,ADDED
9003126,doxorubicin hydrochloride 50 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 50 mg par fiole poudre pour solution injectable,ADDED
9003231,doxorubicin hydrochloride 10 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 10 mg par fiole poudre pour solution injectable,ADDED
9003378,benzalkonium chloride 0.13 % cutaneous liquid,"chlorure de benzalkonium 0,13 % liquide cutané",ADDED
