ntp_code,ntp_formal_name,ntp_fr_description,changes
9001539,crotamiton 10 % cutaneous cream,crotamiton 10 % crème cutanée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19531231"" -> ""20230620"""
9001560,spiramycin 1500000 unit oral capsule,spiramycine 1500000 unité capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19571231"" -> ""20230619"""
9001561,spiramycin 750000 unit oral capsule,spiramycine 750000 unité capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19571231"" -> ""20230619"""
9003308,nelfinavir (nelfinavir mesylate) 250 mg oral tablet,nelfinavir (mésylate de nelfinavir) 250 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19980921"" -> ""20220602"""
9003860,acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg oral tablet,acétaminophène 500 mg et maléate de chlorphéniramine 2 mg et bromhydrate de dextrométhorphane 15 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20040112"" -> ""20230605"""
9006080,bazedoxifene (bazedoxifene acetate) 20 mg and conjugated estrogens 0.45 mg modified-release oral tablet,"bazedoxifène (acétate de bazedoxifène) 20 mg et oestrogènes conjugués 0,45 mg comprimé oral à libération modifiée","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20210519"" -> ""20161220"""
9006588,oxybutynin 3.9 mg per 24 hour transdermal patch,"oxybutynine 3,9 mg par 24 heure timbre transdermique","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20040812"" -> ""20221101"""
9012350,verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule,chlorhydrate de vérapamil 10 mg par 4 mL solution injectable ampoule,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19941231"" -> ""20230605"""
9012351,verapamil hydrochloride 10 mg per 4 mL solution for injection vial,chlorhydrate de vérapamil 10 mg par 4 mL solution injectable fiole,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19941231"" -> ""20230605"""
9012386,testosterone 2.5 mg per 24 hour transdermal patch,"testostérone 2,5 mg par 24 heure timbre transdermique","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20001219"" -> ""20220414"""
9012390,testosterone 5 mg per 24 hour transdermal patch,testostérone 5 mg par 24 heure timbre transdermique,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20020924"" -> ""20211213"""
9013201,lidocaine hydrochloride 1 % cutaneous spray,chlorhydrate de lidocaïne 1 % vaporisation cutanée,"ntp_status_effective_time: ""20200731"" -> ""20200801"""
9013670,coal tar 10 % and salicylic acid 3 % cutaneous gel,goudron de houille 10 % et acide salicylique 3 % gel cutané,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19801231"" -> ""20230608"""
9013807,chlorobutanol 5 % and dichlorobenzene 2 % and oil of turpentine 10 % and peanut oil 57 % otic drops,chlorobutanol 5 % et dichlorobenzène 2 % et essence de térébenthine 10 % et huile d'arachide 57 % gouttes otiques,"ntp_status_effective_time: ""20210713"" -> ""20230609"""
9013815,desmopressin acetate 0.1 mg per mL nasal drops,"acétate de desmopressine 0,1 mg par mL gouttes nasales","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19921231"" -> ""20210129"""
9014852,budesonide 2.3 mg tablet for rectal suspension with diluent solution,"budesonide 2,3 mg comprimé pour suspension rectale avec solution diluente",ADDED
9014860,dapagliflozin 10 mg oral tablet,dapagliflozine 10 mg comprimé oral,ADDED
9014861,dapagliflozin 5 mg and metformin hydrochloride 1000 mg oral tablet,dapagliflozine 5 mg et chlorhydrate de metformine 1000 mg comprimé oral,ADDED
9014862,dapagliflozin 5 mg and metformin hydrochloride 850 mg oral tablet,dapagliflozine 5 mg et chlorhydrate de metformine 850 mg comprimé oral,ADDED
9014863,dapagliflozin 5 mg oral tablet,dapagliflozine 5 mg comprimé oral,ADDED
9014864,deferiprone 1000 mg prolonged-release oral tablet,défériprone 1000 mg comprimé oral à libération prolongée,ADDED
9014865,letibotulinumtoxina 100 unit per vial powder for solution for injection,létibotulinumtoxina 100 unité par fiole poudre pour solution injectable,ADDED
9014866,lidocaine hydrochloride 100 mg per 10 mL solution for injection syringe,chlorhydrate de lidocaïne 100 mg par 10 mL solution injectable seringue,ADDED
9014867,lidocaine hydrochloride 200 mg per 10 mL solution for injection syringe,chlorhydrate de lidocaïne 200 mg par 10 mL solution injectable seringue,ADDED
9014868,mavacamten 10 mg oral capsule,mavacamten 10 mg capsule orale,ADDED
9014869,metformin hydrochloride 1000 mg and sitagliptin (sitagliptin malate) 50 mg oral tablet,chlorhydrate de metformine 1000 mg et sitagliptine (malate de sitagliptine) 50 mg comprimé oral,ADDED
9014870,metformin hydrochloride 1000 mg oral tablet,chlorhydrate de metformine 1000 mg comprimé oral,ADDED
9014871,metformin hydrochloride 500 mg and sitagliptin (sitagliptin malate) 50 mg oral tablet,chlorhydrate de metformine 500 mg et sitagliptine (malate de sitagliptine) 50 mg comprimé oral,ADDED
9014872,metformin hydrochloride 850 mg and sitagliptin (sitagliptin malate) 50 mg oral tablet,chlorhydrate de metformine 850 mg et sitagliptine (malate de sitagliptine) 50 mg comprimé oral,ADDED
9014874,onabotulinumtoxinA 50 unit per vial powder for solution for injection,onabotulinumtoxineA 50 unité par fiole poudre pour solution injectable,ADDED
9014875,roflumilast 0.3 % cutaneous cream,"roflumilast 0,3 % crème cutanée",ADDED
9014876,sitagliptin (sitagliptin fumarate) 100 mg oral tablet,sitagliptine (fumarate de sitagliptine) 100 mg comprimé oral,ADDED
9014877,sitagliptin (sitagliptin fumarate) 25 mg oral tablet,sitagliptine (fumarate de sitagliptine) 25 mg comprimé oral,ADDED
9014878,sitagliptin (sitagliptin fumarate) 50 mg oral tablet,sitagliptine (fumarate de sitagliptine) 50 mg comprimé oral,ADDED
9014879,sitagliptin (sitagliptin hydrochloride) 100 mg oral tablet,sitagliptine (chlorhydrate de sitagliptine) 100 mg comprimé oral,ADDED
9014880,sitagliptin (sitagliptin hydrochloride) 25 mg oral tablet,sitagliptine (chlorhydrate de sitagliptine) 25 mg comprimé oral,ADDED
9014881,sitagliptin (sitagliptin hydrochloride) 50 mg oral tablet,sitagliptine (chlorhydrate de sitagliptine) 50 mg comprimé oral,ADDED
9014882,sitagliptin (sitagliptin malate) 100 mg oral tablet,sitagliptine (malate de sitagliptine) 100 mg comprimé oral,ADDED
9014883,sitagliptin (sitagliptin malate) 25 mg oral tablet,sitagliptine (malate de sitagliptine) 25 mg comprimé oral,ADDED
9014884,sitagliptin (sitagliptin malate) 50 mg oral tablet,sitagliptine (malate de sitagliptine) 50 mg comprimé oral,ADDED
9014885,sunitinib 12.5 mg oral capsule,"sunitinib 12,5 mg capsule orale",ADDED
9014886,sunitinib 25 mg oral capsule,sunitinib 25 mg capsule orale,ADDED
9014887,sunitinib 50 mg oral capsule,sunitinib 50 mg capsule orale,ADDED
