ntp_code,ntp_formal_name,changes
"9001653","acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19701231"" -> ""20190923"""
"9001711","chlorpropamide 250 mg oral tablet","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19741231"" -> ""20190802"""
"9001778","chlorpropamide 100 mg oral tablet","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19771231"" -> ""20190802"""
"9003034","saquinavir (saquinavir mesylate) 200 mg oral capsule","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19961231"" -> ""20181231"""
"9003930","nelfinavir (nelfinavir mesylate) 625 mg oral tablet","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20190516"" -> ""20040811"""
"9006290","ibuprofen 400 mg per 4 mL solution for injection vial","ntp_status_effective_time: ""20170801"" -> ""20190911"""
"9006291","ibuprofen 800 mg per 8 mL solution for injection vial","ntp_status_effective_time: ""20170801"" -> ""20190911"""
"9009358","estradiol 7.5 mcg per 24 hour vaginal delivery system","ntp_formal_name: ""estradiol 2 mg ring (slow release)"" -> ""estradiol 7.5 mcg per 24 hour vaginal delivery system"""
"9012370","aminophylline 500 mg per 10 mL solution for injection vial","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19841231"" -> ""20190801"""
"9013502","filgrastim (pegfilgrastim) 6 mg per 0.6 mL solution for injection syringe","ntp_formal_name: ""pegfilgrastim 6 mg per 0.6 mL solution for injection syringe"" -> ""filgrastim (pegfilgrastim) 6 mg per 0.6 mL solution for injection syringe"""
"9014143","acetaminophen 1000 mg per 100 mL solution for injection bag","ADDED"
"9014144","albutrepenonacog alfa 1000 unit per vial powder for solution for injection with diluent solution","ADDED"
"9014145","amlodipine (amlodipine besylate) 5 mg per 5 mL oral solution","ADDED"
"9014146","dextromethorphan hydrobromide 7.5 mg per 5 mL and doxylamine succinate 3.125 mg per 5 mL syrup","ADDED"
"9014147","dolutegravir (dolutegravir sodium) 50 mg and lamivudine 300 mg oral tablet","ADDED"
"9014152","interferon alfa-2a (peginterferon alfa-2a) 180 mcg per 0.5 mL solution for injection syringe","ADDED"
"9014155","larotrectinib (larotrectinib sulfate) 20 mg per mL oral solution","ADDED"
"9014156","patisiran (patisiran sodium lipid complex) 10 mg per 5 mL solution for injection vial","ADDED"
"9014157","romosozumab 105 mg per 1.17 mL solution for injection syringe","ADDED"
