tm_code,tm_formal_name,changes
"8002294","interferon alfa-2a (peginterferon alfa-2a)","ADDED"
"8001047","chlorpropamide","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19741231"" -> ""20190802"""
"8001659","glycopyrrolate","DELETED"
"8002287","romosozumab","ADDED"
"8002298","patisiran (lipid complex)","ADDED"
"8000806","acetylsalicylic acid and caffeine and codeine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19701231"" -> ""20190923"""
"8002291","dolutegravir and lamivudine","ADDED"
"8002297","larotrectinib","ADDED"
"8002057","filgrastim (pegfilgrastim)","tm_formal_name: ""pegfilgrastim"" -> ""filgrastim (pegfilgrastim)"""
"8001774","filgrastim (conventional)","tm_formal_name: ""filgrastim"" -> ""filgrastim (conventional)"""
"8001814","interferon beta-1a (conventional)","tm_formal_name: ""interferon beta-1a"" -> ""interferon beta-1a (conventional)"""
"8002289","albutrepenonacog alfa","ADDED"
