drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103008","56","ORAL","ADDED","02541432"
"102917","8","DISINFECTANT (Food Premises)","ADDED","02540479"
"103009","65","SUBCUTANEOUS","ADDED","02541440"
"102971","49","INTRAVENOUS","ADDED","02541033"
"103052","56","ORAL","ADDED","02541912"
"86026","93","DISINFECTANT (Domestic)","ADDED","02374919"
"102985","56","ORAL","ADDED","02541181"
"103033","56","ORAL","ADDED","02541696"
"102623","105","TOPICAL (COMMERCIAL)","ADDED","02537524"
"102983","56","ORAL","ADDED","02541165"
"103000","56","ORAL","ADDED","02541351"
"101955","70","TOPICAL","ADDED","02530376"
"102986","56","ORAL","ADDED","02541203"
"103030","55","OPHTHALMIC","ADDED","02541653"
"102995","56","ORAL","ADDED","02541300"
"102984","56","ORAL","ADDED","02541173"
"103020","56","ORAL","ADDED","02541564"
"102992","22","INTRAMUSCULAR","ADDED","02541270"
"98209","70","TOPICAL","ADDED","02492091"
"103005","49","INTRAVENOUS","ADDED","02541416"
"102944","56","ORAL","ADDED","02540762"
"102917","93","DISINFECTANT (Domestic)","ADDED","02540479"
"86026","8","DISINFECTANT (Food Premises)","ADDED","02374919"
"85955","55","OPHTHALMIC","ADDED","02374331"
"100876","104","TOPICAL (HOUSEHOLD)","ADDED","02519518"
"86075","8","DISINFECTANT (Food Premises)","ADDED","02375346"
"103050","56","ORAL","ADDED","02541890"
"102998","56","ORAL","ADDED","02541327"
"103027","56","ORAL","ADDED","02541637"
"101080","93","DISINFECTANT (Domestic)","ADDED","02521628"
"103007","56","ORAL","ADDED","02541424"
"103035","56","ORAL","ADDED","02541726"
"101029","104","TOPICAL (HOUSEHOLD)","ADDED","02521067"
"101349","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02524457"
"103037","93","DISINFECTANT (Domestic)","ADDED","02541750"
"102997","49","INTRAVENOUS","ADDED","02541343"
"103026","56","ORAL","ADDED","02541629"
"103032","56","ORAL","ADDED","02541688"
"102993","56","ORAL","ADDED","02541289"
"102937","56","ORAL","ADDED","02540681"
"103003","70","TOPICAL","ADDED","02541386"
"101080","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02521628"
"86026","2","DISINFECTANT (Barn)","ADDED","02374919"
"101533","56","ORAL","ADDED","02526220"
"102994","56","ORAL","ADDED","02541297"
"103022","56","ORAL","ADDED","02541580"
"103043","93","DISINFECTANT (Domestic)","ADDED","02541815"
"103034","56","ORAL","ADDED","02541718"
"102979","56","ORAL","ADDED","02541122"
"102917","2","DISINFECTANT (Barn)","ADDED","02540479"
"103025","56","ORAL","ADDED","02541610"
"102955","53","NASAL","ADDED","02540886"
"102988","56","ORAL","ADDED","02541238"
"101531","56","ORAL","ADDED","02526204"
"103031","56","ORAL","ADDED","02541661"
"102137","70","TOPICAL","ADDED","02532336"
"101532","56","ORAL","ADDED","02526212"
"103029","56","ORAL","ADDED","02541742"
"102982","56","ORAL","ADDED","02541157"
"101080","94","DISINFECTANT (Institutional/Industrial)","ADDED","02521628"
"101349","8","DISINFECTANT (Food Premises)","ADDED","02524457"
"101122","104","TOPICAL (HOUSEHOLD)","ADDED","02522055"
"86075","93","DISINFECTANT (Domestic)","ADDED","02375346"
"102529","49","INTRAVENOUS","ADDED","02536536"
"103004","56","ORAL","ADDED","02541394"
"103001","56","ORAL","ADDED","02541378"
"101349","94","DISINFECTANT (Institutional/Industrial)","ADDED","02524457"
"102980","56","ORAL","ADDED","02541130"
"101380","70","TOPICAL","ADDED","02524783"
"102999","56","ORAL","ADDED","02541335"
"103051","49","INTRAVENOUS","ADDED","02541904"
"102917","94","DISINFECTANT (Institutional/Industrial)","ADDED","02540479"
"102529","22","INTRAMUSCULAR","ADDED","02536536"
"102996","56","ORAL","ADDED","02541319"
"103006","56","ORAL","ADDED","02541408"
"102936","55","OPHTHALMIC","ADDED","02540673"
"103024","56","ORAL","ADDED","02541602"
"103021","56","ORAL","ADDED","02541572"
"103049","56","ORAL","ADDED","02541882"
"103015","49","INTRAVENOUS","ADDED","02541505"
"102981","56","ORAL","ADDED","02541149"
