tm_code,tm_formal_name,tm_fr_description,changes
"8001048","tolbutamide","tolbutamide","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19751231"" -> ""20200724"""
"8001684","sodium salicylate","salicylate de sodium","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19851231"" -> ""20200728"""
"8002334","isatuximab","isatuximab","ADDED"
"8002330","alpelisib","alpélisib","ADDED"
"8001464","etodolac","étodolac","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19970821"" -> ""20200724"""
"8001679","podophyllin","podophylline","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19841231"" -> ""20200722"""
"8002331","brolucizumab","brolucizumab","ADDED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001086","orciprenaline","orciprénaline","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19971121"" -> ""20200724"""
"8001653","floctafenine","floctafénine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20011114"" -> ""20200724"""
"8001768","ergoloid mesylates","mésylates d'ergoloïdes","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19681231"" -> ""20200724"""
"8001451","diflunisal","diflunisal","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19931231"" -> ""20200724"""
"8002335","naproxen and sumatriptan","naproxène et sumatriptan","ADDED"
"8001317","acenocoumarol","acénocoumarol","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19571231"" -> ""20200722"""
"8002333","esketamine","eskétamine","ADDED"
"8002100","camphor and glycol salicylate and levomenthol","camphre et salicylate de glycol et lévomenthol","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20020201"" -> ""20200706"""
"8001685","sulfinpyrazone","sulfinpyrazone","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19781231"" -> ""20200724"""
"8001532","tenoxicam","ténoxicam","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19970221"" -> ""20200724"""
"8002176","ascorbic acid and dextromethorphan and pheniramine and phenylephrine","acide ascorbique et dextrométhorphane et phéniramine et phényléphrine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19951231"" -> ""20200730"""
"8001536","ticlopidine","ticlopidine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980330"" -> ""20200724"""
