mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00013617","OVOL DROPS (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP","siméticone 40 mg par mL gouttes orales","siméticone","mp_fr_description: ""OVOL DROPS 40MG (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP"" -> ""OVOL DROPS (siméticone 40 mg par mL gouttes orales) CHURCH & DWIGHT CANADA CORP"""
"00653330","OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","chlorhydrate de xylométazoline 0,1 % vaporisation nasale","xylométazoline","mp_fr_description: ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"00749354","APO METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC","tartrate de métoprolol 50 mg comprimé oral","métoprolol","mp_fr_description: ""APO METOPROLOL (TYPE L) TAB 50MG (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"" -> ""APO METOPROLOL (TYPE L) (tartrate de métoprolol 50 mg comprimé oral) APOTEX INC"""
"00751170","APO-METOPROLOL (TYPE L) (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC","tartrate de métoprolol 100 mg comprimé oral","métoprolol","mp_fr_description: ""APO-METOPROLOL (TYPE L) TAB 100MG (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"" -> ""APO-METOPROLOL (TYPE L) (tartrate de métoprolol 100 mg comprimé oral) APOTEX INC"""
"00843792","NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acétaminophène et phényléphrine","mp_fr_description: ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acétaminophène 650 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"00893757","PRAVACHOL (pravastatine sodique 20 mg comprimé oral) BRISTOL-MYERS SQUIBB CANADA","pravastatine sodique 20 mg comprimé oral","pravastatine","mp_fr_description: ""PRAVACHOL - TAB 20MG (pravastatine sodique 20 mg comprimé oral) BRISTOL-MYERS SQUIBB CANADA"" -> ""PRAVACHOL (pravastatine sodique 20 mg comprimé oral) BRISTOL-MYERS SQUIBB CANADA"""
"00896675","GAS-X EXTRA STRENGTH (siméticone 125 mg comprimé à croquer) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","siméticone 125 mg comprimé à croquer","siméticone","mp_fr_description: ""GAS-X EXTRA STRENGTH (siméticone 125 mg comprimé à croquer) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""GAS-X EXTRA STRENGTH (siméticone 125 mg comprimé à croquer) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"01907875","GAS-X REGULAR STRENGTH (siméticone 80 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","siméticone 80 mg comprimé oral","siméticone","mp_fr_description: ""GAS-X REGULAR STRENGTH (siméticone 80 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""GAS-X REGULAR STRENGTH (siméticone 80 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"01909169","MOISTUREL SENSITIVE SKIN LOTION (diméthicone 3 % et pétrolatum 6 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","diméthicone 3 % et pétrolatum 6 % lotion","diméthicone et pétrolatum","mp_fr_description: ""MOISTUREL SENSITIVE SKIN LOTION (diméthicone 3 % et pétrolatum 6 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""MOISTUREL SENSITIVE SKIN LOTION (diméthicone 3 % et pétrolatum 6 % lotion) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
"01929313","DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale","phéniramine et phényléphrine","mp_fr_description: ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ""DRISTAN NASAL MIST (maléate de phéniramine 0,2 % et chlorhydrate de phényléphrine 0,5 % vaporisation nasale) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"""
