tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
c10bd26c38bf4ebbce0395f9852bcac1,polyethylene glycol 400 and tetrahydrozoline,polyethylene glycol 400 et tétrahydrozoline,ADDED
8001439,bacitracin,bacitracine,"tm_status_effective_time: ""19511231"" -> ""19841231"""
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8002414,somatrogon,somatrogon,CHANGED
aa8e897034f9ab58a184cb3cd338372c,bimekizumab,bimékizumab,ADDED
8001878,sodium iodide,iodure de sodium,CHANGED
8002267,suvorexant,suvorexant,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20190418"" -> ""20200514"""
8002415,turoctocog alfa pegol,turoctocog alfa pégol,CHANGED
8002179,camphor and eucalyptol and guaiacol,camphre et eucalyptol et guaïacol,DELETED
8001487,levocabastine,lévocabastine,DELETED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
224b55cea11f310ade0c3efd192068e2,tralokinumab,tralokinumab,ADDED
8000796,benzalkonium,benzalkonium,CHANGED
515be10200b1f1aa7adcffce2ad608dc,drospirenone,drospirénone,ADDED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
272f028f3c5b37451f6f571d55374cdd,cilgavimab and tixagevimab,cilgavimab et tixagévimab,ADDED
8001579,benzethonium,benzéthonium,CHANGED
8002412,cenegermin,cénégermine,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8002413,dostarlimab,dostarlimab,CHANGED
8002416,voretigene neparvovec,voretigène néparvovec,CHANGED
8001976,triclosan,triclosan,CHANGED
8000065,acetaminophen and codeine,acétaminophène et codéine,"tm_status_effective_time: ""19781231"" -> ""19841231"""
8001798,hydrocortisone and pramoxine and zinc sulfate,hydrocortisone et pramoxine et sulfate de zinc,"tm_status_effective_time: ""19781231"" -> ""19811231"""
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8002411,anifrolumab,anifrolumab,CHANGED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
