drug_code,mp_code,mp_formal_name,mp_fr_description,changes
431,00030708,BACITRACIN USP (bacitracin 50000 unit per vial powder for solution for injection) PFIZER CANADA ULC,BACITRACIN USP (bacitracine 50000 unité par fiole poudre pour solution injectable) PFIZER CANADA ULC,DELETED
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2568,00382825,RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,"RIVOTRIL (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED","Health_Canada_product_name: ""RIVOTRIL 0.5TAB"" -> ""RIVOTRIL""
mp_formal_name: ""RIVOTRIL ̲0̲.̲5̲T̲A̲B̲ (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED""
mp_fr_description: ""RIVOTRIL ̲0̲.̲5̲T̲A̲B̲ (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazépam 0,5 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"""
2569,00382841,RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED,RIVOTRIL (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED,"Health_Canada_product_name: ""RIVOTRIL 2TAB"" -> ""RIVOTRIL""
mp_formal_name: ""RIVOTRIL ̲2̲T̲A̲B̲ (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED""
mp_fr_description: ""RIVOTRIL ̲2̲T̲A̲B̲ (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"" -> ""RIVOTRIL (clonazépam 2 mg comprimé oral) HOFFMANN-LA ROCHE LIMITED"""
2787,00319724,DEMO-CINEOL ENFANTS/CHILDREN (camphor 20 mg and eucalyptol 185 mg and guaiacol 90 mg and guaiacol carbonate 100 mg suppository) LABORATOIRES CONFAB INC,DEMO-CINEOL ENFANTS/CHILDREN (camphre 20 mg et eucalyptol 185 mg et guaïacol 90 mg et carbonate de guaïacol 100 mg suppositoire) LABORATOIRES CONFAB INC,DELETED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3806,00497754,PRO-OXAZEPAM (oxazepam 10 mg oral tablet) PRO DOC LIMITEE,PRO-OXAZEPAM (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""OXAZEPAM 10 TAB 10MG"" -> ""PRO-OXAZEPAM""
mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲0̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲0̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 10 mg comprimé oral) PRO DOC LIMITEE"""
3807,00497762,PRO-OXAZEPAM (oxazepam 15 mg oral tablet) PRO DOC LIMITEE,PRO-OXAZEPAM (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""OXAZEPAM 15 TAB 15MG"" -> ""PRO-OXAZEPAM""
mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲5̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲5̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 15 mg comprimé oral) PRO DOC LIMITEE"""
