drug_code,mp_code,mp_formal_name,changes
9,00015741,TAPAZOLE (methimazole 5 mg oral tablet) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""TAPAZOLE (methimazole 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TAPAZOLE (methimazole 5 mg oral tablet) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
613,00023450,DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) BGP PHARMA ULC,DELETED
631,00074462,LOCACORTEN VIOFORM (clioquinol 3 % and flumethasone pivalate 0.02 % cutaneous cream) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""LOCACORTEN VIOFORM (clioquinol 3 % and flumethasone pivalate 0.02 % cutaneous cream) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""LOCACORTEN VIOFORM (clioquinol 3 % and flumethasone pivalate 0.02 % cutaneous cream) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
868,00074454,LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,ADDED
2214,00335061,ELAVIL (amitriptyline hydrochloride 25 mg oral tablet) AA PHARMA INC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,ADDED
4222,00511552,SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
5475,00507407,DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrine hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC,"mp_formal_name: ""DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC"" -> ""DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrine̲ hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC""
ntp_code: ""9006201"" -> ""fc761d343ef18c3c25af866c61769024""
ntp_formal_name: ""alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup"" -> ""alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrine̲ hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup""
tm_code: ""8000779"" -> ""3cda70353474b553708e7ed5fc443433""
tm_formal_name: ""alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate"" -> ""alcohol anhydrous and doxylamine and etafedrine̲ and hydrocodone and sodium citrate"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,ADDED
7084,00708925,MEN'S ROGAINE (minoxidil 20 mg per mL cutaneous solution) KENVUE CANADA INC.,"mp_formal_name: ""MEN'S ROGAINE (minoxidil 20 mg per mL cutaneous solution) J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""MEN'S ROGAINE (minoxidil 20 mg per mL cutaneous solution) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
