ntp_code,ntp_formal_name,ntp_fr_description,changes
9014989,somapacitan 10 mg per 1.5 mL solution for injection pen,"somapacitan 10 mg par 1,5 mL solution injectable stylo",ADDED
9014974,dexmedetomidine (dexmedetomidine hydrochloride) 200 mcg per 50 mL solution for injection bag,dexmédétomidine (chlorhydrate de dexmédétomidine) 200 mcg par 50 mL solution injectable sac,ADDED
9014996,tirzepatide 5 mg per 0.5 mL solution for injection vial,"tirzépatide 5 mg par 0,5 mL solution injectable fiole",ADDED
9014994,tirzepatide 15 mg per 0.5 mL solution for injection vial,"tirzépatide 15 mg par 0,5 mL solution injectable fiole",ADDED
9014965,cenobamate 200 mg oral tablet,cénobamate 200 mg comprimé oral,ADDED
9014960,bismuth subsalicylate 524 mg oral tablet,subsalicylate de bismuth 524 mg comprimé oral,ADDED
9013949,cemiplimab 250 mg per 5 mL solution for injection vial,cémiplimab 250 mg par 5 mL solution injectable fiole,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20190524"" -> ""20231208"""
9014961,cangrelor (cangrelor tetrasodium) 50 mg per vial powder for solution for injection,cangrélor (cangrélor tétrasodique) 50 mg par fiole poudre pour solution injectable,ADDED
9014991,somapacitan 5 mg per 1.5 mL solution for injection pen,"somapacitan 5 mg par 1,5 mL solution injectable stylo",ADDED
9014963,cenobamate 12.5 mg oral tablet,"cénobamate 12,5 mg comprimé oral",ADDED
9014983,raxtozinameran 10 mcg per 0.3 mL suspension for injection 0.3 mL vial,"raxtozinaméran 10 mcg par 0,3 mL suspension injectable 0,3 mL fiole",ADDED
9014987,raxtozinameran 3 mcg per 0.2 mL suspension for injection 2 mL vial,"raxtozinaméran 3 mcg par 0,2 mL suspension injectable 2 mL fiole",ADDED
9014981,mirikizumab 100 mg per 1 mL solution for injection pen,mirikizumab 100 mg par 1 mL solution injectable stylo,ADDED
9014470,ChAdOx1-S (recombinant) 5e10 vp per 0.5 mL solution for injection 5 mL vial,"ChAdOx1-S (recombinant) 5e10 particules virales par 0,5 mL solution injectable 5 mL fiole","ntp_status_effective_time: ""20230727"" -> ""20231219"""
9000107,codeine phosphate 30 mg per 1 mL solution for injection ampoule,phosphate de codéine 30 mg par 1 mL solution injectable ampoule,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19781231"" -> ""20231129"""
9014973,dexmedetomidine (dexmedetomidine hydrochloride) 1000 mcg per 250 mL solution for injection bag,dexmédétomidine (chlorhydrate de dexmédétomidine) 1000 mcg par 250 mL solution injectable sac,ADDED
9014978,elexacaftor 80 mg per sachet and ivacaftor 60 mg per sachet and tezacaftor 40 mg per sachet oral granules with ivacaftor 59.5 mg per sachet oral granules,"élexacaftor 80 mg par sachet et ivacaftor 60 mg par sachet et tézacaftor 40 mg par sachet granulés orale avec ivacaftor 59,5 mg par sachet granulés orale",ADDED
9014997,tirzepatide 7.5 mg per 0.5 mL solution for injection vial,"tirzépatide 7,5 mg par 0,5 mL solution injectable fiole",ADDED
9014985,raxtozinameran 30 mcg per 0.3 mL suspension for injection 0.3 mL vial,"raxtozinaméran 30 mcg par 0,3 mL suspension injectable 0,3 mL fiole",ADDED
9014984,raxtozinameran 10 mcg per 0.3 mL suspension for injection 1.8 mL vial,"raxtozinaméran 10 mcg par 0,3 mL suspension injectable 1,8 mL fiole",ADDED
9014977,elexacaftor 100 mg per sachet and ivacaftor 75 mg per sachet and tezacaftor 50 mg per sachet oral granules with ivacaftor 75 mg per sachet oral granules,élexacaftor 100 mg par sachet et ivacaftor 75 mg par sachet et tézacaftor 50 mg par sachet granulés orale avec ivacaftor 75 mg par sachet granulés orale,ADDED
9006312,bismuth subgallate 200 mg chewable tablet,subgallate de bismuth 200 mg comprimé à croquer,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19781231"" -> ""20220427"""
9002000,tretinoin 0.025 % cutaneous cream,"trétinoïne 0,025 % crème cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19831231"" -> ""20231129"""
9014982,mirikizumab 100 mg per 1 mL solution for injection syringe,mirikizumab 100 mg par 1 mL solution injectable seringue,ADDED
9014992,tirzepatide 10 mg per 0.5 mL solution for injection vial,"tirzépatide 10 mg par 0,5 mL solution injectable fiole",ADDED
9014333,pramoxine hydrochloride 0.5 % cutaneous ointment,"chlorhydrate de pramoxine 0,5 % pommade cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20200720"" -> ""20230101"""
9014972,dabrafenib (dabrafenib mesylate) 10 mg dispersible oral tablet,dabrafénib (mésylate de dabrafénib) 10 mg comprimé oral dispersible,ADDED
9003641,tazarotene 0.05 % cutaneous cream,"tazarotène 0,05 % crème cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20010831"" -> ""20231204"""
9014990,somapacitan 15 mg per 1.5 mL solution for injection pen,"somapacitan 15 mg par 1,5 mL solution injectable stylo",ADDED
9014995,tirzepatide 2.5 mg per 0.5 mL solution for injection vial,"tirzépatide 2,5 mg par 0,5 mL solution injectable fiole",ADDED
9014998,trametinib 0.05 mg/mL oral solution,"trametinib 0,05 mg/mL solution orale",ADDED
9014964,cenobamate 150 mg oral tablet,cénobamate 150 mg comprimé oral,ADDED
9014966,cenobamate 25 mg oral tablet,cénobamate 25 mg comprimé oral,ADDED
9014975,dexmedetomidine (dexmedetomidine hydrochloride) 400 mcg per 100 mL solution for injection bag,dexmédétomidine (chlorhydrate de dexmédétomidine) 400 mcg par 100 mL solution injectable sac,ADDED
9014967,cenobamate 50 mg oral tablet,cénobamate 50 mg comprimé oral,ADDED
9014976,efgartigimod alfa 400 mg per 20 mL solution for injection vial,efgartigimod alfa 400 mg par 20 mL solution injectable fiole,ADDED
9014986,raxtozinameran 30 mcg per 0.3 mL suspension for injection 1.8 mL vial,"raxtozinaméran 30 mcg par 0,3 mL suspension injectable 1,8 mL fiole",ADDED
9014993,tirzepatide 12.5 mg per 0.5 mL solution for injection vial,"tirzépatide 12,5 mg par 0,5 mL solution injectable fiole",ADDED
9014962,cenobamate 100 mg oral tablet,cénobamate 100 mg comprimé oral,ADDED
