mp_code,mp_formal_name,mp_fr_description,changes
"00010200","PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC.","PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC.","mp_formal_name: ""PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC."""
"00010219","PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC.","PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC.","mp_formal_name: ""PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC."""
"00010383","SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC.","SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC.","mp_formal_name: ""SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC"" -> ""SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC"" -> ""SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC."""
"00010391","SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC.","SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC.","mp_formal_name: ""SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC"" -> ""SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC"" -> ""SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC."""
"00015741","TAPAZOLE 5MG TABLET (methimazole 5 mg oral tablet) PALADIN LABS INC.","TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC.","mp_formal_name: ""TAPAZOLE 5MG TABLET (methimazole 5 mg oral tablet) PALADIN LABS INC"" -> ""TAPAZOLE 5MG TABLET (methimazole 5 mg oral tablet) PALADIN LABS INC.""
mp_fr_description: ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC"" -> ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC."""
"00021261","TEVA-CHLOROQUINE (chloroquine phosphate 250 mg oral tablet) TEVA CANADA LIMITED","TEVA-CHLOROQUINE (phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED","DELETED"
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00074454","LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) PALADIN LABS INC.","LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC.","mp_formal_name: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) PALADIN LABS INC"" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) PALADIN LABS INC.""
mp_fr_description: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC"" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC."""
