tm_code,tm_formal_name,changes
"8002236","bacitracin and gramicidin and lidocaine and polymyxin B","ADDED"
"8002233","C1 esterase inhibitor human","ADDED"
"8001748","dimethicone and menthol","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19990901"" -> ""20170605"""
"8002238","bacitracin and lidocaine and polymyxin B","ADDED"
"8001439","bacitracin","ADDED"
"8002242","gramicidin and polymyxin B","ADDED"
"8002241","gramicidin and lidocaine and polymyxin B","ADDED"
"8001497","melphalan","ADDED"
"8001322","acetaminophen and chlorpheniramine and dextromethorphan and pseudoephedrine","ADDED"
"8001331","acetaminophen and dextromethorphan and doxylamine and pseudoephedrine","ADDED"
"8001332","acetaminophen and dextromethorphan and guaifenesin and phenylephrine","ADDED"
"8001334","acetaminophen and dextromethorphan and phenylephrine","ADDED"
"8001883","acetaminophen and pheniramine and phenylephrine","ADDED"
"8000962","acetaminophen and menthol","ADDED"
"8002248","simoctocog alfa","ADDED"
"8001258","delavirdine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19980724"" -> ""20181101"""
"8001328","acetaminophen and dextromethorphan and doxylamine","ADDED"
"8001561","alteplase","ADDED"
"8001330","acetaminophen and dextromethorphan and doxylamine and phenylephrine","ADDED"
"8000217","methotrexate","ADDED"
"8001335","acetaminophen and dextromethorphan and pseudoephedrine","ADDED"
"8001167","acetaminophen and diphenhydramine and phenylephrine","ADDED"
"8002244","lidocaine and polymyxin B","ADDED"
"8002214","alpha 1-proteinase inhibitor human","DELETED"
"8002247","polymyxin B and trimethoprim","ADDED"
"8001723","chorionic gonadotropin","ADDED"
"8002240","dexamethasone (base) and neomycin and polymyxin B","ADDED"
"8002237","bacitracin and gramicidin and polymyxin B","ADDED"
"8000994","acetaminophen and guaifenesin and menthol","ADDED"
"8002166","acetaminophen and ascorbic acid and pheniramine and phenylephrine","ADDED"
"8002243","incobotulinumtoxinA","ADDED"
"8002234","abobotulinumtoxinA","ADDED"
