drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"3186","active","active","00451207","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"9878","active","active","00761842","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","MERIAL CANADA INC"
"18778","active","active","02171899","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"63627","active","active","02240113","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"74388","active","active","02258692","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76279","active","active","02277131","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76280","active","active","02277158","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76281","active","active","02277166","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76282","active","active","02277174","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76283","active","active","02277182","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76284","active","active","02277190","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76285","active","active","02277204","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76286","active","active","02277212","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"76773","active","active","02282089","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
"77000","active","active","02284421","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"77001","active","active","02284448","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"77002","active","active","02284456","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"79124","active","active","02305682","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"79125","active","active","02305690","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"79126","active","active","02305704","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"87583","active","active","02390396","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"87639","active","active","02391015","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"87959","active","active","02394421","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"89090","active","active","02406179","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"89587","active","active","02411245","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"89830","active","active","02413655","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"89901","active","active","02414422","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"90968","active","active","02425017","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"95927","active","active","02470292","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95928","active","active","02470306","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95929","active","active","02470314","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95930","active","active","02470322","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95931","active","active","02470330","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95932","active","active","02470349","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"95933","active","active","02470357","ELVIUM LIFE SCIENCES","PURDUE PHARMA"
"72290","inactive","inactive","02247980","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"75687","inactive","inactive","02271419","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"91112","inactive","inactive","02426560","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"93104","inactive","inactive","02445778","THE PROACTIV COMPANY, LLC","THE PROACTIV COMPANY LLC"
"89862","active","dormant","02413973","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"90722","dormant","dormant","02422530","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"86925","approved","approved","02383519","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"90556","approved","approved","02420961","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"91360","approved","approved","02429152","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"91760","approved","approved","02433206","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"98516","approved","approved","02495236","ENEMEEZ LLC DBA SUMMIT PHARMACEUTICALS","ENEMEEZ INC. DBA SUMMIT PHARMACEUTICALS"
"98753","approved","approved","02497735","CALLINGTON HAVEN PTY LTD","CALLINGTON HAVEN PTY LTD."
