drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99313","74","VAGINAL","ADDED","02503689"
"99358","56","ORAL","ADDED","02504146"
"99371","56","ORAL","ADDED","02504286"
"99228","93","DISINFECTANT (Domestic)","ADDED","02502739"
"99270","93","DISINFECTANT (Domestic)","ADDED","02503204"
"99299","56","ORAL","ADDED","02503522"
"99320","22","INTRAMUSCULAR","ADDED","02503751"
"99315","104","TOPICAL (HOUSEHOLD)","ADDED","02503700"
"99259","93","DISINFECTANT (Domestic)","ADDED","02503085"
"99279","56","ORAL","ADDED","02503301"
"99327","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02503832"
"99292","56","ORAL","ADDED","02503441"
"99072","104","TOPICAL (HOUSEHOLD)","ADDED","02501074"
"98613","104","TOPICAL (HOUSEHOLD)","ADDED","02496267"
"99307","56","ORAL","ADDED","02503611"
"99360","8","DISINFECTANT (Food Premises)","ADDED","02504162"
"99312","93","DISINFECTANT (Domestic)","ADDED","02503670"
"99276","56","ORAL","ADDED","02503263"
"99295","56","ORAL","ADDED","02503484"
"99126","56","ORAL","ADDED","02501643"
"91881","2","DISINFECTANT (Barn)","ADDED","02434482"
"99335","49","INTRAVENOUS","ADDED","02503913"
"99271","8","DISINFECTANT (Food Premises)","ADDED","02503212"
"99259","8","DISINFECTANT (Food Premises)","ADDED","02503085"
"99365","56","ORAL","ADDED","02504219"
"99284","74","VAGINAL","ADDED","02503360"
"99262","56","ORAL","ADDED","02503115"
"99312","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503670"
"99260","104","TOPICAL (HOUSEHOLD)","ADDED","02503093"
"99298","56","ORAL","ADDED","02503514"
"99373","104","TOPICAL (HOUSEHOLD)","ADDED","02504308"
"99259","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503085"
"99127","56","ORAL","ADDED","02501651"
"99271","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503212"
"99228","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502739"
"99270","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503204"
"99327","8","DISINFECTANT (Food Premises)","ADDED","02503832"
"99262","29","INHALATION","ADDED","02503115"
"99322","22","INTRAMUSCULAR","ADDED","02503786"
"99291","56","ORAL","ADDED","02503433"
"99318","104","TOPICAL (HOUSEHOLD)","ADDED","02503735"
"99282","56","ORAL","ADDED","02503344"
"99331","56","ORAL","ADDED","02503875"
"99357","56","ORAL","ADDED","02504138"
