drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
5918,00611158,APO-INDOMETHACIN (indométhacine 25 mg capsule orale) APOTEX INC,indométhacine 25 mg capsule orale,indométhacine,"mp_fr_description: ""APO ̲INDOMETHACIN ̲C̲A̲P̲ ̲2̲5̲M̲G̲ (indométhacine 25 mg capsule orale) APOTEX INC"" -> ""APO-̲INDOMETHACIN (indométhacine 25 mg capsule orale) APOTEX INC"""
5919,00611166,APO-INDOMETHACIN (indométhacine 50 mg capsule orale) APOTEX INC,indométhacine 50 mg capsule orale,indométhacine,"mp_fr_description: ""APO ̲INDOMETHACIN ̲C̲A̲P̲ ̲5̲0̲M̲G̲ (indométhacine 50 mg capsule orale) APOTEX INC"" -> ""APO-̲INDOMETHACIN (indométhacine 50 mg capsule orale) APOTEX INC"""
13163,01927698,NOZINAN (méthotriméprazine (chlorhydrate de méthotriméprazine) 25 mg par 1 mL solution injectable ampoule) NEURAXPHARM ARZNEIMITTEL GMBH,méthotriméprazine (chlorhydrate de méthotriméprazine) 25 mg par 1 mL solution injectable ampoule,méthotriméprazine,"mp_fr_description: ""NOZINAN (méthotriméprazine (chlorhydrate de méthotriméprazine) 25 mg par 1 mL solution injectable ampoule) S̲A̲N̲O̲F̲I̲-̲A̲V̲E̲N̲T̲I̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""NOZINAN (méthotriméprazine (chlorhydrate de méthotriméprazine) 25 mg par 1 mL solution injectable ampoule) N̲E̲U̲R̲A̲X̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
28280,02086018,COLACE SYRUP (docusate sodique 20 mg par 5 mL sirop) PHARMASCIENCE INC,docusate sodique 20 mg par 5 mL sirop,docusate,"mp_fr_description: ""COLACE SYRUP (docusate sodique 20 mg par 5 mL sirop) B̲O̲Y̲D̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲.̲"" -> ""COLACE SYRUP (docusate sodique 20 mg par 5 mL sirop) P̲H̲A̲R̲M̲A̲S̲C̲I̲E̲N̲C̲E̲ ̲I̲N̲C̲"""
28453,02090163,COLACE (docusate sodique 10 mg par mL solution orale) PHARMASCIENCE INC,docusate sodique 10 mg par mL solution orale,docusate,"mp_fr_description: ""COLACE (docusate sodique 10 mg par mL g̲o̲u̲t̲t̲e̲s̲ ̲o̲r̲a̲l̲e̲s̲)̲ ̲B̲O̲Y̲D̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲.̲"" -> ""COLACE (docusate sodique 10 mg par mL s̲o̲l̲u̲t̲i̲o̲n̲ ̲o̲r̲a̲l̲e̲)̲ ̲P̲H̲A̲R̲M̲A̲S̲C̲I̲E̲N̲C̲E̲ ̲I̲N̲C̲""
ntp_code: ""9002298"" -> ""9014938""
ntp_fr_description: ""docusate sodique 10 mg par mL g̲o̲u̲t̲t̲e̲s̲ ̲o̲r̲a̲l̲e̲s̲"" -> ""docusate sodique 10 mg par mL s̲o̲l̲u̲t̲i̲o̲n̲ ̲o̲r̲a̲l̲e̲"""
62480,02239028,EVISTA (chlorhydrate de raloxifène 60 mg comprimé oral) ELI LILLY CANADA INC,chlorhydrate de raloxifène 60 mg comprimé oral,raloxifène,"mp_fr_description: ""EVISTA ̲(̲6̲0̲M̲G̲)̲ (chlorhydrate de raloxifène 60 mg comprimé oral) ELI LILLY CANADA INC"" -> ""EVISTA (chlorhydrate de raloxifène 60 mg comprimé oral) ELI LILLY CANADA INC"""
75254,02267144,HYGENIPAK 2% CHG FOAMING SKIN CLEANSER (gluconate de chlorhexidine 2 % solution pour application cutanée) SC JOHNSON PROFESSIONAL CA INC,gluconate de chlorhexidine 2 % solution pour application cutanée,chlorhexidine,"mp_fr_description: ""HYGENIPAK 2% CHG FOAMING SKIN CLEANSER (gluconate de chlorhexidine 2 % solution pour application cutanée) D̲E̲B̲ ̲C̲A̲N̲A̲D̲A̲"" -> ""HYGENIPAK 2% CHG FOAMING SKIN CLEANSER (gluconate de chlorhexidine 2 % solution pour application cutanée) S̲C̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲P̲R̲O̲F̲E̲S̲S̲I̲O̲N̲A̲L̲ ̲C̲A̲ ̲I̲N̲C̲"""
84775,02362759,MYLAN-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral,amlodipine et atorvastatine,"mp_fr_description: ""G̲D̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"" -> ""M̲Y̲L̲A̲N̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) M̲Y̲L̲A̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ULC"""
84776,02362767,MYLAN-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral,amlodipine et atorvastatine,"mp_fr_description: ""G̲D̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"" -> ""M̲Y̲L̲A̲N̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) M̲Y̲L̲A̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ULC"""
84777,02362775,MYLAN-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) MYLAN PHARMACEUTICALS ULC,amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral,amlodipine et atorvastatine,"mp_fr_description: ""G̲D̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"" -> ""M̲Y̲L̲A̲N̲-AMLODIPINE/ATORVASTATIN (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) M̲Y̲L̲A̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ULC"""
