drug_code,drug_identification_number,current_brand_name,previous_brand_name
"24750","01991086","SLEEP AID EXTRA STRENGTH TAB 50MG","SLEEP AID (EXTRA STRENGTH) TAB 50MG"
"3429","00481815","ROCALTROL","ROCALTROL CAP 0.5MCG"
"3430","00481823","ROCALTROL","ROCALTROL CAP 0.25MCG"
"44134","02169495","DRONTAL","DRONTAL - TAB"
"44135","02169509","DRONCIT INJECTABLE","DRONCIT INJECTABLE - IM SC 56.8MG/ML"
"44136","02169517","DRONTAL PLUS","DRONTAL PLUS TABLETS"
"44137","02169525","DRONTAL PLUS","DRONTAL PLUS TABS"
"5818","00618632","APO-METOPROLOL","APO METOPROLOL TAB 50MG"
"5819","00618640","APO-METOPROLOL","APO METOPROLOL TAB 100MG"
"80726","02321858","TARO-AMLODIPINE","RAN-AMLODIPINE"
"80727","02321866","TARO-AMLODIPINE","RAN-AMLODIPINE"
"83695","02351692","TARO-IMIPENEM-CILASTATIN","RAN-IMIPENEM-CILASTATIN"
"83696","02351706","TARO-IMIPENEM-CILASTATIN","RAN-IMIPENEM-CILASTATIN"
"85042","02365529","JAMP PIOGLITAZONE","JAMP-PIOGLITAZONE"
"85043","02365537","JAMP PIOGLITAZONE","JAMP-PIOGLITAZONE"
"8603","00749354","APO-METOPROLOL (TYPE L)","APO METOPROLOL (TYPE L)"
"88227","02397307","JAMP PIOGLITAZONE","JAMP-PIOGLITAZONE"
"89638","02411792","HERTEL BIODÉGRADABLE NETTOYANT DÉSINFECTANT MULTI SURFACE DISINFECTANT CLEANER","HERTEL BIODEGRADABLE NETTOYANT DÉSINFECTANT DISINFECTANT CLEANER MULTISURFACE"
"20259","02192756","FLUOXETINE","NU-FLUOXETINE"
"20260","02192764","FLUOXETINE","NU-FLUOXETINE"
"50482","02231174","FLUOXETINE","NU-FLUOXETINE"
"52538","02233047","TERAZOSIN","NU-TERAZOSIN"
"52543","02233048","TERAZOSIN","NU-TERAZOSIN"
"52544","02233049","TERAZOSIN","NU-TERAZOSIN"
"52545","02233050","TERAZOSIN","NU-TERAZOSIN 10 MG TABLETS"
"91204","02427524","CLOROX MULTI-PURPOSE DISINFECTING & DEODORIZING SPRAY","CLOROX CARECONCEPTS DISINFECTING & DEODORIZING SPRAY"
"44132","02169479","DRONCIT CANINE TABLETS","DRONCIT CANINE TABLETS - 34MG"
"44133","02169487","DRONCIT FELINE TABLETS","DRONCIT FELINE TABLETS- 23MG"
"70799","02246611","DRONCIT 9% ORAL PASTE FOR HORSES","DRONCIT (PRAZIQUANTE) 9% ORAL PASTE FOR HORSES"
"90612","02421518","TARO-MEROPENEM","RAN-MEROPENEM"
"90613","02421526","TARO-MEROPENEM","RAN-MEROPENEM"
"97021","02479540","RIVASTIGMINE PATCH 5","RIVASTIGMINE TRANSDERMAL PATCH"
"97022","02479559","RIVASTIGMINE PATCH 10","RIVASTIGMINE TRANSDERMAL PATCH"
"97023","02479567","RIVASTIGMINE PATCH 15","RIVASTIGMINE TRANSDERMAL PATCH"
