drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100085","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511665"
"100067","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511479"
"100029","65","SUBCUTANEOUS","ADDED","02511045"
"99980","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510596"
"69659","30","DISINFECTANT (Medical Instruments)","REMOVED","02245567"
"98417","56","ORAL","ADDED","02494132"
"99937","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510138"
"100077","65","SUBCUTANEOUS","ADDED","02511584"
"100019","56","ORAL","ADDED","02510944"
"99892","93","DISINFECTANT (Domestic)","ADDED","02509644"
"98260","56","ORAL","ADDED","02492601"
"99232","70","TOPICAL","ADDED","02502771"
"99443","93","DISINFECTANT (Domestic)","ADDED","02505061"
"100065","49","INTRAVENOUS","ADDED","02511452"
"99985","104","TOPICAL (HOUSEHOLD)","ADDED","02510650"
"99221","93","DISINFECTANT (Domestic)","ADDED","02502658"
"100055","70","TOPICAL","ADDED","02511339"
"100068","8","DISINFECTANT (Food Premises)","ADDED","02511487"
"99344","56","ORAL","ADDED","02503980"
"99310","93","DISINFECTANT (Domestic)","ADDED","02503654"
"99944","56","ORAL","ADDED","02510200"
"100115","70","TOPICAL","ADDED","02511983"
"100069","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511495"
"97660","56","ORAL","ADDED","02486393"
"100022","62","RECTAL","ADDED","02510979"
"99938","93","DISINFECTANT (Domestic)","ADDED","02510146"
"100066","56","ORAL","ADDED","02511460"
"99836","8","DISINFECTANT (Food Premises)","ADDED","02509040"
"99938","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510146"
"99980","8","DISINFECTANT (Food Premises)","ADDED","02510596"
"99937","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510138"
"99310","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503654"
"100038","49","INTRAVENOUS","ADDED","02511150"
"100110","65","SUBCUTANEOUS","ADDED","02511932"
"99221","8","DISINFECTANT (Food Premises)","ADDED","02502658"
"100073","2","DISINFECTANT (Barn)","ADDED","02511533"
"99221","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502658"
"100087","56","ORAL","ADDED","02511681"
"100068","93","DISINFECTANT (Domestic)","ADDED","02511487"
"100067","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511479"
"100085","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511665"
"99922","56","ORAL","ADDED","02509962"
"99836","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509040"
"99980","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510596"
"99935","2","DISINFECTANT (Barn)","ADDED","02510103"
"99443","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505061"
"99937","8","DISINFECTANT (Food Premises)","ADDED","02510138"
"99938","8","DISINFECTANT (Food Premises)","ADDED","02510146"
"99940","56","ORAL","ADDED","02510162"
"99998","56","ORAL","ADDED","02510782"
"100086","56","ORAL","ADDED","02511673"
"100079","2","DISINFECTANT (Barn)","ADDED","02511606"
"100056","49","INTRAVENOUS","ADDED","02511347"
"96384","56","ORAL","ADDED","02473917"
"97043","56","ORAL","ADDED","02479850"
"99488","93","DISINFECTANT (Domestic)","ADDED","02505509"
"100069","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511495"
"100089","3","BUCCAL","ADDED","02511851"
"99977","56","ORAL","ADDED","02510553"
"100047","2","DISINFECTANT (Barn)","ADDED","02511258"
"100069","8","DISINFECTANT (Food Premises)","ADDED","02511495"
"99941","56","ORAL","ADDED","02510170"
"100068","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511487"
"100067","93","DISINFECTANT (Domestic)","ADDED","02511479"
"99136","70","TOPICAL","ADDED","02501759"
"100033","65","SUBCUTANEOUS","ADDED","02511096"
"99971","56","ORAL","ADDED","02510499"
"99991","56","ORAL","ADDED","02510715"
"99836","2","DISINFECTANT (Barn)","ADDED","02509040"
"100028","56","ORAL","ADDED","02511037"
"100081","104","TOPICAL (HOUSEHOLD)","ADDED","02511622"
"100030","65","SUBCUTANEOUS","ADDED","02511053"
"99935","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510103"
"100037","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511142"
"96581","56","ORAL","ADDED","02475421"
"100045","104","TOPICAL (HOUSEHOLD)","ADDED","02511223"
"99221","2","DISINFECTANT (Barn)","ADDED","02502658"
"100076","65","SUBCUTANEOUS","ADDED","02511576"
"99945","56","ORAL","ADDED","02510219"
"99135","70","TOPICAL","ADDED","02501740"
"100085","2","DISINFECTANT (Barn)","ADDED","02511665"
"100073","8","DISINFECTANT (Food Premises)","ADDED","02511533"
"100016","104","TOPICAL (HOUSEHOLD)","ADDED","02510898"
"100023","56","ORAL","ADDED","02510987"
"100051","56","ORAL","ADDED","02511290"
"74258","70","TOPICAL","ADDED","02257386"
"99984","56","ORAL","ADDED","02510642"
"100104","56","ORAL","ADDED","02511878"
"100073","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511533"
"99976","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510545"
"100040","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511177"
"99949","56","ORAL","ADDED","02510251"
"99946","56","ORAL","ADDED","02510227"
"99951","56","ORAL","ADDED","02510286"
"99930","65","SUBCUTANEOUS","ADDED","02510049"
"99987","56","ORAL","ADDED","02510677"
"99935","8","DISINFECTANT (Food Premises)","ADDED","02510103"
"99937","2","DISINFECTANT (Barn)","ADDED","02510138"
"99233","70","TOPICAL","ADDED","02502798"
"100092","104","TOPICAL (HOUSEHOLD)","ADDED","02511746"
"99345","56","ORAL","ADDED","02503999"
"100032","65","SUBCUTANEOUS","ADDED","02511088"
"100079","8","DISINFECTANT (Food Premises)","ADDED","02511606"
"100003","70","TOPICAL","ADDED","02510820"
"99995","70","TOPICAL","ADDED","02510774"
"69659","94","DISINFECTANT (Institutional/Industrial)","ADDED","02245567"
"100047","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511258"
"99990","56","ORAL","ADDED","02510707"
"100079","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511606"
"99239","93","DISINFECTANT (Domestic)","ADDED","02502860"
"100031","65","SUBCUTANEOUS","ADDED","02511061"
"100047","8","DISINFECTANT (Food Premises)","ADDED","02511258"
"100069","2","DISINFECTANT (Barn)","ADDED","02511495"
"100018","104","TOPICAL (HOUSEHOLD)","ADDED","02510901"
"100046","70","TOPICAL","ADDED","02511231"
"100050","56","ORAL","ADDED","02511282"
"99976","93","DISINFECTANT (Domestic)","ADDED","02510545"
"100040","93","DISINFECTANT (Domestic)","ADDED","02511177"
"100002","49","INTRAVENOUS","ADDED","02510839"
"100038","22","INTRAMUSCULAR","ADDED","02511150"
"100023","29","INHALATION","ADDED","02510987"
"100063","104","TOPICAL (HOUSEHOLD)","ADDED","02511436"
"98141","56","ORAL","ADDED","02491400"
"100040","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511177"
