drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100095","98","SPRAY","ADDED","02511762"
"100104","109","TABLET (DELAYED-RELEASE)","ADDED","02511878"
"100047","98","SPRAY","ADDED","02511258"
"50796","141","CAPSULE (EXTENDED RELEASE)","ADDED","02231472"
"100057","134","SOLUTION","ADDED","02511355"
"99935","134","SOLUTION","ADDED","02510103"
"100095","134","SOLUTION","ADDED","02511762"
"99922","126","POWDER FOR SUSPENSION","ADDED","02509962"
"100036","105","WIPE","ADDED","02511134"
"100029","134","SOLUTION","ADDED","02511045"
"97043","5","CAPSULE","ADDED","02479850"
"100092","98","SPRAY","ADDED","02511746"
"99977","5","CAPSULE","ADDED","02510553"
"99232","59","SHAMPOO","ADDED","02502771"
"69659","134","SOLUTION","ADDED","02245567"
"100047","134","SOLUTION","ADDED","02511258"
"50338","106","CAPSULE (CONTROLLED-DELIVERY)","REMOVED","02231057"
"100077","134","SOLUTION","ADDED","02511584"
"100056","134","SOLUTION","ADDED","02511347"
"99935","98","SPRAY","ADDED","02510103"
"100050","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02511282"
"99944","85","TABLET","ADDED","02510200"
"99995","105","WIPE","ADDED","02510774"
"99443","2","AEROSOL","ADDED","02505061"
"99980","105","WIPE","ADDED","02510596"
"100012","85","TABLET","ADDED","02510855"
"99344","85","TABLET","ADDED","02503980"
"100037","134","SOLUTION","ADDED","02511142"
"100086","17","TABLET (ENTERIC-COATED)","ADDED","02511673"
"97660","85","TABLET","ADDED","02486393"
"100085","105","WIPE","ADDED","02511665"
"100089","182","MOUTHWASH","ADDED","02511851"
"100033","134","SOLUTION","ADDED","02511096"
"100066","75","TABLET (EXTENDED-RELEASE)","ADDED","02511460"
"99136","36","LOTION","ADDED","02501759"
"100040","134","SOLUTION","ADDED","02511177"
"99953","56","POWDER FOR SOLUTION","ADDED","02510308"
"99999","134","SOLUTION","ADDED","02510790"
"100019","85","TABLET","ADDED","02510944"
"98417","85","TABLET","ADDED","02494132"
"100077","32","KIT","ADDED","02511584"
"98260","85","TABLET","ADDED","02492601"
"100027","75","TABLET (EXTENDED-RELEASE)","ADDED","02511029"
"100051","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02511290"
"69659","34","LIQUID","REMOVED","02245567"
"99239","98","SPRAY","ADDED","02502860"
"100087","17","TABLET (ENTERIC-COATED)","ADDED","02511681"
"100081","36","LOTION","ADDED","02511622"
"99970","85","TABLET","ADDED","02510480"
"50798","106","CAPSULE (CONTROLLED-DELIVERY)","REMOVED","02231474"
"100022","78","SUPPOSITORY","ADDED","02510979"
"99892","105","WIPE","ADDED","02509644"
"100013","85","TABLET","ADDED","02510863"
"100049","85","TABLET","ADDED","02511274"
"100003","36","LOTION","ADDED","02510820"
"100032","134","SOLUTION","ADDED","02511088"
"100062","134","SOLUTION","ADDED","02511428"
"85606","34","LIQUID","REMOVED","02370867"
"99973","85","TABLET","ADDED","02510510"
"100110","56","POWDER FOR SOLUTION","ADDED","02511932"
"100073","105","WIPE","ADDED","02511533"
"50482","134","SOLUTION","ADDED","02231174"
"99943","85","TABLET","ADDED","02510197"
"100068","98","SPRAY","ADDED","02511487"
"100065","56","POWDER FOR SOLUTION","ADDED","02511452"
"99950","5","CAPSULE","ADDED","02510278"
"99188","85","TABLET","ADDED","02502305"
"100026","75","TABLET (EXTENDED-RELEASE)","ADDED","02511010"
"99988","75","TABLET (EXTENDED-RELEASE)","ADDED","02510685"
"89638","134","SOLUTION","ADDED","02411792"
"50338","141","CAPSULE (EXTENDED RELEASE)","ADDED","02231057"
"99989","75","TABLET (EXTENDED-RELEASE)","ADDED","02510693"
"100031","134","SOLUTION","ADDED","02511061"
"99982","85","TABLET","ADDED","02510626"
"99985","134","SOLUTION","ADDED","02510650"
"100076","134","SOLUTION","ADDED","02511576"
"99135","36","LOTION","ADDED","02501740"
"98140","85","TABLET","ADDED","02491397"
"74258","34","LIQUID","ADDED","02257386"
"98763","114","GEL","ADDED","02497832"
"100079","105","WIPE","ADDED","02511606"
"100030","134","SOLUTION","ADDED","02511053"
"99983","85","TABLET","ADDED","02510634"
"100020","85","TABLET","ADDED","02510952"
"99112","85","TABLET","ADDED","02501503"
"96582","5","CAPSULE","ADDED","02475448"
"100048","85","TABLET","ADDED","02511266"
"100090","75","TABLET (EXTENDED-RELEASE)","ADDED","02511711"
"99930","134","SOLUTION","ADDED","02510049"
"98141","85","TABLET","ADDED","02491400"
"99233","59","SHAMPOO","ADDED","02502798"
"50799","141","CAPSULE (EXTENDED RELEASE)","ADDED","02231475"
"50796","106","CAPSULE (CONTROLLED-DELIVERY)","REMOVED","02231472"
"99310","164","SPRAY, BAG-ON-VALVE","ADDED","02503654"
"100067","98","SPRAY","ADDED","02511479"
"100045","105","WIPE","ADDED","02511223"
"99836","134","SOLUTION","ADDED","02509040"
"99990","75","TABLET (EXTENDED-RELEASE)","ADDED","02510707"
"96581","5","CAPSULE","ADDED","02475421"
"99221","134","SOLUTION","ADDED","02502658"
"99132","36","LOTION","ADDED","02501724"
"89638","34","LIQUID","REMOVED","02411792"
"99345","85","TABLET","ADDED","02503999"
"99948","36","LOTION","ADDED","02510243"
"85606","134","SOLUTION","ADDED","02370867"
"100069","98","SPRAY","ADDED","02511495"
"50482","34","LIQUID","REMOVED","02231174"
"99949","5","CAPSULE","ADDED","02510251"
"100046","134","SOLUTION","ADDED","02511231"
"100115","105","WIPE","ADDED","02511983"
"99976","105","WIPE","ADDED","02510545"
"99951","5","CAPSULE","ADDED","02510286"
"100054","134","SOLUTION","ADDED","02511320"
"50798","141","CAPSULE (EXTENDED RELEASE)","ADDED","02231474"
"99938","134","SOLUTION","ADDED","02510146"
"99937","134","SOLUTION","ADDED","02510138"
"100058","134","SOLUTION","ADDED","02511363"
"99984","85","TABLET","ADDED","02510642"
"99945","75","TABLET (EXTENDED-RELEASE)","ADDED","02510219"
"99221","98","SPRAY","ADDED","02502658"
"100028","75","TABLET (EXTENDED-RELEASE)","ADDED","02511037"
"99940","157","GRANULES FOR SUSPENSION","ADDED","02510162"
"100055","9","CREAM","ADDED","02511339"
"99991","75","TABLET (EXTENDED-RELEASE)","ADDED","02510715"
"100002","134","SOLUTION","ADDED","02510839"
"99987","75","TABLET (EXTENDED-RELEASE)","ADDED","02510677"
"100038","56","POWDER FOR SOLUTION","ADDED","02511150"
"99946","75","TABLET (EXTENDED-RELEASE)","ADDED","02510227"
"99130","36","LOTION","ADDED","02501694"
"99941","157","GRANULES FOR SUSPENSION","ADDED","02510170"
"99971","85","TABLET","ADDED","02510499"
"100076","32","KIT","ADDED","02511576"
"100025","105","WIPE","ADDED","02511002"
"100023","1","METERED-DOSE AEROSOL","ADDED","02510987"
"100018","134","SOLUTION","ADDED","02510901"
"100033","32","KIT","ADDED","02511096"
"100063","134","SOLUTION","ADDED","02511436"
"99488","105","WIPE","ADDED","02505509"
"50799","106","CAPSULE (CONTROLLED-DELIVERY)","REMOVED","02231475"
"96384","85","TABLET","ADDED","02473917"
"99998","85","TABLET","ADDED","02510782"
"100016","134","SOLUTION","ADDED","02510898"
