tm_code,tm_formal_name,changes
"8001518","ribociclib","ADDED"
"8001478","fosphenytoin","ADDED"
"8000811","docusate and sennosides","ADDED"
"8001514","propylthiouracil","ADDED"
"8001502","pentamidine","ADDED"
"8001392","insulin human and insulin isophane human","ADDED"
"8001429","acetylcysteine","ADDED"
"8001391","insulin human","ADDED"
"8001441","bivalirudin","ADDED"
"8001444","ceftobiprole","ADDED"
"8001172","aztreonam","ADDED"
"8001389","insulin degludec and liraglutide","ADDED"
"8001513","propiverine","ADDED"
"8001454","eliglustat","ADDED"
"8001543","vardenafil","ADDED"
"8001536","ticlopidine","ADDED"
"8001528","sulfasalazine","ADDED"
"8001529","sulindac","ADDED"
"8001401","miconazole","ADDED"
"8001245","benzydamine","ADDED"
"8001452","difluprednate","ADDED"
"8001495","mefenamic acid","ADDED"
"8001473","fluphenazine","ADDED"
"8001427","acamprosate","ADDED"
"8001500","ofatumumab","ADDED"
"8001463","ethosuximide","ADDED"
"8001394","insulin lispro and insulin lispro protamine","ADDED"
"8001546","zanamivir","ADDED"
"8001437","atovaquone and proguanil","ADDED"
"8001490","lodoxamide","ADDED"
"8000132","salbutamol","ADDED"
"8001504","perphenazine","ADDED"
"8001390","insulin glulisine","ADDED"
"8001393","insulin isophane pork","ADDED"
"8001485","inotuzumab ozogamicin","ADDED"
"8001446","cortisone","ADDED"
"8000967","carbidopa and entacapone and levodopa","ADDED"
"8001507","pimozide","ADDED"
"8001424","vancomycin","ADDED"
"8001541","trimeprazine","ADDED"
"8001479","gatifloxacin","ADDED"
"8001532","tenoxicam","ADDED"
"8001466","fexofenadine","ADDED"
"8000793","triamcinolone hexacetonide","tm_status_effective_time: ""20170705"" -> ""20180605"""
"8001508","piroxicam","ADDED"
"8001505","phenelzine","ADDED"
"8000916","acetylsalicylic acid and dipyridamole","ADDED"
"8001474","flurbiprofen","ADDED"
"8001533","tetrabenazine","ADDED"
"8001363","cobicistat and darunavir and emtricitabine and tenofovir alafenamide","ADDED"
"8001526","silver sulfadiazine","ADDED"
"8001482","hyoscine","ADDED"
"8001480","glimepiride","ADDED"
"8001519","ropinirole","ADDED"
"8001434","argatroban","ADDED"
"8001281","insulin pork","ADDED"
"8001462","eslicarbazepine","ADDED"
"8001435","asenapine","ADDED"
"8001520","rotigotine","ADDED"
"8001436","atovaquone","ADDED"
"8001318","acetaminophen and chlorpheniramine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20040112"" -> ""20171213"""
"8001468","flunarizine","ADDED"
"8001537","tipiracil and trifluridine","ADDED"
"8001472","flupentixol","ADDED"
"8001447","dacarbazine","ADDED"
"8001448","dantrolene","ADDED"
"8001483","hyprolose","ADDED"
"8001499","mexiletine","ADDED"
"8001430","acitretin","ADDED"
"8001432","apraclonidine","ADDED"
"8001453","droperidol","ADDED"
"8001534","thioguanine","ADDED"
"8001512","promethazine","ADDED"
"8001428","acetazolamide","ADDED"
"8001295","nicotinamide","ADDED"
"8001486","ivermectin","ADDED"
"8001516","pyridostigmine","ADDED"
"8001503","periciazine","ADDED"
"8001540","trihexyphenidyl","ADDED"
"8001450","dienogest","ADDED"
"8001547","zuclopenthixol","ADDED"
"8001510","porfimer","ADDED"
"8001445","clomiphene","ADDED"
"8001440","benralizumab","ADDED"
"8001464","etodolac","ADDED"
"8001451","diflunisal","ADDED"
"8001458","entacapone","ADDED"
"8001443","cefixime","ADDED"
"8001535","tiaprofenic acid","ADDED"
"8001539","trifluridine","ADDED"
"8001542","tropicamide","ADDED"
"8001538","tranylcypromine","ADDED"
"8001438","azelastine and fluticasone","ADDED"
"8001144","apomorphine","ADDED"
"8001449","desipramine","ADDED"
"8001269","fludrocortisone","ADDED"
"8001501","pemetrexed","ADDED"
"8001524","selegiline","ADDED"
