drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"9823","active","active","00846503","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"18742","active","active","02148382","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"18747","active","active","02148390","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"18749","active","active","02148544","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"18751","active","active","02148528","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"18862","active","active","02148358","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"19716","active","active","02190915","CHEPLAPHARM ARZNEIMITTEL GMBH","ASTRAZENECA CANADA INC"
"35783","active","active","02194031","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"35784","active","active","02194058","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"35785","active","active","02194066","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"45065","active","active","00877220","NEW ERIE SCIENTIFIC LLC","NEW ERIE SCIENTIFIC, LLC"
"80408","active","active","02318601","AURO PHARMA INC","AUROBINDO PHARMA LIMITED (UNIT III)"
"82603","active","active","02340445","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"88038","active","active","02395274","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88039","active","active","02395282","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88040","active","active","02395290","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88042","active","active","02395312","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88459","active","active","02399733","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"89525","active","active","02410583","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"92553","active","active","02441160","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"96231","active","active","02472953","ELANCO CANADA LIMITED","BAYER INC., ANIMAL HEALTH"
"96974","active","active","02479036","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"96975","active","active","02479044","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"96976","active","active","02479052","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"96978","active","active","02479079","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"96980","active","active","02479095","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"98432","active","active","02494299","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"98770","active","active","02497905","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"98781","active","active","02498006","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"98916","active","active","02499444","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"61189","approved","inactive","02237830","APOTEX INC","NU-PHARM INC"
"61453","approved","inactive","02238069","APOTEX INC","NU-PHARM INC"
"69774","inactive","inactive","02245674","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"69775","inactive","inactive","02245675","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"72682","inactive","inactive","02248340","NEW ERIE SCIENTIFIC LLC","NEW ERIE SCIENTIFIC, LLC"
"72752","inactive","inactive","02248406","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"72757","inactive","inactive","02248407","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"76267","inactive","inactive","02277018","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"76268","inactive","inactive","02277026","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"76269","inactive","inactive","02277034","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"76552","inactive","inactive","02279940","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"76576","inactive","inactive","02280086","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"79813","inactive","inactive","02312603","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"82620","inactive","inactive","02340623","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"82706","inactive","inactive","02341557","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"82707","inactive","inactive","02341565","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"85368","inactive","inactive","02368692","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"85379","inactive","inactive","02368811","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"87217","inactive","inactive","02386593","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"87218","inactive","inactive","02386607","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
"87219","inactive","inactive","02386615","APOLLO HEALTH AND BEAUTY CARE","APOLLO HEALTH AND BEAUTY CARE INC."
