drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99702","65","SUBCUTANEOUS","ADDED","02507668"
"99778","49","INTRAVENOUS","ADDED","02508419"
"99769","2","DISINFECTANT (Barn)","ADDED","02508311"
"99256","104","TOPICAL (HOUSEHOLD)","ADDED","02503050"
"99765","56","ORAL","ADDED","02508265"
"99761","105","TOPICAL (COMMERCIAL)","ADDED","02508222"
"99223","65","SUBCUTANEOUS","ADDED","02502682"
"99716","56","ORAL","ADDED","02507765"
"99817","56","ORAL","ADDED","02508842"
"99382","93","DISINFECTANT (Domestic)","ADDED","02504391"
"99812","70","TOPICAL","ADDED","02508788"
"99397","56","ORAL","ADDED","02504553"
"99701","8","DISINFECTANT (Food Premises)","ADDED","02507641"
"99770","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02508338"
"99460","65","SUBCUTANEOUS","ADDED","02505258"
"99789","56","ORAL","ADDED","02508532"
"99758","104","TOPICAL (HOUSEHOLD)","ADDED","02508206"
"99784","56","ORAL","ADDED","02508486"
"99672","56","ORAL","ADDED","02507315"
"99788","56","ORAL","ADDED","02508524"
"99771","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02508346"
"99685","104","TOPICAL (HOUSEHOLD)","ADDED","02507463"
"99814","56","ORAL","ADDED","02508818"
"99374","93","DISINFECTANT (Domestic)","ADDED","02504316"
"99795","56","ORAL","ADDED","02508591"
"99745","56","ORAL","ADDED","02508095"
"99793","56","ORAL","ADDED","02508575"
"99222","65","SUBCUTANEOUS","ADDED","02502674"
"99816","56","ORAL","ADDED","02508834"
"99829","70","TOPICAL","ADDED","02508974"
"99231","70","TOPICAL","ADDED","02502763"
"99776","56","ORAL","ADDED","02508397"
"99825","56","ORAL","ADDED","02508923"
"99770","93","DISINFECTANT (Domestic)","ADDED","02508338"
"99238","105","TOPICAL (COMMERCIAL)","ADDED","02502852"
"99824","56","ORAL","ADDED","02508915"
"99701","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507641"
"99737","56","ORAL","ADDED","02508001"
"99398","56","ORAL","ADDED","02504561"
"99804","56","ORAL","ADDED","02508699"
"99781","56","ORAL","ADDED","02508443"
"99778","65","SUBCUTANEOUS","ADDED","02508419"
"99780","56","ORAL","ADDED","02508435"
"99688","65","SUBCUTANEOUS","ADDED","02507501"
"99771","93","DISINFECTANT (Domestic)","ADDED","02508346"
"99792","56","ORAL","ADDED","02508567"
"99374","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02504316"
"99819","56","ORAL","ADDED","02508869"
"99815","56","ORAL","ADDED","02508826"
"99769","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02508311"
"99794","56","ORAL","ADDED","02508583"
"99744","56","ORAL","ADDED","02508087"
"99806","56","ORAL","ADDED","02508710"
"99763","56","ORAL","ADDED","02508249"
"99197","65","SUBCUTANEOUS","ADDED","02502399"
