drug_code,drug_identification_number,current_brand_name,previous_brand_name
"10294","00441643","APO-IBUPROFEN","APO-IBUPROFEN TAB 200MG"
"10875","00757691","PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT","PDP-DIPHENHYDRAMINE"
"13998","01977563","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP","TRIAMCINOLONE ACETONIDE SUSPENSION"
"18742","02148382","MINIMS CYCLOPENTOLATE HYDROCHLORIDE","MINIMS CYCLOPENTOLATE HYDROCHLORIDE 1%"
"18747","02148390","MINIMS FLUORESCEIN SODIUM","MINIMS FLUORESCEIN SODIUM 2%"
"18749","02148544","MINIMS TETRACAINE HYDROCHLORIDE","MINIMS TETRACAINE HYDROCHLORIDE 1%"
"18751","02148528","MINIMS TETRACAINE HYDROCHLORIDE","MINIMS TETRACAINE HYDROCHLORIDE 0.5%"
"18862","02148358","MINIMS ATROPINE SULPHATE","MINIMS ATROPINE SULPHATE 1%"
"19716","02190915","LOSEC","LOSEC 20 MG"
"46885","01914022","UROCIT-K","UROCIT K"
"5432","00506052","APO-IBUPROFEN","APO IBUPROFEN TAB 400MG"
"75453","02269139","JAMP-ASA CHEW","ACETYLSALICYLIC ACID 80 MG CHEWABLE TABLETS"
"80085","02315300","RIVA-METOPROLOL-L","RIVA-METOPROLOL L"
"80086","02315319","RIVA-METOPROLOL-L","RIVA-METOPROLOL L"
"80087","02315327","RIVA-METOPROLOL-L","RIVA-METOPROLOL L"
"90417","02419556","ACH-AMLODIPINE","AMLODIPINE BESYLATE TABLETS USP"
"90418","02419564","ACH-AMLODIPINE","AMLODIPINE BESYLATE TABLETS USP"
"90419","02419572","ACH-AMLODIPINE","AMLODIPINE BESYLATE TABLETS USP"
"9823","00846503","LOSEC","LOSEC CAPSULES 20MG"
"61189","02237830","VALPROIC ACID","NU-VALPROIC"
"61453","02238069","VALPROIC ACID ORAL SOLUTION","NU-VALPROIC SYRUP"
"1695","00271489","PHENAZO","PHENAZO 100MG"
"19307","02148331","MINIMS CYCLOPENTOLATE HYDROCHLORIDE","MINIMS CYCLOPENTOLATE HYDROCHLORIDE 0.5%"
"3329","00454583","PHENAZO","PHENAZO 200MG"
"5433","00441651","APO-IBUPROFEN","APO IBUPROFEN TAB 300MG"
"90610","02421488","LEVODOPA-CARBIDOPA CR","PMS-LEVOCARB CR"
"90611","02421496","LEVODOPA-CARBIDOPA CR","PMS-LEVOCARB CR"
"90796","02423227","AMIODARONE HYDROCHLORIDE FOR INJECTION","JAMP-AMIODARONE"
