drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"99804","85","TABLET","ADDED","02508699"
"99398","85","TABLET","ADDED","02504561"
"99789","5","CAPSULE","ADDED","02508532"
"99784","5","CAPSULE","ADDED","02508486"
"99788","5","CAPSULE","ADDED","02508524"
"99829","134","SOLUTION","ADDED","02508974"
"99759","32","KIT","ADDED","02508214"
"99699","134","SOLUTION","ADDED","02507625"
"99772","134","SOLUTION","ADDED","02508354"
"99808","134","SOLUTION","ADDED","02508737"
"99795","5","CAPSULE","ADDED","02508591"
"99701","85","TABLET","ADDED","02507641"
"48977","126","POWDER FOR SUSPENSION","REMOVED","02230245"
"99776","85","TABLET","ADDED","02508397"
"99722","126","POWDER FOR SUSPENSION","ADDED","02507846"
"99374","105","WIPE","ADDED","02504316"
"99720","134","SOLUTION","ADDED","02507811"
"99223","134","SOLUTION","ADDED","02502682"
"99811","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02508761"
"18747","134","SOLUTION","REMOVED","02148390"
"99792","5","CAPSULE","ADDED","02508567"
"99672","85","TABLET","ADDED","02507315"
"99820","5","CAPSULE","ADDED","02508877"
"99712","137","CAPSULE (DELAYED RELEASE)","ADDED","02507722"
"99721","126","POWDER FOR SUSPENSION","ADDED","02507838"
"99397","85","TABLET","ADDED","02504553"
"99688","134","SOLUTION","ADDED","02507501"
"99778","134","SOLUTION","ADDED","02508419"
"98347","75","TABLET (EXTENDED-RELEASE)","ADDED","02493462"
"99824","56","POWDER FOR SOLUTION","ADDED","02508915"
"18747","12","DROPS","ADDED","02148390"
"99715","85","TABLET","ADDED","02507757"
"99765","85","TABLET","ADDED","02508265"
"99460","134","SOLUTION","ADDED","02505258"
"99786","5","CAPSULE","ADDED","02508508"
"99828","85","TABLET","ADDED","02508966"
"99817","5","CAPSULE","ADDED","02508842"
"99716","137","CAPSULE (DELAYED RELEASE)","ADDED","02507765"
"99755","134","SOLUTION","ADDED","02508168"
"99222","134","SOLUTION","ADDED","02502674"
"99231","59","SHAMPOO","ADDED","02502763"
"99255","134","SOLUTION","ADDED","02503042"
"99723","134","SOLUTION","ADDED","02507854"
"99790","5","CAPSULE","ADDED","02508540"
"98214","134","SOLUTION","ADDED","02492156"
"99746","85","TABLET","ADDED","02508109"
"99822","85","TABLET","ADDED","02508893"
"99689","134","SOLUTION","ADDED","02507528"
"99673","85","TABLET","ADDED","02507323"
"99694","134","SOLUTION","ADDED","02507579"
"99774","134","SOLUTION","ADDED","02508370"
"99714","85","TABLET","ADDED","02507749"
"99695","134","SOLUTION","ADDED","02507587"
"99702","126","POWDER FOR SUSPENSION","ADDED","02507668"
"99779","85","TABLET","ADDED","02508427"
"99783","85","TABLET","ADDED","02508478"
"99719","85","TABLET","ADDED","02507803"
"99813","85","TABLET","ADDED","02508796"
"99238","134","SOLUTION","ADDED","02502852"
"99827","85","TABLET","ADDED","02508958"
"99198","134","SOLUTION","ADDED","02502402"
"99771","134","SOLUTION","ADDED","02508346"
"99215","134","SOLUTION","ADDED","02502666"
"99782","85","TABLET","ADDED","02508451"
"99837","85","TABLET","ADDED","02509059"
"99738","85","TABLET","ADDED","02508028"
"99680","134","SOLUTION","ADDED","02507404"
"99785","5","CAPSULE","ADDED","02508494"
"99718","85","TABLET","ADDED","02507781"
"99791","5","CAPSULE","ADDED","02508559"
"99826","85","TABLET","ADDED","02508931"
"99759","56","POWDER FOR SOLUTION","ADDED","02508214"
"99818","5","CAPSULE","ADDED","02508850"
"99691","134","SOLUTION","ADDED","02507544"
"99227","59","SHAMPOO","ADDED","02502720"
"99768","85","TABLET","ADDED","02508303"
"99721","32","KIT","ADDED","02507838"
"99197","134","SOLUTION","ADDED","02502399"
"99256","134","SOLUTION","ADDED","02503050"
"99771","98","SPRAY","ADDED","02508346"
"99823","85","TABLET","ADDED","02508907"
"99807","85","TABLET","ADDED","02508729"
"99773","85","TABLET","ADDED","02508362"
"99769","105","WIPE","ADDED","02508311"
"99805","85","TABLET","ADDED","02508702"
"99764","85","TABLET","ADDED","02508257"
"75453","85","TABLET","REMOVED","02269139"
"99819","5","CAPSULE","ADDED","02508869"
"99754","134","SOLUTION","ADDED","02508176"
"99815","5","CAPSULE","ADDED","02508826"
"99717","85","TABLET","ADDED","02507773"
"99794","5","CAPSULE","ADDED","02508583"
"99692","134","SOLUTION","ADDED","02507552"
"99693","134","SOLUTION","ADDED","02507560"
"99196","134","SOLUTION","ADDED","02502380"
"48978","157","GRANULES FOR SUSPENSION","ADDED","02230246"
"99766","85","TABLET","ADDED","02508273"
"75453","151","TABLET (CHEWABLE)","ADDED","02269139"
"99674","85","TABLET","ADDED","02507331"
"99767","85","TABLET","ADDED","02508281"
"99722","32","KIT","ADDED","02507846"
"99761","134","SOLUTION","ADDED","02508222"
"99399","85","TABLET","ADDED","02504588"
"99787","5","CAPSULE","ADDED","02508516"
"99770","164","SPRAY, BAG-ON-VALVE","ADDED","02508338"
"99685","134","SOLUTION","ADDED","02507463"
"99763","85","TABLET","ADDED","02508249"
"99690","134","SOLUTION","ADDED","02507536"
"99806","85","TABLET","ADDED","02508710"
"48977","157","GRANULES FOR SUSPENSION","ADDED","02230245"
"99758","114","GEL","ADDED","02508206"
"99382","98","SPRAY","ADDED","02504391"
"99744","85","TABLET","ADDED","02508087"
"98215","134","SOLUTION","ADDED","02492164"
"99812","9","CREAM","ADDED","02508788"
"98348","75","TABLET (EXTENDED-RELEASE)","ADDED","02493470"
"99781","85","TABLET","ADDED","02508443"
"99737","85","TABLET","ADDED","02508001"
"61453","134","SOLUTION","ADDED","02238069"
"99780","85","TABLET","ADDED","02508435"
"99814","5","CAPSULE","ADDED","02508818"
"99793","5","CAPSULE","ADDED","02508575"
"99809","114","GEL","ADDED","02508745"
"99825","85","TABLET","ADDED","02508923"
"61453","82","SYRUP","REMOVED","02238069"
"99816","5","CAPSULE","ADDED","02508834"
"99745","85","TABLET","ADDED","02508095"
"48978","126","POWDER FOR SUSPENSION","REMOVED","02230246"
