drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"72576","active","active","02248239","TOLMAR INTERNATIONAL LTD.	","SANOFI-AVENTIS CANADA INC"
"72577","active","active","02248240","TOLMAR INTERNATIONAL LTD.	","SANOFI-AVENTIS CANADA INC"
"73384","active","active","02248999","TOLMAR INTERNATIONAL LTD.	","SANOFI-AVENTIS CANADA INC"
"75346","active","active","02268078","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"75428","active","active","02268892","TOLMAR INTERNATIONAL LTD.	","SANOFI-AVENTIS CANADA INC"
"81386","active","active","02328348","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"81388","active","active","02328364","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"81389","active","active","02328372","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"81383","active","active","02328305","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"81384","active","active","02328313","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"81385","active","active","02328321","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"88210","active","active","02397102","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"88211","active","active","02397110","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"88212","active","active","02397129","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"1705","inactive","inactive","00270644","ASPEN PHARMACARE CANADA INC.","GLAXOSMITHKLINE INC"
"18350","approved","inactive","02163772","APOTEX INC","NU-PHARM INC"
"19817","approved","inactive","02200996","APOTEX INC","NU-PHARM INC"
"60898","inactive","inactive","02237560","APOTEX INC","NU-PHARM INC"
"88209","dormant","dormant","02397099","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"89455","dormant","dormant","02409895","JAMP PHARMA CORPORATION","GENERIC MEDICAL PARTNERS INC"
"91336","dormant","dormant","02428911","JAMP PHARMA CORPORATION","GENERIC MEDICAL PARTNERS INC"
"91337","dormant","dormant","02428938","JAMP PHARMA CORPORATION","GENERIC MEDICAL PARTNERS INC"
"61803","approved","approved","02238390","ARXADA, LLC","LONZA LLC"
"62801","approved","approved","02239332","ARXADA, LLC","LONZA LLC"
"66132","approved","approved","02242420","ARXADA, LLC","LONZA LLC"
"70160","approved","approved","02246031","ARXADA, LLC","LONZA LLC"
"70173","approved","approved","02246042","ARXADA, LLC","LONZA LLC"
"71710","approved","approved","02247462","ARXADA, LLC","LONZA LLC"
"71711","approved","approved","02247463","ARXADA, LLC","LONZA LLC"
"71712","approved","approved","02247464","ARXADA, LLC","LONZA LLC"
"90778","approved","approved","02423057","ALEMBIC PHARMACEUTICALS LIMITED","MARCAN PHARMACEUTICALS INC"
"90779","approved","approved","02423065","ALEMBIC PHARMACEUTICALS LIMITED","MARCAN PHARMACEUTICALS INC"
"89454","approved","approved","02409887","JAMP PHARMA CORPORATION","GENERIC MEDICAL PARTNERS INC"
