tm_code,tm_formal_name,changes
"8001069","oxtriphylline","DELETED"
"8001213","loperamide","ADDED"
"8001036","conjugated estrogens and medroxyprogesterone","DELETED"
"8001203","famciclovir","ADDED"
"8001164","abacavir and lamivudine","ADDED"
"8001035","acetaminophen and guaifenesin and phenylephrine","DELETED"
"8001232","spiramycin","ADDED"
"8000021","conjugated estrogens","tm_status_effective_time: ""19631231"" -> ""19941231"""
"8001207","inosine pranobex","ADDED"
"8000836","prazosin","tm_status_effective_time: ""19831231"" -> ""19901231"""
"8001231","simeprevir","ADDED"
"8001230","saquinavir","ADDED"
"8001220","ombitasvir and paritaprevir and ritonavir","ADDED"
"8000870","acetylsalicylic acid and caffeine","tm_status_effective_time: ""19931231"" -> ""20110105"""
"8001166","acetaminophen and diphenhydramine","ADDED"
"8001188","diphenhydramine and ibuprofen","ADDED"
"8001162","abacavir","ADDED"
"8001150","metformin and rosiglitazone","DELETED"
"8000115","glyburide","tm_status_effective_time: ""19861231"" -> ""19911231"""
"8001192","efavirenz","ADDED"
"8001197","emtricitabine and tenofovir alafenamide","ADDED"
"8001202","etravirine","ADDED"
"8001228","rilpivirine","ADDED"
"8001191","dolutegravir","ADDED"
"8001208","itraconazole","ADDED"
"8001229","ritonavir","ADDED"
"8001218","nevirapine","ADDED"
"8001227","rifampin","ADDED"
"8001189","diphenhydramine and naproxen","ADDED"
"8001173","betamethasone valerate and gentamicin","ADDED"
"8001179","ceftazidime","ADDED"
"8001216","micafungin","ADDED"
"8001159","triamcinolone diacetate","DELETED"
"8001205","ganciclovir","ADDED"
"8001206","gentamicin","ADDED"
"8001223","pyrazinamide","ADDED"
"8000127","fentanyl","tm_status_effective_time: ""19891231"" -> ""20000210"""
"8001209","ketoconazole","ADDED"
"8001163","abacavir and dolutegravir and lamivudine","ADDED"
"8001226","rifabutin","ADDED"
"8000814","metronidazole and nystatin","tm_status_effective_time: ""19761231"" -> ""19791231"""
"8001194","elbasvir and grazoprevir","ADDED"
"8001211","lamivudine and zidovudine","ADDED"
"8000793","triamcinolone hexacetonide","DELETED"
"8001180","ceftriaxone","ADDED"
"8001183","dapsone","ADDED"
"8001196","emtricitabine and rilpivirine and tenofovir disoproxil","ADDED"
"8001165","abacavir and lamivudine and zidovudine","ADDED"
"8001240","zidovudine","ADDED"
"8001210","lamivudine","ADDED"
"8000084","haloperidol","tm_status_effective_time: ""19801231"" -> ""19841231"""
"8001212","ledipasvir and sofosbuvir","ADDED"
"8001042","hydrochlorothiazide and methyldopa","DELETED"
"8001217","nelfinavir","ADDED"
"8001030","framycetin","DELETED"
"8001169","amikacin","ADDED"
"8000221","valproic acid","tm_status_effective_time: ""19951231"" -> ""19961213"""
"8001187","diphenhydramine","ADDED"
"8001094","theophylline","tm_status_effective_time: ""19791231"" -> ""19851231"""
"8000396","galantamine","tm_status_effective_time: ""20050429"" -> ""20101112"""
"8001178","cefoxitin","ADDED"
"8001033","doxylamine","DELETED"
"8001204","fosamprenavir","ADDED"
"8001236","tenofovir alafenamide","ADDED"
"8001237","tenofovir disoproxil","ADDED"
"8001198","emtricitabine and tenofovir disoproxil","ADDED"
"8001219","norfloxacin","ADDED"
"8000173","fluticasone","tm_status_effective_time: ""19930312"" -> ""19980402"""
"8001167","acetaminophen and diphenhydramine and phenylephrine","ADDED"
"8001239","tipranavir","ADDED"
"8000315","bimatoprost","tm_status_effective_time: ""20020524"" -> ""20090616"""
"8001177","cefotaxime","ADDED"
"8000064","penicillin v","tm_status_effective_time: ""19771231"" -> ""19851231"""
"8001195","emtricitabine and rilpivirine and tenofovir alafenamide","ADDED"
"8001201","ethambutol","ADDED"
"8001238","tigecycline","ADDED"
"8000037","erythromycin","tm_status_effective_time: ""19701231"" -> ""19731231"""
"8001176","cefepime","ADDED"
"8000135","clonidine","tm_status_effective_time: ""19901231"" -> ""19931231"""
"8001214","maraviroc","ADDED"
"8001193","efavirenz and emtricitabine and tenofovir disoproxil","ADDED"
"8001184","daptomycin","ADDED"
"8001171","atazanavir","ADDED"
"8001113","irinotecan","tm_status_effective_time: ""19970827"" -> ""20060201"""
"8000086","propranolol","tm_status_effective_time: ""19801231"" -> ""19811231"""
"8001172","aztreonam","ADDED"
"8001174","caspofungin","ADDED"
"8001154","peramivir","DELETED"
"8001175","cefazolin","ADDED"
"8001185","darunavir","ADDED"
"8000130","metoclopramide","tm_status_effective_time: ""19891231"" -> ""19951231"""
"8000046","allopurinol","tm_status_effective_time: ""19741231"" -> ""19811231"""
"8001221","penicillin g benzathine","ADDED"
"8001234","streptomycin","ADDED"
"8001200","ertapenem","ADDED"
"8001146","sulfamethoxazole","DELETED"
"8001186","didanosine","ADDED"
"8001182","daclatasvir","ADDED"
"8001168","adefovir","ADDED"
"8001170","anidulafungin","ADDED"
"8000091","flurazepam","tm_status_effective_time: ""19811231"" -> ""19821231"""
"8000137","dexamethasone sodium phosphate","DELETED"
"8001225","raltitrexed","ADDED"
"8001215","meropenem","ADDED"
"8001181","colistin","ADDED"
"8001233","stavudine","ADDED"
"8000796","benzalkonium","tm_status_effective_time: ""19511231"" -> ""19801104"""
"8000183","mesalazine","tm_status_effective_time: ""19921231"" -> ""19931231"""
"8001235","telavancin","ADDED"
"8001190","diphenhydramine and phenylephrine","ADDED"
"8001222","piperacillin","ADDED"
"8000024","amitriptyline","tm_status_effective_time: ""19651231"" -> ""19751231"""
"8001199","entecavir","ADDED"
"8001224","raltegravir","ADDED"
