drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"101162","85","TABLET","ADDED","02522500"
"101089","134","SOLUTION","ADDED","02521687"
"101157","79","SUSPENSION","ADDED","02522454"
"101105","5","CAPSULE","ADDED","02521865"
"100520","36","LOTION","ADDED","02515806"
"101108","56","POWDER FOR SOLUTION","ADDED","02521903"
"101171","134","SOLUTION","ADDED","02522608"
"101131","134","SOLUTION","ADDED","02522160"
"100593","105","WIPE","ADDED","02516594"
"89152","98","SPRAY","ADDED","02406845"
"101184","134","SOLUTION","ADDED","02522748"
"101169","134","SOLUTION","ADDED","02522586"
"101132","134","SOLUTION","ADDED","02522179"
"101141","134","SOLUTION","ADDED","02522268"
"101024","134","SOLUTION","ADDED","02521008"
"101111","85","TABLET","ADDED","02521946"
"101136","75","TABLET (EXTENDED-RELEASE)","ADDED","02522217"
"101168","134","SOLUTION","ADDED","02522578"
"101192","85","TABLET","ADDED","02522802"
"101167","134","SOLUTION","ADDED","02522551"
"101170","134","SOLUTION","ADDED","02522594"
"101155","134","SOLUTION","ADDED","02522438"
"101158","53","GRANULES","ADDED","02522470"
"101173","134","SOLUTION","ADDED","02522624"
"101139","85","TABLET","ADDED","02522284"
"101144","43","OINTMENT","ADDED","02522306"
"101160","85","TABLET","ADDED","02522489"
"100504","134","SOLUTION","ADDED","02515652"
"101102","5","CAPSULE","ADDED","02521830"
"101103","5","CAPSULE","ADDED","02521849"
"99442","114","GEL","ADDED","02505053"
"101104","5","CAPSULE","ADDED","02521857"
"81995","134","SOLUTION","ADDED","02334275"
"101186","98","SPRAY","ADDED","02522764"
"101109","56","POWDER FOR SOLUTION","ADDED","02521911"
"101110","85","TABLET","ADDED","02521938"
"101127","151","TABLET (CHEWABLE)","ADDED","02522128"
"101186","134","SOLUTION","ADDED","02522764"
"101172","134","SOLUTION","ADDED","02522616"
"101137","75","TABLET (EXTENDED-RELEASE)","ADDED","02522225"
"101114","105","WIPE","ADDED","02521970"
"101100","56","POWDER FOR SOLUTION","ADDED","02521814"
"101119","134","SOLUTION","ADDED","02522020"
"101151","134","SOLUTION","ADDED","02522373"
"101138","126","POWDER FOR SUSPENSION","ADDED","02522233"
"101143","85","TABLET","ADDED","02522292"
"100802","105","WIPE","ADDED","02518724"
"101126","151","TABLET (CHEWABLE)","ADDED","02522101"
"101134","75","TABLET (EXTENDED-RELEASE)","ADDED","02522195"
"100502","56","POWDER FOR SOLUTION","ADDED","02515636"
"101163","85","TABLET","ADDED","02522519"
"81995","34","LIQUID","REMOVED","02334275"
"101129","134","SOLUTION","ADDED","02522144"
"101128","85","TABLET","ADDED","02522136"
"101135","75","TABLET (EXTENDED-RELEASE)","ADDED","02522209"
"101087","134","SOLUTION","ADDED","02521679"
"101130","105","WIPE","ADDED","02522152"
"101106","5","CAPSULE","ADDED","02521873"
"101133","75","TABLET (EXTENDED-RELEASE)","ADDED","02522187"
"101101","5","CAPSULE","ADDED","02521822"
"101142","85","TABLET","ADDED","02522276"
"101164","85","TABLET","ADDED","02522527"
"101023","134","SOLUTION","ADDED","02520990"
