drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101172","3","BUCCAL","ADDED","02522616"
"101169","65","SUBCUTANEOUS","ADDED","02522586"
"101157","22","INTRAMUSCULAR","ADDED","02522454"
"101100","49","INTRAVENOUS","ADDED","02521814"
"101023","65","SUBCUTANEOUS","ADDED","02520990"
"101139","56","ORAL","ADDED","02522284"
"101141","49","INTRAVENOUS","ADDED","02522268"
"101192","56","ORAL","ADDED","02522802"
"101129","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02522144"
"101119","55","OPHTHALMIC","ADDED","02522020"
"101151","55","OPHTHALMIC","ADDED","02522373"
"100520","70","TOPICAL","ADDED","02515806"
"101136","56","ORAL","ADDED","02522217"
"101155","49","INTRAVENOUS","ADDED","02522438"
"100593","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516594"
"101186","94","DISINFECTANT (Institutional/Industrial)","ADDED","02522764"
"101101","56","ORAL","ADDED","02521822"
"101170","65","SUBCUTANEOUS","ADDED","02522594"
"101167","65","SUBCUTANEOUS","ADDED","02522551"
"101105","56","ORAL","ADDED","02521865"
"101164","56","ORAL","ADDED","02522527"
"101024","65","SUBCUTANEOUS","ADDED","02521008"
"101186","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02522764"
"101184","2","DISINFECTANT (Barn)","ADDED","02522748"
"101132","49","INTRAVENOUS","ADDED","02522179"
"101129","8","DISINFECTANT (Food Premises)","ADDED","02522144"
"101131","49","INTRAVENOUS","ADDED","02522160"
"101129","94","DISINFECTANT (Institutional/Industrial)","ADDED","02522144"
"101162","56","ORAL","ADDED","02522500"
"101168","65","SUBCUTANEOUS","ADDED","02522578"
"101023","49","INTRAVENOUS","ADDED","02520990"
"101100","65","SUBCUTANEOUS","ADDED","02521814"
"101142","56","ORAL","ADDED","02522276"
"72572","2","DISINFECTANT (Barn)","ADDED","02248235"
"101158","56","ORAL","ADDED","02522470"
"101114","104","TOPICAL (HOUSEHOLD)","ADDED","02521970"
"100802","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02518724"
"101133","56","ORAL","ADDED","02522187"
"101135","56","ORAL","ADDED","02522209"
"101128","56","ORAL","ADDED","02522136"
"101130","93","DISINFECTANT (Domestic)","ADDED","02522152"
"101173","105","TOPICAL (COMMERCIAL)","ADDED","02522624"
"101108","49","INTRAVENOUS","ADDED","02521903"
"101163","56","ORAL","ADDED","02522519"
"100802","93","DISINFECTANT (Domestic)","ADDED","02518724"
"101184","8","DISINFECTANT (Food Premises)","ADDED","02522748"
"100502","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515636"
"101129","2","DISINFECTANT (Barn)","ADDED","02522144"
"101134","56","ORAL","ADDED","02522195"
"100504","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515652"
"101130","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02522152"
"101184","94","DISINFECTANT (Institutional/Industrial)","ADDED","02522748"
"101138","56","ORAL","ADDED","02522233"
"101106","56","ORAL","ADDED","02521873"
"101126","56","ORAL","ADDED","02522101"
"101143","56","ORAL","ADDED","02522292"
"101103","56","ORAL","ADDED","02521849"
"101137","56","ORAL","ADDED","02522225"
"101104","56","ORAL","ADDED","02521857"
"100802","8","DISINFECTANT (Food Premises)","ADDED","02518724"
"101184","93","DISINFECTANT (Domestic)","ADDED","02522748"
"101127","56","ORAL","ADDED","02522128"
"100802","94","DISINFECTANT (Institutional/Industrial)","ADDED","02518724"
"100502","93","DISINFECTANT (Domestic)","ADDED","02515636"
"101087","65","SUBCUTANEOUS","ADDED","02521679"
"101130","94","DISINFECTANT (Institutional/Industrial)","ADDED","02522152"
"100504","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515652"
"101184","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02522748"
"101186","2","DISINFECTANT (Barn)","ADDED","02522764"
"89152","93","DISINFECTANT (Domestic)","ADDED","02406845"
"101110","56","ORAL","ADDED","02521938"
"101144","70","TOPICAL","ADDED","02522306"
"99442","70","TOPICAL","ADDED","02505053"
"100504","8","DISINFECTANT (Food Premises)","ADDED","02515652"
"101130","8","DISINFECTANT (Food Premises)","ADDED","02522152"
"100802","2","DISINFECTANT (Barn)","ADDED","02518724"
"101129","93","DISINFECTANT (Domestic)","ADDED","02522144"
"101160","56","ORAL","ADDED","02522489"
"101024","49","INTRAVENOUS","ADDED","02521008"
"100593","8","DISINFECTANT (Food Premises)","ADDED","02516594"
"101186","8","DISINFECTANT (Food Premises)","ADDED","02522764"
"101089","65","SUBCUTANEOUS","ADDED","02521687"
"101109","49","INTRAVENOUS","ADDED","02521911"
"101171","65","SUBCUTANEOUS","ADDED","02522608"
"101111","56","ORAL","ADDED","02521946"
"101130","2","DISINFECTANT (Barn)","ADDED","02522152"
"101102","56","ORAL","ADDED","02521830"
"100593","93","DISINFECTANT (Domestic)","ADDED","02516594"
