drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"49332","active","active","02230431","PHARMASCIENCE INC","PENDOPHARM DIVISION OF PHARMASCIENCE INC"
"49340","active","active","02230433","PHARMASCIENCE INC","PENDOPHARM DIVISION OF PHARMASCIENCE INC"
"65756","active","active","02242082","MEDTECH PRODUCTS INC","AKORN CONSUMER HEALTH, A DIVISION OF AKORN INC."
"73225","active","active","02248854","MEDTECH PRODUCTS INC","AKORN CONSUMER HEALTH, A DIVISION OF AKORN INC."
"76960","active","active","02284030","APOTEX INC","AA PHARMA INC"
"76961","active","active","02284049","APOTEX INC","AA PHARMA INC"
"79691","active","active","02311348","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"83045","active","active","02344998","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"81731","active","active","02331632","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"85680","active","active","02371669","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"88297","active","active","02398028","SCIENCES DE LA PEAU CRESCITA INC. / CRESCITA SKIN SCIENCES INC.","INTEGA SCIENCES DE LA PEAU / INTEGA SKIN SCIENCES INC"
"91086","active","active","02426269","LABORATOIRE AGUETTANT","BIOSYENT PHARMA INC"
"91087","active","active","02426277","LABORATOIRE AGUETTANT","BIOSYENT PHARMA INC"
"92869","active","active","02443910","ALLERGAN INC","KYTHERA BIOPHARMACEUTICALS, INC."
"95943","active","active","02470462","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"96841","active","active","02477432","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"96842","active","active","02477440","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"91952","active","active","02435241","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"91339","active","active","02428954","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"94412","active","active","02457008","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC.","TELIGENT OU"
"94130","active","active","02454599","LABORATOIRE AGUETTANT","BIOSYENT PHARMA INC"
"95102","active","active","02463113","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"49335","dormant","dormant","02230432","PHARMASCIENCE INC","PENDOPHARM DIVISION OF PHARMASCIENCE INC"
"65856","dormant","dormant","02242177","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"65857","dormant","dormant","02242178","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"76456","dormant","dormant","02279002","WECAN SALES LTD","CAN-VET ANIMAL HEALTH SUPPLIES LTD."
"68682","approved","approved","02244694","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"71442","approved","approved","02247200","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"71443","approved","approved","02247201","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"71444","approved","approved","02247202","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"71445","approved","approved","02247203","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"78354","approved","approved","02298252","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"79119","approved","approved","02305623","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"79120","approved","approved","02305631","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"79121","approved","approved","02305658","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"80808","approved","approved","02322625","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"82499","approved","approved","02339374","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"82500","approved","approved","02339382","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"91088","approved","approved","02426285","LABORATOIRE AGUETTANT","BIOSYENT PHARMA INC"
"85906","approved","approved","02373858","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"85907","approved","approved","02373866","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"85908","approved","approved","02373874","DR. REDDY'S LABORATORIES INC","DR REDDY'S LABORATORIES INC"
"96938","approved","approved","02478609","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"91652","approved","approved","02432072","JAMP PHARMA CORPORATION","MARCAN PHARMACEUTICALS INC"
"91653","approved","approved","02432080","JAMP PHARMA CORPORATION","MARCAN PHARMACEUTICALS INC"
"97497","approved","approved","02484684","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"97498","approved","approved","02484692","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
"100870","approved","approved","02519437","DR. REDDY'S LABORATORIES CANADA INC.","DR REDDY'S LABORATORIES CANADA INC."
"100185","approved","approved","02512572","CAN-VET ANIMAL HEALTH SUPPLIES LTD.","NOR VET SALES INC"
