ntp_code,ntp_formal_name,ntp_fr_description,changes
"185666f8cde4da50977944e72fdab037","lenvatinib (lenvatinib mesylate) 12 mg oral capsule","lenvatinib (mésylate de lenvatinib) 12 mg capsule orale","ADDED"
"212ecf1e150459a059f0e68d1cdf8e13","eftrenonacog alfa 500 unit per vial powder for solution for injection with diluent solution syringe","eftrénonacog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante seringue","ADDED"
"2d59dab0c903503cd622fd37a12d7e00","eftrenonacog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe","eftrénonacog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue","ADDED"
"4d1d7b5dfb2e136a408b2f0874c94a5f","coagulation factor VIII human 810-1200 unit per vial and von Willebrand factor human 1440-3360 unit per vial powder for solution for injection with diluent solution","facteur VIII de coagulation humain 810-1200 unité par fiole et facteur de von Willebrand humain 1440-3360 unité par fiole poudre pour solution injectable avec solution diluante","CHANGED"
"535048d53852f233de6972c2d806497b","sodium zirconium cyclosilicate 10 g per sachet oral suspension","cyclosilicate de zirconium sodique 10 g par sachet suspension orale","ADDED"
"59aa3d7cf0f6ab9d81289ab518dd30e8","hypromellose 3 mg per mL ophthalmic drops","hypromellose 3 mg par mL gouttes ophtalmiques","ADDED"
"630f11395b8fb47baf3c2ef0ae1fecdc","leuprolide acetate 3.75 mg per vial powder for prolonged-release suspension for injection with diluent solution syringe","acétate de leuprolide 3,75 mg par fiole poudre pour suspension injectable à libération prolongée avec solution diluante seringue","ADDED"
"6be648740c482209b6fceac1c9d6167e","hydromorphone hydrochloride 20 mg per 50 mL solution for injection bag","chlorhydrate d'hydromorphone 20 mg par 50 mL solution injectable sac","ADDED"
"6c8ba82f9e74f7e69929c4e5f8d96ead","hydromorphone hydrochloride 40 mg per 100 mL solution for injection bag","chlorhydrate d'hydromorphone 40 mg par 100 mL solution injectable sac","ADDED"
"711ab64edd121e9f88891dc5dedbba23","coagulation factor VIII human 200-300 unit per vial and von Willebrand factor human 360-840 unit per vial powder for solution for injection with diluent solution","facteur VIII de coagulation humain 200-300 unité par fiole et facteur de von Willebrand humain 360-840 unité par fiole poudre pour solution injectable avec solution diluante","CHANGED"
"7623999628085b636bc1cb77229c173e","dinoprostone 0.3 mg per hour vaginal delivery system","dinoprostone 0,3 mg par heure système de diffusion vaginal","CHANGED"
"777fdf4abe32c6c56e3861f0d2eb5b8f","sodium zirconium cyclosilicate 5 g per sachet oral suspension","cyclosilicate de zirconium sodique 5 g par sachet suspension orale","ADDED"
"89da367a2950a2c1959f4364c4b058ad","atezolizumab 840 mg per 14 mL solution for injection vial","atézolizumab 840 mg par 14 mL solution injectable fiole","ADDED"
"9000100","metoprolol tartrate 100 mg oral tablet","tartrate de métoprolol 100 mg comprimé oral","ntp_status_effective_time: ""19771231"" -> ""19841231"""
