mp_code,mp_formal_name,mp_fr_description,changes
"00000809","ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC"""
"00000817","ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC"""
"00365351","VASELINE ORIGINAL PETROLEUM JELLY (white petrolatum 100 % cutaneous ointment) UNILEVER CANADA","VASELINE ORIGINAL PETROLEUM JELLY (pétrolatum blanc 100 % pommade cutanée) UNILEVER CANADA","DELETED"
"00397431","LOPRESOR 100MG (metoprolol tartrate 100 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","LOPRESOR 100MG (tartrate de métoprolol 100 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
"00438898","FORMULE C34 (piperazine 100 mg per mL oral liquid) HERBAGES NATURBEC LTÉE.","FORMULE C34 (pipérazine 100 mg par mL liquide oral) HERBAGES NATURBEC LTÉE.","ADDED"
"00469203","FORMULE L2 (antipyrine 10 mg per mL and sodium salicylate 56 mg per mL oral liquid) HERBAGES NATURBEC LTÉE.","FORMULE L2 (antipyrine 10 mg par mL et salicylate de sodium 56 mg par mL liquide oral) HERBAGES NATURBEC LTÉE.","ADDED"
"00481408","NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) ALCON CANADA INC","NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) ALCON CANADA INC"""
"00493392","RIMSO-50 (dimethyl sulfoxide 50 % intravesical solution 50 mL vial) MYLAN PHARMACEUTICALS ULC","RIMSO-50 (diméthylsulfoxyde 50 % solution intravésicale 50 mL fiole) MYLAN PHARMACEUTICALS ULC","ADDED"
"00644331","PRO-AMOX-250 (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE","PRO-AMOX-250 (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE","Health_Canada_product_name: ""PRO-AMOX-250 ORL SUS 250MG/5ML"" -> ""PRO-AMOX-250""
mp_formal_name: ""PRO-AMOX-250 ORL SUS 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE"" -> ""PRO-AMOX-250 (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE""
mp_fr_description: ""PRO-AMOX-250 ORL SUS 250MG/5ML (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE"" -> ""PRO-AMOX-250 (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE"""
"00691623","BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) BAXTER CORPORATION","BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) BAXTER CORPORATION","ADDED"
