tm_code,tm_formal_name,tm_fr_description,changes
"a206e0524fcc716b9098b6303ec2a59f","sodium zirconium cyclosilicate","cyclosilicate de zirconium sodique","ADDED"
"8002068","piperazine","pipérazine","ADDED"
"879b799423d9bd6f9762b67195697559","sulfacetamide","sulfacétamide","ADDED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","ADDED"
"57425a04b276e5ba16e4c9e513144a96","coagulation factor IX human","facteur IX de coagulation humain","CHANGED"
"8000278","risedronate","risédronate","tm_status_effective_time: ""20100127"" -> ""19990907"""
"8002277","coagulation factor IX human","facteur IX de coagulation humain","CHANGED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","ADDED"
"8001274","heparin","héparine","tm_status_effective_time: ""19871231"" -> ""19841231"""
"8001969","topotecan","topotécan","tm_status_effective_time: ""19970618"" -> ""20120327"""
"cc5bb68e81db17342fa03b6c5a9e2afe","acalabrutinib","acalabrutinib","ADDED"
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","ADDED"
"59ea6f0330ff2fc349c03a2e4e45f4dc","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","ADDED"
"8002118","dimethyl sulfoxide","diméthylsulfoxyde","ADDED"
"8001880","white petrolatum","pétrolatum blanc","tm_status_effective_time: ""19511231"" -> ""20060606"""
"faa06edbd889a55feba17ac70af5df9e","eftrenonacog alfa","eftrénonacog alfa","ADDED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","ADDED"
"6183f5f07101aa75480e8a48bb396215","bacillus calmette-guerin (bcg) strain tice","bacillus calmette-guerin (bcg) strain tice","ADDED"
"8001878","sodium iodide","iodure de sodium","ADDED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","ADDED"
"1da0b19f5689a1b2951b49bc0ff19d7f","galcanezumab","galcanézumab","ADDED"
