drug_code,mp_code,mp_formal_name,mp_fr_description,changes
682,00021261,TEVA-CHLOROQUINE (chloroquine phosphate 250 mg oral tablet) TEVA CANADA LIMITED,TEVA-CHLOROQUINE (phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED,"mp_status_effective_time: ""20201013"" -> ""20210729"""
1103,00221570,CERUMOL (chlorobutanol 5 % and dichlorobenzene 2 % and oil of turpentine 10 % and peanut oil 57 % otic drops) THORNTON & ROSS LTD,CERUMOL (chlorobutanol 5 % et dichlorobenzène 2 % et essence de térébenthine 10 % et huile d'arachide 57 % gouttes otiques) THORNTON & ROSS LTD,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19711231"" -> ""20210713"""
2410,00229296,NOVASEN (acetylsalicylic acid 650 mg gastro-resistant tablet) TEVA CANADA LIMITED,NOVASEN (acide acétylsalicylique 650 mg comprimé gastrorésistant) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19761231"" -> ""20210729"""
3345,00452149,NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED,NOVAMOXIN (amoxicilline (trihydrate d'amoxicilline) 125 mg par 5 mL suspension orale) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19791231"" -> ""20210729"""
3369,00216666,NOVASEN (acetylsalicylic acid 325 mg gastro-resistant tablet) TEVA CANADA LIMITED,NOVASEN (acide acétylsalicylique 325 mg comprimé gastrorésistant) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19761231"" -> ""20210729"""
3725,00253952,SYNACTHEN DEPOT (tetracosactide (tetracosactide zinc hydroxide) 1 mg per 1 mL suspension for injection ampoule) ATNAHS PHARMA UK LIMITED,SYNACTHEN DEPOT (tétracosactide (complexe tétracosactide-hydroxyde de zinc) 1 mg par 1 mL suspension injectable ampoule) ATNAHS PHARMA UK LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19731231"" -> ""20210709"""
4388,00476714,PYRIDIUM 100MG (phenazopyridine hydrochloride 100 mg oral tablet) ERFA CANADA 2012 INC,PYRIDIUM 100MG (chlorhydrate de phénazopyridine 100 mg comprimé oral) ERFA CANADA 2012 INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19811231"" -> ""20210713"""
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
5476,00549703,ACETAMINOPHEN 500 MG TABLETS USP EXTRA STRENGTH (acetaminophen 500 mg oral tablet) CELLCHEM PHARMACEUTICALS INC.,ACETAMINOPHEN 500 MG TABLETS USP EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) CELLCHEM PHARMACEUTICALS INC.,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19831231"" -> ""20210714"""
5599,00607142,ERYC DELAYED-RELEASE CAPSULES (erythromycin 250 mg gastro-resistant capsule) PFIZER CANADA ULC,ERYC DELAYED-RELEASE CAPSULES (érythromycine 250 mg capsule gastrorésistante) PFIZER CANADA ULC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19831231"" -> ""20200407"""
5764,00598208,PODOFILM LIQ 250MG/ML (podophyllin 25 % cutaneous solution) PALADIN LABS INC.,PODOFILM LIQ 250MG/ML (podophylline 25 % solution pour application cutanée) PALADIN LABS INC.,"mp_status_effective_time: ""20200722"" -> ""20210728"""
6320,00629324,NOVO-PROFEN (ibuprofen 200 mg oral tablet) TEVA CANADA LIMITED,NOVO-PROFEN (ibuprofène 200 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20210730"""
6322,00629340,NOVO-PROFEN (ibuprofen 400 mg oral tablet) TEVA CANADA LIMITED,NOVO-PROFEN (ibuprofène 400 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20210730"""
8477,00768820,TEVA-HALOPERIDOL (haloperidol 20 mg oral tablet) TEVA CANADA LIMITED,TEVA-HALOPERIDOL (halopéridol 20 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19881231"" -> ""20210730"""
10860,00600784,ZADITEN (ketotifen (ketotifen fumarate) 1 mg per 5 mL syrup) TEVA CANADA LIMITED,ZADITEN (kétotifène (fumarate de kétotifène) 1 mg par 5 mL sirop) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19901231"" -> ""20210730"""
10986,00870196,TEVA-DOCUSATE SODIUM (docusate sodium 100 mg oral capsule) TEVA CANADA LIMITED,TEVA-DOCUSATE SODIUM (docusate sodique 100 mg capsule orale) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19901231"" -> ""20210730"""
11257,01901869,SANDOZ OPIUM & BELLADONNA (belladonna 15 mg and opium 65 mg suppository) SANDOZ CANADA INCORPORATED,SANDOZ OPIUM & BELLADONNA (belladone 15 mg et opium 65 mg suppositoire) SANDOZ CANADA INCORPORATED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20210720"""
11427,00834300,ACETAZONE FORTE (acetaminophen 300 mg and chlorzoxazone 250 mg oral tablet) TEVA CANADA LIMITED,ACETAZONE FORTE (acétaminophène 300 mg et chlorzoxazone 250 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20180320"""
11521,00870218,DOCUSATE SODIUM (docusate sodium 10 mg per mL oral drops) TEVA CANADA LIMITED,DOCUSATE SODIUM (docusate sodique 10 mg par mL gouttes orales) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20180430"""
11772,00804193,ALLERNIX ELIXIR (diphenhydramine hydrochloride 12.5 mg per 5 mL oral solution) TEVA CANADA LIMITED,"ALLERNIX ELIXIR (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) TEVA CANADA LIMITED","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20210226"""
11805,00893722,"SEROPHENE TAB 50MG (clomiphene citrate 50 mg oral tablet) EMD SERONO, A DIVISION OF EMD INC., CANADA","SEROPHENE TAB 50MG (citrate de clomiphène 50 mg comprimé oral) EMD SERONO, A DIVISION OF EMD INC., CANADA","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19911231"" -> ""20170707"""
