drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
13805,00881635,VOLTAREN RAPIDE (diclofénac potassique 50 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC,diclofénac potassique 50 mg comprimé oral,diclofénac,"mp_fr_description: ""VOLTAREN RAPIDE ̲T̲A̲B̲L̲E̲T̲S̲ ̲5̲0̲M̲G̲ (diclofénac potassique 50 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""VOLTAREN RAPIDE (diclofénac potassique 50 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"""
16636,02103729,"ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 10 mg comprimé oral) SEARCHLIGHT PHARMA INC","hydrochlorothiazide 12,5 mg et lisinopril 10 mg comprimé oral",hydrochlorothiazide et lisinopril,"mp_fr_description: ""ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 10 mg comprimé oral) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A INC"" -> ""ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 10 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A INC"""
16903,02045737,"ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 20 mg comprimé oral) SEARCHLIGHT PHARMA INC","hydrochlorothiazide 12,5 mg et lisinopril 20 mg comprimé oral",hydrochlorothiazide et lisinopril,"mp_fr_description: ""ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 20 mg comprimé oral) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A INC"" -> ""ZESTORETIC (hydrochlorothiazide 12,5 mg et lisinopril 20 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A INC"""
17903,02045729,ZESTORETIC (hydrochlorothiazide 25 mg et lisinopril 20 mg comprimé oral) SEARCHLIGHT PHARMA INC,hydrochlorothiazide 25 mg et lisinopril 20 mg comprimé oral,hydrochlorothiazide et lisinopril,"mp_fr_description: ""ZESTORETIC (hydrochlorothiazide 25 mg et lisinopril 20 mg comprimé oral) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A INC"" -> ""ZESTORETIC (hydrochlorothiazide 25 mg et lisinopril 20 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A INC"""
17905,02039532,TENORMIN (aténolol 50 mg comprimé oral) ASTRAZENECA CANADA INC,aténolol 50 mg comprimé oral,aténolol,"mp_fr_description: ""TENORMIN ̲5̲0̲M̲G̲ (aténolol 50 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""TENORMIN (aténolol 50 mg comprimé oral) ASTRAZENECA CANADA INC"""
17906,02039540,TENORMIN (aténolol 100 mg comprimé oral) ASTRAZENECA CANADA INC,aténolol 100 mg comprimé oral,aténolol,"mp_fr_description: ""TENORMIN ̲1̲0̲0̲M̲G̲ (aténolol 100 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""TENORMIN (aténolol 100 mg comprimé oral) ASTRAZENECA CANADA INC"""
60149,02236859,"AGRYLIN (anagrélide (chlorhydrate d'anagrélide) 0,5 mg capsule orale) TAKEDA CANADA INC","anagrélide (chlorhydrate d'anagrélide) 0,5 mg capsule orale",anagrélide,"mp_fr_description: ""AGRYLIN (anagrélide (chlorhydrate d'anagrélide) 0,5 mg capsule orale) S̲H̲I̲R̲E̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C"" -> ""AGRYLIN (anagrélide (chlorhydrate d'anagrélide) 0,5 mg capsule orale) T̲A̲K̲E̲D̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C"""
66187,02242462,LOSEC MUPS (oméprazole (oméprazole magnésium) 20 mg comprimé gastrorésistant) CHEPLAPHARM ARZNEIMITTEL GMBH,oméprazole (oméprazole magnésium) 20 mg comprimé gastrorésistant,oméprazole,ADDED
66620,02242797,ANUZINC HC PLUS (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) LABORATOIRES CONFAB INC,acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire,hydrocortisone et pramoxine et sulfate de zinc,"mp_fr_description: ""S̲A̲N̲D̲O̲Z̲ ̲ANUZINC HC PLUS̲ ̲S̲U̲P̲P̲O̲S̲I̲T̲O̲R̲I̲E̲S (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) S̲A̲N̲D̲O̲Z̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲O̲R̲P̲O̲R̲A̲T̲E̲D̲"" -> ""ANUZINC HC PLUS (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) L̲A̲B̲O̲R̲A̲T̲O̲I̲R̲E̲S̲ ̲C̲O̲N̲F̲A̲B̲ ̲I̲N̲C̲"""
66621,02242798,ANUZINC HC (acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire) LABORATOIRES CONFAB INC,acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire,hydrocortisone et sulfate de zinc,"mp_fr_description: ""S̲A̲N̲D̲O̲Z̲ ̲ANUZINC HC ̲S̲U̲P̲P̲O̲S̲I̲T̲O̲R̲I̲E̲S̲ (acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire) S̲A̲N̲D̲O̲Z̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲O̲R̲P̲O̲R̲A̲T̲E̲D̲"" -> ""ANUZINC HC (acétate d'hydrocortisone 10 mg et sulfate de zinc 10 mg suppositoire) L̲A̲B̲O̲R̲A̲T̲O̲I̲R̲E̲S̲ ̲C̲O̲N̲F̲A̲B̲ ̲I̲N̲C̲"""
