"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"ethinyl estradiol 0.035 mg and norethindrone 500 mcg oral tablet with lactose oral tablet",TRUE,2,FALSE,1974-12-31,9006450
"ethinyl estradiol 0.03 mg and norethindrone acetate 1.5 mg oral tablet",TRUE,1,FALSE,1974-12-31,9006451
"ethinyl estradiol 0.02 mg and norethindrone acetate 1 mg oral tablet",TRUE,1,FALSE,1975-12-31,9006452
"ethinyl estradiol 0.02 mg and norethindrone acetate 1 mg oral tablet with lactose oral tablet",TRUE,1,FALSE,1975-12-31,9006453
"ethinyl estradiol 0.03 mg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet",TRUE,1,FALSE,1976-12-31,9006454
"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet with lactose oral tablet",TRUE,3,FALSE,1980-12-31,9006455
"ethinyl estradiol 0.035 mg and norethindrone 500 mcg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 750 mcg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablett",TRUE,1,TRUE,1983-12-31,9006456
"ethinyl estradiol 0.035 mg and norethindrone 500 mcg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 750 mcg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet with lactose oral tablet",TRUE,1,TRUE,1983-12-31,9006457
"ethinyl estradiol 0.03 mg and levonorgestrel 0.05 mg oral tablet with ethinyl estradiol 0.04 mg and norgestimate 0.75 mg oral tablet with ethinyl estradiol 0.03 mg and norgestimate 0.125 mg oral tablet",TRUE,1,TRUE,1987-12-31,9006458
"ethinyl estradiol 0.03 mg and levonorgestrel 0.05 mg oral tablet with ethinyl estradiol 0.04 mg and norgestimate 0.75 mg oral tablet with ethinyl estradiol 0.03 mg and norgestimate 0.125 mg oral tablet with lactose oral tablet",TRUE,1,TRUE,1987-12-31,9006459
"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet with lactose oral tablet",TRUE,1,FALSE,1992-12-31,9006460
"vitamin D3 (cholecalciferol) 10000 unit oral tablet",TRUE,4,FALSE,1992-12-31,9006461
"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet with lactose oral tablet",TRUE,5,FALSE,1993-12-31,9006462
"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",TRUE,1,TRUE,1993-12-31,9006463
"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg oral tablet with ethinyl estradiol 0.035 mg and norgestimate 0.215 mg oral tablet with ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet with lactose oral tablet",TRUE,1,TRUE,1993-12-31,9006464
