tm_code,tm_formal_name,changes
"8001411","penicillin G","tm_formal_name: ""penicillin g"" -> ""penicillin G"""
"8002255","dacomitinib","ADDED"
"8002259","isavuconazole","ADDED"
"8002257","enasidenib","ADDED"
"8001221","penicillin G benzathine","tm_formal_name: ""penicillin g benzathine"" -> ""penicillin G benzathine"""
"8002072","polyethylene glycol 3350","ADDED"
"8001659","glycopyrrolate","DELETED"
"8001710","calcium chloride","ADDED"
"8002267","suvorexant","ADDED"
"8000855","benzalkonium and coal tar and salicylic acid","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19911231"" -> ""20190527"""
"8001871","potassium citrate","ADDED"
"8002252","burosumab","ADDED"
"8001797","hydrocortisone and pramoxine","ADDED"
"8000064","penicillin V","tm_formal_name: ""penicillin v"" -> ""penicillin V"""
"8001809","imiquimod","ADDED"
"8002253","cemiplimab","ADDED"
"8002254","cerliponase alfa","ADDED"
"8001826","lanreotide","ADDED"
"8002251","aluminum magnesium hydroxide carbonate and magnesium hydroxide and simethicone","ADDED"
"8002091","aluminum hydroxide and magnesium hydroxide and simethicone","ADDED"
"8002258","inotersen","ADDED"
"8002256","dinutuximab","ADDED"
"8001042","hydrochlorothiazide and methyldopa","tm_status_effective_time: ""20170804"" -> ""20190504"""
"8002260","latanoprostene bunod","ADDED"
"8002261","lorlatinib","ADDED"
