tm_code,tm_formal_name,changes
"8002266","risankizumab","ADDED"
"8001957","tetracosactide","ADDED"
"8001837","lidocaine","ADDED"
"8001782","follitropin alfa and lutropin alfa","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20151022"" -> ""20190704"""
"8001296","nicotinic acid","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19791231"" -> ""20190722"""
"8000829","benzoyl peroxide","ADDED"
"8002271","methimazole","ADDED"
"8001510","porfimer","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19951231"" -> ""20190718"""
"8002265","pralatrexate","ADDED"
"8002270","cetrimide","ADDED"
"8001596","bretylium","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19951231"" -> ""20190725"""
"8001763","epinephrine and prilocaine","ADDED"
"8002103","cetrimide and lidocaine","tm_formal_name: ""cetrimonium and lidocaine"" -> ""cetrimide and lidocaine"""
"8002272","safinamide","ADDED"
"8001849","mepivacaine","ADDED"
"8001640","dyclonine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19970815"" -> ""20190703"""
"8002204","mineral oil heavy","ADDED"
"8001688","teriparatide","ADDED"
"8001453","droperidol","tm_status_effective_time: ""20180801"" -> ""20190801"""
"8002168","alpha tocopherol and retinol","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20170526"" -> ""20190723"""
