ntp_code,ntp_formal_name,ntp_en_description,ntp_fr_description,ntp_status,ntp_status_effective_time,ntp_type
"9013149","gold sodium thiomalate 25 mg per 1 mL solution for injection ampoule","NA","NA","Active","19351231","NA"
"9013150","gold sodium thiomalate 50 mg per 1 mL solution for injection ampoule","NA","NA","Active","19351231","NA"
"9013148","gold sodium thiomalate 10 mg per 1 mL solution for injection ampoule","NA","NA","Active","19351231","NA"
"604c9213cd9366abbbfb83b23b5632d5","chloroxylenol 4.8 % cutaneous solution","NA","NA","Active","19381231","NA"
"9000001","meperidine hydrochloride 50 mg oral tablet","NA","NA","Active","19441231","NA"
"9001495","propylthiouracil 100 mg oral tablet","NA","NA","Active","19451231","NA"
"9001494","primaquine phosphate 26.3 mg oral tablet","NA","NA","Active","19451231","NA"
"9012957","dihydroergotamine mesylate 1 mg per 1 mL solution for injection ampoule","NA","NA","Active","19461231","NA"
"9001497","bismuth dipropylacetate 135 mg suppository","NA","NA","Active","19501231","NA"
"9000002","levothyroxine sodium 50 mcg oral tablet","NA","NA","Active","19511230","NA"
"9001500","bacitracin 50000 unit per 10 mL powder for solution for injection","NA","NA","Active","19511231","NA"
"f4f3a7f4ac46f0bad9d62df28e799c64","papaverine hydrochloride 65 mg per 2 mL solution for injection vial","NA","NA","Active","19511231","NA"
"9001529","thiamazole 5 mg oral tablet","NA","NA","Active","19511231","NA"
"9001536","white petrolatum 100 % cutaneous ointment","NA","NA","Active","19511231","NA"
"9001522","petrolatum 100 % cutaneous ointment","NA","NA","Active","19511231","NA"
"9001534","tropicamide 0.5 % ophthalmic drops","NA","NA","Active","19511231","NA"
"9000005","epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule","NA","NA","Active","19511231","NA"
"9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","NA","NA","Active","19511231","NA"
"9001532","thyroid 30 mg oral tablet","NA","NA","Active","19511231","NA"
"9000003","epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule","NA","NA","Active","19511231","NA"
"9001533","thyroid 60 mg oral tablet","NA","NA","Active","19511231","NA"
"9001524","propylthiouracil 50 mg oral tablet","NA","NA","Active","19511231","NA"
"9001512","dimenhydrinate 15 mg per 5 mL syrup","NA","NA","Active","19511231","NA"
"9001535","water 100 % solution for injection","NA","NA","Active","19511231","NA"
"9001515","lidocaine hydrochloride 20 mg per mL cutaneous gel","NA","NA","Active","19511231","NA"
"9000006","phenytoin sodium 100 mg oral capsule","NA","NA","Active","19511231","NA"
"9001531","thyroid 125 mg oral tablet","NA","NA","Active","19511231","NA"
"9000004","epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray","NA","NA","Active","19511231","NA"
"9001511","dimenhydrinate 100 mg suppository","NA","NA","Active","19511231","NA"
"9001523","potassium chloride 149 mg per mL solution for injection","NA","NA","Active","19511231","NA"
"9000007","phenytoin sodium 30 mg oral capsule","NA","NA","Active","19511231","NA"
"9013026","water 30 mL per 30 mL solution for injection","NA","NA","Active","19521231","NA"
"9013351","succinylcholine chloride 400 mg per 20 mL solution for injection vial","NA","NA","Active","19521231","NA"
"9000008","phenytoin 50 mg oral tablet","NA","NA","Active","19521231","NA"
"9001537","ethopropazine (ethopropazine hydrochloride) 50 mg oral tablet","NA","NA","Active","19521231","NA"
"9013350","succinylcholine chloride 200 mg per 10 mL solution for injection vial","NA","NA","Active","19521231","NA"
"9000009","phenytoin 125 mg per 5 mL oral suspension","NA","NA","Active","19531231","NA"
"9000010","testosterone cypionate 1000 mg per 10 mL solution for injection vial","NA","NA","Active","19531231","NA"
"9001539","crotamiton 10 % cutaneous cream","NA","NA","Active","19531231","NA"
"9012705","dimenhydrinate 50 mg per 1 mL solution for injection vial","NA","NA","Active","19531231","NA"
"9013205","lidocaine hydrochloride 100 mg per 10 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9013210","lidocaine hydrochloride 20 mg per 2 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9013215","lidocaine hydrochloride 40 mg per 2 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9001544","lidocaine 5 % cutaneous ointment","NA","NA","Active","19541231","NA"
"9000011","hydrocortisone 10 mg oral tablet","NA","NA","Active","19541231","NA"
"9013207","lidocaine hydrochloride 100 mg per 5 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9006301","epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection","NA","NA","Active","19541231","NA"
"9001541","busulfan 2 mg oral tablet","NA","NA","Active","19541231","NA"
"9013213","lidocaine hydrochloride 200 mg per 10 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9001549","mercaptopurine 50 mg oral tablet","NA","NA","Active","19541231","NA"
"9000012","hydrocortisone 20 mg oral tablet","NA","NA","Active","19541231","NA"
"9013218","lidocaine hydrochloride 50 mg per 5 mL solution for injection ampoule","NA","NA","Active","19541231","NA"
"9006300","epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 10 mg per mL solution for injection","NA","NA","Active","19541231","NA"
"9000013","testosterone enanthate 1000 mg per 5 mL solution for injection ampoule","NA","NA","Active","19551231","NA"
"9000015","methylphenidate hydrochloride 10 mg oral tablet","NA","NA","Active","19561231","NA"
"9000014","hydroxyzine hydrochloride 10 mg per 5 mL syrup","NA","NA","Active","19561231","NA"
"9001561","spiramycin 750000 unit oral capsule","NA","NA","Active","19571231","NA"
"9001558","phenobarbital 30 mg oral tablet","NA","NA","Active","19571231","NA"
"9001557","phenobarbital 15 mg oral tablet","NA","NA","Active","19571231","NA"
"9001554","clioquinol 3 % and hydrocortisone 1 % cutaneous cream","NA","NA","Active","19571231","NA"
"9001556","phenobarbital 100 mg oral tablet","NA","NA","Active","19571231","NA"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NA","NA","Active","19571231","NA"
"9000018","hydroxychloroquine sulfate 200 mg oral tablet","NA","NA","Active","19571231","NA"
"9000021","warfarin sodium 5 mg oral tablet","NA","NA","Active","19571231","NA"
"9012462","chlorambucil 2 mg oral tablet","NA","NA","Active","19571231","NA"
"9000020","warfarin sodium 1 mg oral tablet","NA","NA","Active","19571231","NA"
"9001559","phenobarbital 60 mg oral tablet","NA","NA","Active","19571231","NA"
"9001552","acenocoumarol 4 mg oral tablet","NA","NA","Active","19571231","NA"
"9001560","spiramycin 1500000 unit oral capsule","NA","NA","Active","19571231","NA"
"9000019","warfarin sodium 10 mg oral tablet","NA","NA","Active","19571231","NA"
"9001563","bisacodyl 10 mg suppository","NA","NA","Active","19581231","NA"
"9012632","hydrocortisone (hydrocortisone sodium succinate) 100 mg powder for solution for injection with diluent solution per vial","NA","NA","Active","19581231","NA"
"9001566","methocarbamol 500 mg oral tablet","NA","NA","Active","19581231","NA"
"9001562","amphotericin b 50 mg per vial powder for solution for injection","NA","NA","Active","19581231","NA"
"9001564","bisacodyl 5 mg gastro-resistant tablet","NA","NA","Active","19581231","NA"
"9012518","methotrimeprazine (methotrimeprazine hydrochloride) 25 mg per 1 mL solution for injection ampoule","NA","NA","Active","19581231","NA"
"9000023","methylphenidate hydrochloride 20 mg oral tablet","NA","NA","Active","19581231","NA"
"9002707","pilocarpine hydrochloride 1 % ophthalmic drops","NA","NA","Active","19591231","NA"
"9001573","trimeprazine (trimeprazine tartrate) 5 mg oral tablet","NA","NA","Active","19591231","NA"
"9002708","pilocarpine hydrochloride 2 % ophthalmic drops","NA","NA","Active","19591231","NA"
"9001569","chloramphenicol (chloramphenicol sodium succinate) 1 g per vial powder for solution for injection","NA","NA","Active","19591231","NA"
"9002709","pilocarpine hydrochloride 4 % ophthalmic drops","NA","NA","Active","19591231","NA"
"9000024","prednisone 5 mg oral tablet","NA","NA","Active","19591231","NA"
"9001572","trimeprazine (trimeprazine tartrate) 2.5 mg oral tablet","NA","NA","Active","19591231","NA"
"9000025","spironolactone 25 mg oral tablet","NA","NA","Active","19591231","NA"
"9001578","methylprednisolone 4 mg oral tablet","NA","NA","Active","19601231","NA"
"9000026","medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial","NA","NA","Active","19601231","NA"
"9001581","tetrahydrozoline hydrochloride 0.05 % ophthalmic drops","NA","NA","Active","19601231","NA"
