tm_code,tm_formal_name,changes
8002007,aloe and benzoin and myroxylon balsamum and storax,DELETED
8002367,ChAdOx1-S (recombinant),"tm_status_effective_time: ""20210303"" -> ""20210401"""
8001659,glycopyrrolate,DELETED
8000124,verapamil,"tm_status_effective_time: ""19881231"" -> ""19891231"""
8002357,mRNA-1273 SARS-CoV-2,DELETED
8002229,iron isomaltoside 1000,DELETED
8001233,stavudine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19960730"" -> ""20200331"""
8001386,guaifenesin and pseudoephedrine,DELETED
8001477,follitropin delta,"tm_status_effective_time: ""20180523"" -> ""20191101"""
8001317,acenocoumarol,"tm_status_effective_time: ""20200722"" -> ""20210902"""
8002353,tozinameran,DELETED
8000975,aliskiren and hydrochlorothiazide,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20091124"" -> ""20200211"""
