drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
613,00023450,DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) BGP PHARMA ULC,phénytoïne 125 mg par 5 mL suspension orale,phénytoïne (base),"mp_fr_description: ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
769,00023442,DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) BGP PHARMA ULC,phénytoïne 30 mg par 5 mL suspension orale,phénytoïne (base),"mp_fr_description: ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
1086,00023698,DILANTIN INFATABS (phénytoïne 50 mg comprimé à croquer) BGP PHARMA ULC,phénytoïne 50 mg comprimé à croquer,phénytoïne (base),"mp_fr_description: ""DILANTIN INFATABS (phénytoïne 50 mg comprimé o̲r̲a̲l̲)̲ ̲U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN INFATABS (phénytoïne 50 mg comprimé à̲ ̲c̲r̲o̲q̲u̲e̲r̲)̲ ̲B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC""
ntp_code: ""9000008"" -> ""9014908""
ntp_fr_description: ""phénytoïne 50 mg comprimé o̲r̲a̲l̲"" -> ""phénytoïne 50 mg comprimé à̲ ̲c̲r̲o̲q̲u̲e̲r̲"""
3088,00392618,MAGNESIUM SULFATE INJECTION USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,sulfate de magnésium 2000 mg par 10 mL solution injectable fiole,sulfate de magnésium,"mp_fr_description: ""MAGNESIUM SULFATE INJ ̲2̲0̲%̲ USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"" -> ""MAGNESIUM SULFATE INJE̲C̲T̲I̲O̲N̲ USP (sulfate de magnésium 2000 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"""
6295,00655740,"APO-LORAZEPAM (lorazépam 0,5 mg comprimé oral) APOTEX INC","lorazépam 0,5 mg comprimé oral",lorazépam,"mp_fr_description: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲0̲.̲5̲M̲G̲ (lorazépam 0,5 mg comprimé oral) APOTEX INC"" -> ""APO-LORAZEPAM (lorazépam 0,5 mg comprimé oral) APOTEX INC"""
6296,00655759,APO-LORAZEPAM (lorazépam 1 mg comprimé oral) APOTEX INC,lorazépam 1 mg comprimé oral,lorazépam,"mp_fr_description: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲1̲M̲G̲ (lorazépam 1 mg comprimé oral) APOTEX INC"" -> ""APO-LORAZEPAM (lorazépam 1 mg comprimé oral) APOTEX INC"""
6297,00655767,APO-LORAZEPAM (lorazépam 2 mg comprimé oral) APOTEX INC,lorazépam 2 mg comprimé oral,lorazépam,"mp_fr_description: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazépam 2 mg comprimé oral) APOTEX INC"" -> ""APO-LORAZEPAM (lorazépam 2 mg comprimé oral) APOTEX INC"""
8119,00711306,"PHOSPHATE DE POTASSIUM MONOBASIC INJ (phosphore (phosphate de potassium monobasique) 12,9 mmol par 10 mL et potassium (phosphate de potassium monobasique) 12,9 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED","phosphore (phosphate de potassium monobasique) 12,9 mmol par 10 mL et potassium (phosphate de potassium monobasique) 12,9 mmol par 10 mL solution injectable fiole",phosphate de potassium monobasique,"mp_fr_description: ""PHOSPHATE DE POTASSIUM MONOBASIC INJ ̲1̲7̲6̲M̲G̲/̲M̲L̲ (phosphore (phosphate de potassium monobasique) 12,9 mmol par 10 mL et potassium (phosphate de potassium monobasique) 12,9 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"" -> ""PHOSPHATE DE POTASSIUM MONOBASIC INJ (phosphore (phosphate de potassium monobasique) 12,9 mmol par 10 mL et potassium (phosphate de potassium monobasique) 12,9 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"""
10706,00778869,NITROJECT (nitroglycérine 50 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,nitroglycérine 50 mg par 10 mL solution injectable fiole,nitroglycérine,"mp_fr_description: ""NITROJECT ̲I̲N̲J̲ ̲5̲M̲G̲/̲M̲L̲ (nitroglycérine 50 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"" -> ""NITROJECT (nitroglycérine 50 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED"""
12662,01962817,ZOLOFT (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) BGP PHARMA ULC,sertraline (chlorhydrate de sertraline) 50 mg capsule orale,sertraline,"mp_fr_description: ""ZOLOFT (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""ZOLOFT (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
