drug_code,mp_code,mp_formal_name,changes
7367,00727695,LUPRON (leuprolide acetate 5 mg per mL solution for injection 2.8 mL vial) ABBVIE CORPORATION,DELETED
63894,02240352,INTEGRILIN (eptifibatide 20 mg per 10 mL solution for injection vial) MERCK CANADA INC,DELETED
67904,02243961,DITROPAN XL (oxybutynin chloride 10 mg prolonged-release oral tablet) JANSSEN INC,DELETED
70176,02246045,SUSTIVA TABLETS (efavirenz 600 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA,DELETED
75484,02269465,ARICEPT RDT (donepezil hydrochloride 10 mg orodispersible tablet) PFIZER CANADA ULC,DELETED
76949,02283913,VICKS DAYQUIL COUGH (dextromethorphan hydrobromide 5 mg per 5 mL syrup) PROCTER & GAMBLE INC,DELETED
81814,02332477,AURALGAN (antipyrine 54 mg per mL and benzocaine 14 mg per mL otic drops) PALADIN LABS INC.,DELETED
83796,02352702,EXTRA STRENGTH DIAPER RASH OINTMENT (white petrolatum 38 % and zinc oxide 40 % cutaneous ointment) CRLS,DELETED
93057,02445344,PRIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) PHARMAPAR INC,DELETED
93740,02451131,ZEPATIER (elbasvir 50 mg and grazoprevir 100 mg oral tablet) MERCK CANADA INC,DELETED
94707,02459752,GLYXAMBI (empagliflozin 10 mg and linagliptin 5 mg oral tablet) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,DELETED
