drug_code,mp_code,mp_formal_name,changes
2701,00363766,APO DIMENHYDRINATE TAB 50MG (dimenhydrinate 50 mg oral tablet) APOTEX INC,DELETED
3011,00394394,DEHYDRATED ALCOHOL INJECTION USP (alcohol anhydrous 100 % solution for injection) FLON LABORATOIRES INC,DELETED
3089,00417270,VISKEN (pindolol 5 mg oral tablet) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKEN (pindolol 5 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 5 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
3091,00443174,VISKEN (pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKEN (pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
3546,00469203,FORMULE L2 (antipyrine 10 mg per mL and sodium salicylate 56 mg per mL oral liquid) HERBAGES NATURBEC LTÉE.,DELETED
4610,00510645,TEVA-TRIMEL DS (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) TEVA CANADA LIMITED,DELETED
4611,00510637,TEVA-TRIMEL (sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet) TEVA CANADA LIMITED,DELETED
4896,00510696,ENTERIC COATED ASA TABLETS 325MG (acetylsalicylic acid 325 mg gastro-resistant tablet) APOTEX INC,DELETED
4897,00472476,ENTERIC COATED ASA TABLETS 650MG (acetylsalicylic acid 650 mg gastro-resistant tablet) APOTEX INC,DELETED
4900,00545023,APO-BISACODYL (bisacodyl 5 mg gastro-resistant tablet) APOTEX INC,DELETED
5156,00568627,VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
5157,00568635,VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
5561,00578428,DIPROSALIC (betamethasone (betamethasone dipropionate) 0.5 mg per g and salicylic acid 20 mg per g lotion) ORGANON CANADA INC.,ADDED
5997,00626627,ODAN-CYCLOPENTOLATE (cyclopentolate hydrochloride 1 % ophthalmic drops) ODAN LABORATORIES LTD,ADDED
7292,00474517,ONE-ALPHA (alfacalcidol 0.25 mcg oral capsule) LEO PHARMA INC,"mp_formal_name: ""ONE ̲A̲L̲P̲H̲A̲ ̲C̲A̲P̲S̲ ̲0̲.̲2̲5̲M̲C̲G̲ (alfacalcidol 0.25 mcg oral capsule) LEO PHARMA INC"" -> ""ONE-̲A̲L̲P̲H̲A̲ (alfacalcidol 0.25 mcg oral capsule) LEO PHARMA INC"""
7293,00474525,ONE-ALPHA (alfacalcidol 1 mcg oral capsule) LEO PHARMA INC,"mp_formal_name: ""ONE ̲A̲L̲P̲H̲A̲ ̲C̲A̲P̲S̲ ̲1̲M̲C̲G̲ (alfacalcidol 1 mcg oral capsule) LEO PHARMA INC"" -> ""ONE-̲A̲L̲P̲H̲A̲ (alfacalcidol 1 mcg oral capsule) LEO PHARMA INC"""
