tm_code,tm_formal_name,tm_fr_description,changes
8001992,vinorelbine,vinorelbine,"tm_status_effective_time: ""20041222"" -> ""20070509"""
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8001878,sodium iodide,iodure de sodium,CHANGED
8000817,alcohol anhydrous,alcool anhydre,DELETED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
8000796,benzalkonium,benzalkonium,CHANGED
8000946,alcohol anhydrous and benzalkonium,alcool anhydre et benzalkonium,CHANGED
8002068,piperazine,pipérazine,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
8001596,bretylium,brétylium,"tm_status_effective_time: ""20190725"" -> ""20210421"""
8c4cf6e7607c4dcbb7840b2f9bef6307,ranolazine,ranolazine,ADDED
8002215,amphotericin B,amphotéricine B,CHANGED
8001235,telavancin,télavancine,DELETED
8001757,doxorubicin,doxorubicine,CHANGED
fb4ad9cd3486069243cc9f6ae867353c,decitabine,décitamine,ADDED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
68b1808d7a89c53021137f972d77fc59,dalbavancin,dalbavancine,ADDED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8000806,acetylsalicylic acid and caffeine and codeine,acide acétylsalicylique et caféine et codéine,"tm_status_effective_time: ""20190923"" -> ""20210429"""
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002061,pembrolizumab,pembrolizumab,"tm_status_effective_time: ""20150601"" -> ""20170713"""
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8001889,bazedoxifene and conjugated estrogens,bazedoxifène et oestrogènes conjugués,DELETED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
