ntp_code,ntp_formal_name,ntp_fr_description,changes
1fe50de28247870178a1df375c4caac1,bismuth subsalicylate 262 mg oral capsule,subsalicylate de bismuth 262 mg capsule orale,ADDED
3290d09341a4a76cc06e4de3dde39851,ranolazine 500 mg prolonged-release oral tablet,ranolazine 500 mg comprimé oral à libération prolongée,ADDED
49ee81ea1f7df667c061a9d00c9c56e5,dalbavancin (dalbavancin hydrochloride) 500 mg per vial powder for solution for injection,dalbavancine (chlorhydrate de dalbavancine) 500 mg par fiole poudre pour solution injectable,ADDED
76bc8897561ac8fe5fdc5403089c9be9,decitabine 50 mg per vial powder for solution for injection,décitamine 50 mg par fiole poudre pour solution injectable,ADDED
7d9156892464b0181236873f21633c3a,morphine sulfate 0.5 mg per mL solution for injection,"sulfate de morphine 0,5 mg par mL solution injectable",ADDED
8ce182969dc892535b75df8b4bf2b873,pemetrexed (pemetrexed disodium) 1000 mg per vial powder for solution for injection,pémétrexed (pémétrexed disodique) 1000 mg par fiole poudre pour solution injectable,ADDED
9000284,sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension,sulfaméthoxazole 40 mg par mL et triméthoprime 8 mg par mL suspension orale,DELETED
9000331,morphine sulfate 2 mg per 1 mL solution for injection ampoule,sulfate de morphine 2 mg par 1 mL solution injectable ampoule,"ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20190304"" -> ""19891231"""
9000623,nifedipine 20 mg prolonged-release oral tablet,nifédipine 20 mg comprimé oral à libération prolongée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19951231"" -> ""20190116"""
9000747,ranitidine (ranitidine hydrochloride) 75 mg oral tablet,ranitidine (chlorhydrate de ranitidine) 75 mg comprimé oral,"ntp_status_effective_time: ""19970926"" -> ""19990208"""
9001290,clopidogrel (clopidogrel bisulfate) 300 mg oral tablet,clopidogrel (bisulfate de clopidogrel) 300 mg comprimé oral,"ntp_status_effective_time: ""20090930"" -> ""20130102"""
9001515,lidocaine hydrochloride 20 mg per mL cutaneous gel,chlorhydrate de lidocaïne 20 mg par mL gel cutané,ADDED
9001523,potassium chloride 149 mg per mL solution for injection,chlorure de potassium 149 mg par mL solution injectable,ADDED
9001709,triclosan 0.5 % cutaneous liquid,"triclosan 0,5 % liquide cutané",ADDED
9001725,sodium bicarbonate 84 mg per mL solution for injection,bicarbonate de sodium 84 mg par mL solution injectable,ADDED
9001800,alcohol anhydrous 100 % solution for injection,alcool anhydre 100 % solution injectable,DELETED
9001819,potassium chloride 20 meq per 10 mL solution for injection,chlorure de potassium 20 meq par 10 mL solution injectable,ADDED
9001860,piperazine 100 mg per mL oral liquid,pipérazine 100 mg par mL liquide oral,ADDED
9001867,benzalkonium chloride 0.1 % cutaneous liquid,"chlorure de benzalkonium 0,1 % liquide cutané",ADDED
9002030,potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection,phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable,ADDED
9002087,sodium bicarbonate 81.3 g per l solution for haemodialysis,"bicarbonate de sodium 81,3 g par l solution pour hémodialyse",ADDED
9002093,triclosan 0.3 % cutaneous gel,"triclosan 0,3 % gel cutané",ADDED
9002113,sodium bicarbonate 42 mg per mL solution for injection,bicarbonate de sodium 42 mg par mL solution injectable,ADDED
9002156,sodium bicarbonate 650 g per 8 l powder for concentrate for solution for haemodialysis,bicarbonate de sodium 650 g par 8 l poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9002180,chloroxylenol 0.6 % cutaneous liquid,"chloroxylénol 0,6 % liquide cutané",ADDED
9002321,potassium chloride 251.6 g per l solution for haemodialysis,"chlorure de potassium 251,6 g par l solution pour hémodialyse",ADDED
9002392,triclosan 0.3 % cutaneous liquid,"triclosan 0,3 % liquide cutané",ADDED
