drug_code,mp_code,mp_formal_name,changes
6321,00629332,NOVO-PROFEN (ibuprofen 300 mg oral tablet) TEVA CANADA LIMITED,"mp_status_effective_time: ""20180724"" -> ""20230628"""
8482,00740748,RANITIDINE (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) PRO DOC LIMITEE,"mp_status_effective_time: ""20200716"" -> ""20230710"""
8483,00740756,RANITIDINE (ranitidine (ranitidine hydrochloride) 300 mg oral tablet) PRO DOC LIMITEE,"mp_status_effective_time: ""20200716"" -> ""20230710"""
14131,02022222,ACÉTAMINOPHÈNE COMPRIMÉ TABLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC.,DELETED
19357,02184486,PROCAINAMIDE HYDROCHLORIDE INJECTION USP (procainamide hydrochloride 1000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,"Health_Canada_product_name: ""PROCAINAMIDE HYDROCHLORIDE INJ. USP"" -> ""PROCAINAMIDE HYDROCHLORIDE INJECTION USP""
mp_formal_name: ""PROCAINAMIDE HYDROCHLORIDE INJ.̲ USP (procainamide hydrochloride 1000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"" -> ""PROCAINAMIDE HYDROCHLORIDE INJE̲C̲T̲I̲O̲N̲ USP (procainamide hydrochloride 1000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"""
19655,02190893,GLUCOBAY (acarbose 100 mg oral tablet) BAYER INC,DELETED
19667,00585092,DEPO-PROVERA (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC,DELETED
19810,01925202,SOLUPREP ANTISEPTIC SKIN CLEANSER SPONGE (chlorhexidine gluconate 4 % medicated sponge) 3M CANADA COMPANY,DELETED
41867,00884553,TEMPRA CHILDREN'S SYRUP (acetaminophen 80 mg per 5 mL syrup) PALADIN LABS INC.,DELETED
42066,00875996,TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) PALADIN LABS INC.,DELETED
43100,02213419,VENTOLIN NEBULES P.F. - 2.5MG/2.5ML (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL nebulizer solution unit dose vial) GLAXOSMITHKLINE INC,DELETED
43813,02103613,APO-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-DOMPERIDONE - TAB 10MG"" -> ""APO-DOMPERIDONE""
mp_formal_name: ""APO-DOMPERIDONE ̲-̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (domperidone (domperidone maleate) 10 mg oral tablet) APOTEX INC"" -> ""APO-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) APOTEX INC"""
49613,02230541,ADVIL GEL CAPLETS (ibuprofen 200 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19970505"" -> ""20230628"""
60205,02236913,FRAXIPARINE (nadroparin calcium 2850 unit per 0.3 mL solution for injection syringe) ASPEN PHARMACARE CANADA INC.,DELETED
65560,02241890,ARAVA (leflunomide 100 mg oral tablet) SANOFI-AVENTIS CANADA INC,DELETED
65856,02242177,ACT FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) DR. REDDY'S LABORATORIES INC,"mp_status_effective_time: ""20180808"" -> ""20230627"""
65857,02242178,ACT FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) DR. REDDY'S LABORATORIES INC,"mp_status_effective_time: ""20180808"" -> ""20230627"""
68253,02244286,HEAD & SHOULDERS DANDRUFF CONDITIONER (pyrithione zinc 0.5 % shampoo) PROCTER & GAMBLE INC,DELETED
68650,02244662,VICKS NYQUIL COUGH (dextromethorphan hydrobromide 15 mg per 15 mL and doxylamine succinate 6.25 mg per 15 mL syrup) PROCTER & GAMBLE INC,DELETED
70668,02246493,PROVOCHOLINE (methacholine chloride 320 mg per vial powder for nebulizer solution) METHAPHARM INC,DELETED
70807,02246619,XALACOM (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) BGP PHARMA ULC,"mp_formal_name: ""XALACOM (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""XALACOM (latanoprost 50 mcg per mL and timolol (timolol maleate) 5 mg per mL ophthalmic drops) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
73507,02250276,CEFTRIAXONE SODIUM FOR INJECTION BP (ceftriaxone (ceftriaxone sodium) 250 mg per vial powder for solution for injection) PFIZER CANADA ULC,DELETED
73509,02250292,CEFTRIAXONE SODIUM FOR INJECTION BP (ceftriaxone (ceftriaxone sodium) 1 g per vial powder for solution for injection) PFIZER CANADA ULC,DELETED
75376,02268361,SOLARCAINE MEDICATED LIDOCAINE GEL (lidocaine hydrochloride 0.5 % cutaneous gel) BAYER INC,DELETED
76846,02282844,PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 10 mg oral tablet) SANIS HEALTH INC,"mp_formal_name: ""PAROXETINE (paroxetine (paroxetine hydrochloride) 10 mg oral tablet) SANIS HEALTH INC"" -> ""PAROXETINE (paroxetine (paroxetine hydrochloride ̲h̲e̲m̲i̲h̲y̲d̲r̲a̲t̲e̲) 10 mg oral tablet) SANIS HEALTH INC"""
76847,02282852,PAROXETINE (paroxetine (paroxetine hydrochloride hemihydrate) 20 mg oral tablet) SANIS HEALTH INC,"mp_formal_name: ""PAROXETINE (paroxetine (paroxetine hydrochloride) 20 mg oral tablet) SANIS HEALTH INC"" -> ""PAROXETINE (paroxetine (paroxetine hydrochloride ̲h̲e̲m̲i̲h̲y̲d̲r̲a̲t̲e̲) 20 mg oral tablet) SANIS HEALTH INC"""
