mp_code,mp_formal_name,ntp_code,ntp_formal_name,tm_code,tm_formal_name
"00015741","TAPAZOLE 5MG TABLET (methimazole 5 mg oral tablet) PALADIN LABS INC","9014049","methimazole 5 mg oral tablet","8002271","methimazole"
"00015229","AVENTYL (nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule) AA PHARMA INC","9000034","nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule","8000026","nortriptyline"
"00015237","AVENTYL (nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule) AA PHARMA INC","9000035","nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule","8000026","nortriptyline"
"00050857","GENTIANE VIOLET LIQ TOP (gentian violet 1 % cutaneous solution) LABORATOIRE ATLAS INC","9013820","gentian violet 1 % cutaneous solution","8002121","gentian violet"
"00050520","MINERALE LEGERE HUILE (mineral oil light 100 % cutaneous liquid) LABORATOIRE ATLAS INC","9003625","mineral oil light 100 % cutaneous liquid","8002146","mineral oil light"
"00050466","METHYLENE BLEU LIQ 1% (methylene blue 10 mg per mL oral solution) LABORATOIRE ATLAS INC","9013829","methylene blue 10 mg per mL oral solution","8002140","methylene blue"
"00050474","METHYLENE BLEU LIQ 2% (methylene blue 20 mg per mL oral solution) LABORATOIRE ATLAS INC","9013830","methylene blue 20 mg per mL oral solution","8002140","methylene blue"
"00010332","ENTROPHEN 325MG TABLETS (acetylsalicylic acid 325 mg gastro-resistant tablet) PENDOPHARM DIVISION OF PHARMASCIENCE INC","9001498","acetylsalicylic acid 325 mg gastro-resistant tablet","8000795","acetylsalicylic acid"
"00010200","PROPYL-THYRACIL (propylthiouracil 50 mg oral tablet) PALADIN LABS INC","9001524","propylthiouracil 50 mg oral tablet","8001514","propylthiouracil"
"00010219","PROPYL-THYRACIL (propylthiouracil 100 mg oral tablet) PALADIN LABS INC","9001495","propylthiouracil 100 mg oral tablet","8001514","propylthiouracil"
"00009881","PAPAVERINE HYDROCHLORIDE INJECTION USP (papaverine hydrochloride 65 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","9013494","papaverine hydrochloride 65 mg per 2 mL solution for injection vial","8002052","papaverine"
"00116815","DIOVOL PLUS SUSPENSION (aluminum hydroxide 165 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 25 mg per 5 mL oral suspension) CHURCH & DWIGHT CANADA CORP","9013940","aluminum hydroxide 165 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 25 mg per 5 mL oral suspension","8002091","aluminum hydroxide and magnesium hydroxide and simethicone"
"00116882","DIOVOL PLUS TABLETS (aluminum magnesium hydroxide carbonate 300 mg and magnesium hydroxide 100 mg and simethicone 25 mg oral tablet) CHURCH & DWIGHT CANADA CORP","9013942","aluminum magnesium hydroxide carbonate 300 mg and magnesium hydroxide 100 mg and simethicone 25 mg oral tablet","8002251","aluminum magnesium hydroxide carbonate and magnesium hydroxide and simethicone"
"00013609","GRAVOL SUPPOSITORIES (dimenhydrinate 100 mg suppository) CHURCH & DWIGHT CANADA CORP","9001511","dimenhydrinate 100 mg suppository","8001375","dimenhydrinate"
"00013579","GRAVOL IM (dimenhydrinate 50 mg per 1 mL solution for injection vial) CHURCH & DWIGHT CANADA CORP","9012705","dimenhydrinate 50 mg per 1 mL solution for injection vial","8001375","dimenhydrinate"
"00013617","OVOL DROPS 40MG (simethicone 40 mg per mL oral drops) CHURCH & DWIGHT CANADA CORP","9001600","simethicone 40 mg per mL oral drops","8002158","simethicone"
"00001961","XYLOCAINE OINTMENT 5% (lidocaine 5 % cutaneous ointment) ASPEN PHARMACARE CANADA INC.","9001544","lidocaine 5 % cutaneous ointment","8001837","lidocaine"
"00001694","XYLOCAINE JELLY 2% (lidocaine hydrochloride 2 % mucosal gel 30 mL tube) ASPEN PHARMACARE CANADA INC.","9013973","lidocaine hydrochloride 2 % mucosal gel 30 mL tube","8001837","lidocaine"
"77700819","QUELICIN (succinylcholine chloride 400 mg per 20 mL solution for injection vial) PFIZER CANADA ULC","9013351","succinylcholine chloride 400 mg per 20 mL solution for injection vial","8001946","succinylcholine"
