mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00035076","ALCAINE (chlorhydrate de proparacaïne 0,5 % gouttes ophtalmiques) ALCON CANADA INC","chlorhydrate de proparacaïne 0,5 % gouttes ophtalmiques","proparacaïne","ADDED"
"00253952","SYNACTHEN DEPOT (tétracosactide (complexe tétracosactide-hydroxyde de zinc) 1 mg par 1 mL suspension injectable ampoule) ATNAHS PHARMA UK LIMITED","tétracosactide (complexe tétracosactide-hydroxyde de zinc) 1 mg par 1 mL suspension injectable ampoule","tétracosactide","mp_fr_description: ""SYNACTHEN DEPOT (tétracosactide (complexe tétracosactide-hydroxyde de zinc) 1 mg par 1 mL suspension injectable ampoule) MALLINCKRODT SPECIALTY PHARMACEUTICALS IRELAND LTD."" -> ""SYNACTHEN DEPOT (tétracosactide (complexe tétracosactide-hydroxyde de zinc) 1 mg par 1 mL suspension injectable ampoule) ATNAHS PHARMA UK LIMITED"""
"00299561","CREO-RECTAL ADULTE (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) LABORATOIRES CONFAB INC","camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire","camphre et diphénylpyraline et guaïacol","mp_fr_description: ""CREO-RECTAL ADULTE (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) SANDOZ CANADA INCORPORATED"" -> ""CREO-RECTAL ADULTE (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) LABORATOIRES CONFAB INC"""
"00299596","CREO-RECTAL ENFANTS/CHILDREN (camphre 2 mg et chlorhydrate de diphénylpyraline 0,5 mg et carbonate de guaïacol 200 mg suppositoire) LABORATOIRES CONFAB INC","camphre 2 mg et chlorhydrate de diphénylpyraline 0,5 mg et carbonate de guaïacol 200 mg suppositoire","camphre et diphénylpyraline et guaïacol","mp_fr_description: ""CREO-RECTAL ENFANTS/CHILDREN (camphre 2 mg et chlorhydrate de diphénylpyraline 0,5 mg et carbonate de guaïacol 200 mg suppositoire) SANDOZ CANADA INCORPORATED"" -> ""CREO-RECTAL ENFANTS/CHILDREN (camphre 2 mg et chlorhydrate de diphénylpyraline 0,5 mg et carbonate de guaïacol 200 mg suppositoire) LABORATOIRES CONFAB INC"""
"00893463","HOT LEMON RELIEF FOR SYMPTOMS OF COUGH AND COLD (acide ascorbique 50 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC.","acide ascorbique 50 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acide ascorbique et dextrométhorphane et phéniramine et phényléphrine","mp_fr_description: ""HOT LEMON RELIEF FOR SYMPTOMS OF COUGH AND COLD (acide ascorbique 50 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) PHARMETICS (2011) INC"" -> ""HOT LEMON RELIEF FOR SYMPTOMS OF COUGH AND COLD (acide ascorbique 50 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) CELLCHEM PHARMACEUTICALS INC."""
"02017849","BENADRYL ALLERGY (chlorhydrate de diphenhydramine 25 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 25 mg comprimé oral","diphenhydramine","mp_fr_description: ""BENADRYL 25MG CAPLETS (chlorhydrate de diphenhydramine 25 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""BENADRYL ALLERGY (chlorhydrate de diphenhydramine 25 mg comprimé oral) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"""
"02019698","CHILDREN'S BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop","diphenhydramine","mp_fr_description: ""BENADRYL CHILDRENS LIQUID 6.25MG/5ML (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""CHILDREN'S BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 6,25 mg par 5 mL sirop) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"""
"02019736","BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale","diphenhydramine","mp_fr_description: ""BENADRYL ELIXIR (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""BENADRYL ALLERGY LIQUID (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"""
"02061287","CHILDREN'S BENADRYL ALLERGY CHEWABLES (chlorhydrate de diphenhydramine 12,5 mg comprimé à croquer) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 12,5 mg comprimé à croquer","diphenhydramine","mp_fr_description: ""BENADRYL ALLERGY TABLETS (chlorhydrate de diphenhydramine 12,5 mg comprimé à croquer) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""CHILDREN'S BENADRYL ALLERGY CHEWABLES (chlorhydrate de diphenhydramine 12,5 mg comprimé à croquer) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"""
"02132680","COLESTID TABLETS (chlorhydrate de colestipol 1 g comprimé oral) PFIZER CANADA ULC","chlorhydrate de colestipol 1 g comprimé oral","colestipol","mp_fr_description: ""COLESTID TABLETS 1 G (chlorhydrate de colestipol 1 g comprimé oral) PFIZER CANADA ULC"" -> ""COLESTID TABLETS (chlorhydrate de colestipol 1 g comprimé oral) PFIZER CANADA ULC"""
