drug_code,mp_code,mp_formal_name,mp_fr_description,changes
2568,00382825,RIVOTRIL (clonazepam 0.5 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,"RIVOTRIL (clonazépam 0,5 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH","mp_formal_name: ""RIVOTRIL (clonazepam 0.5 mg oral tablet) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""RIVOTRIL (clonazepam 0.5 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲""
mp_fr_description: ""RIVOTRIL (clonazépam 0,5 mg comprimé oral) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""RIVOTRIL (clonazépam 0,5 mg comprimé oral) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
2569,00382841,RIVOTRIL (clonazepam 2 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,RIVOTRIL (clonazépam 2 mg comprimé oral) CHEPLAPHARM ARZNEIMITTEL GMBH,"mp_formal_name: ""RIVOTRIL (clonazepam 2 mg oral tablet) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""RIVOTRIL (clonazepam 2 mg oral tablet) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲""
mp_fr_description: ""RIVOTRIL (clonazépam 2 mg comprimé oral) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""RIVOTRIL (clonazépam 2 mg comprimé oral) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
8977,00716871,NYADERM (nystatin 100000 unit per g cutaneous cream) TARO PHARMACEUTICALS INC,NYADERM (nystatine 100000 unité par g crème cutanée) TARO PHARMACEUTICALS INC,"Health_Canada_product_name: ""NYADERM CRM 100000UNIT/GM"" -> ""NYADERM""
mp_formal_name: ""NYADERM̲ ̲C̲R̲M̲ ̲1̲0̲0̲0̲0̲0̲U̲N̲I̲T̲/̲G̲M (nystatin 100000 unit per g cutaneous cream) TARO PHARMACEUTICALS INC"" -> ""NYADERM (nystatin 100000 unit per g cutaneous cream) TARO PHARMACEUTICALS INC""
mp_fr_description: ""NYADERM̲ ̲C̲R̲M̲ ̲1̲0̲0̲0̲0̲0̲U̲N̲I̲T̲/̲G̲M (nystatine 100000 unité par g crème cutanée) TARO PHARMACEUTICALS INC"" -> ""NYADERM (nystatine 100000 unité par g crème cutanée) TARO PHARMACEUTICALS INC"""
43006,02205963,"DEXIRON (iron (iron dextran) 100 mg per 2 mL solution for injection vial) AMERICAN REGENT, INC","DEXIRON (fer (fer dextran) 100 mg par 2 mL solution injectable fiole) AMERICAN REGENT, INC","mp_status_effective_time: ""20200813"" -> ""20220512"""
65558,02241888,ARAVA (leflunomide 10 mg oral tablet) SANOFI-AVENTIS CANADA INC,ARAVA (léflunomide 10 mg comprimé oral) SANOFI-AVENTIS CANADA INC,"Health_Canada_product_name: ""ARAVA 10MG"" -> ""ARAVA""
mp_formal_name: ""ARAVA ̲1̲0̲M̲G̲ (leflunomide 10 mg oral tablet) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (leflunomide 10 mg oral tablet) SANOFI-AVENTIS CANADA INC""
mp_fr_description: ""ARAVA ̲1̲0̲M̲G̲ (léflunomide 10 mg comprimé oral) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (léflunomide 10 mg comprimé oral) SANOFI-AVENTIS CANADA INC"""
65559,02241889,ARAVA (leflunomide 20 mg oral tablet) SANOFI-AVENTIS CANADA INC,ARAVA (léflunomide 20 mg comprimé oral) SANOFI-AVENTIS CANADA INC,"Health_Canada_product_name: ""ARAVA 20 MG"" -> ""ARAVA""
mp_formal_name: ""ARAVA ̲2̲0̲ ̲M̲G̲ (leflunomide 20 mg oral tablet) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (leflunomide 20 mg oral tablet) SANOFI-AVENTIS CANADA INC""
mp_fr_description: ""ARAVA ̲2̲0̲ ̲M̲G̲ (léflunomide 20 mg comprimé oral) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (léflunomide 20 mg comprimé oral) SANOFI-AVENTIS CANADA INC"""
65560,02241890,ARAVA (leflunomide 100 mg oral tablet) SANOFI-AVENTIS CANADA INC,ARAVA (léflunomide 100 mg comprimé oral) SANOFI-AVENTIS CANADA INC,"Health_Canada_product_name: ""ARAVA 100 MG"" -> ""ARAVA""
mp_formal_name: ""ARAVA ̲1̲0̲0̲ ̲M̲G̲ (leflunomide 100 mg oral tablet) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (leflunomide 100 mg oral tablet) SANOFI-AVENTIS CANADA INC""
mp_fr_description: ""ARAVA ̲1̲0̲0̲ ̲M̲G̲ (léflunomide 100 mg comprimé oral) SANOFI-AVENTIS CANADA INC"" -> ""ARAVA (léflunomide 100 mg comprimé oral) SANOFI-AVENTIS CANADA INC"""
70040,02245920,SANDOZ DILTIAZEM T (diltiazem hydrochloride 240 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED,SANDOZ DILTIAZEM T (chlorhydrate de diltiazem 240 mg capsule orale à libération prolongée) SANDOZ CANADA INCORPORATED,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20210421"" -> ""20060126"""
70042,02245922,SANDOZ DILTIAZEM T (diltiazem hydrochloride 360 mg prolonged-release oral capsule) SANDOZ CANADA INCORPORATED,SANDOZ DILTIAZEM T (chlorhydrate de diltiazem 360 mg capsule orale à libération prolongée) SANDOZ CANADA INCORPORATED,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20210421"" -> ""20060126"""
