tm_code,tm_formal_name,tm_fr_description,changes
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8002506,mogamulizumab,mogamulizumab,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8001185,darunavir,darunavir,"tm_status_effective_time: ""20090317"" -> ""20091216"""
8002278,coagulation factor ii (human) and coagulation factor IX human and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur II de coagulation humain et facteur IX de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8002394,sotrovimab,sotrovimab,DELETED
8001757,doxorubicin,doxorubicine,ADDED
8001049,aminophylline,aminophylline,"tm_status_effective_time: ""19811231"" -> ""19841231"""
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001559,alitretinoin,alitrétinoïne,"tm_status_effective_time: ""20101119"" -> ""20110111"""
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8002353,tozinameran,tozinaméran,"tm_status_effective_time: ""20231107"" -> ""20240503"""
8001976,triclosan,triclosan,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001870,potassium chloride,chlorure de potassium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8001878,sodium iodide,iodure de sodium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8001767,eptifibatide,eptifibatide,"tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20221017"" -> ""19990623"""
8002443,famtozinameran and tozinameran,famtozinaméran et tozinaméran,DELETED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
