drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"2568","active","active","00382825","CHEPLAPHARM ARZNEIMITTEL GMBH","HOFFMANN-LA ROCHE LIMITED"
"2569","active","active","00382841","CHEPLAPHARM ARZNEIMITTEL GMBH","HOFFMANN-LA ROCHE LIMITED"
"97708","active","active","02486938","CHURCH & DWIGHT CANADA CORP","DR. HAROLD KATZ, LLC"
"80045","active","active","02314924","CP SKIN HEALTH GROUP, INC.","ELTAMD INC"
"80775","active","active","02322293","CP SKIN HEALTH GROUP, INC.","ELTAMD INC"
"86984","active","active","02384094","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"86832","active","active","02382482","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"99382","active","active","02504391","9055-7588 QUÉBEC INC. (ATTITUDE)","BIO SPECTRA"
"90495","active","active","02420341","AMRYT PHARMACEUTICALS DAC","AEGERION PHARMACEUTICALS CANADA LTD"
"90496","active","active","02420376","AMRYT PHARMACEUTICALS DAC","AEGERION PHARMACEUTICALS CANADA LTD"
"90498","active","active","02420384","AMRYT PHARMACEUTICALS DAC","AEGERION PHARMACEUTICALS CANADA LTD"
"97971","active","active","02489635","HIKMA CANADA LIMITED","TELIGENT CANADA INC"
"97965","active","active","02489570","HIKMA CANADA LIMITED","TELIGENT CANADA INC"
"91096","active","active","02426374","NORA PHARMA INC","PHARMAPAR INC"
"91095","active","active","02426366","NORA PHARMA INC","PHARMAPAR INC"
"94572","active","active","02458578","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"95943","active","active","02470462","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"94412","active","active","02457008","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"80773","active","active","02322277","CP SKIN HEALTH GROUP, INC.","ELTAMD INC"
"94414","active","active","02457059","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"94416","active","active","02457075","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"94415","active","active","02457067","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"99431","active","active","02504944","9055-7588 QUÉBEC INC. (ATTITUDE)","BIO SPECTRA"
"98735","approved","approved","02497530","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"98736","approved","approved","02497549","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"97934","approved","approved","02489260","HIKMA CANADA LIMITED","TELIGENT CANADA INC"
"95619","approved","approved","02467852","PHARMARIS CANADA INC","NEO HEALTH CANADA INC."
"97503","approved","approved","02484749","PHARMARIS CANADA INC","NEO HEALTH CANADA INC."
