drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100580","85","TABLET","ADDED","02516462"
"64849","134","SOLUTION","ADDED","02241240"
"101645","134","SOLUTION","ADDED","02527413"
"77845","134","SOLUTION","ADDED","02293072"
"101615","85","TABLET","ADDED","02527081"
"101597","75","TABLET (EXTENDED-RELEASE)","ADDED","02526913"
"101606","85","TABLET","ADDED","02527006"
"99019","85","TABLET","ADDED","02500515"
"64849","34","LIQUID","REMOVED","02241240"
"101626","85","TABLET","ADDED","02527219"
"99391","85","TABLET","ADDED","02504499"
"100579","85","TABLET","ADDED","02516454"
"100961","82","SYRUP","ADDED","02520419"
"101656","134","SOLUTION","ADDED","02527502"
"100578","85","TABLET","ADDED","02516446"
"99393","85","TABLET","ADDED","02504510"
"99361","85","TABLET","ADDED","02504170"
"99523","85","TABLET","ADDED","02505878"
"100581","85","TABLET","ADDED","02516470"
"101641","85","TABLET","ADDED","02527359"
"100706","134","SOLUTION","ADDED","02517698"
"101620","85","TABLET","ADDED","02527154"
"100577","85","TABLET","ADDED","02516438"
"77845","34","LIQUID","REMOVED","02293072"
"101638","85","TABLET","ADDED","02527324"
"101621","85","TABLET","ADDED","02527162"
"101655","134","SOLUTION","ADDED","02527499"
"99525","85","TABLET","ADDED","02505894"
"101661","36","LOTION","ADDED","02527545"
"101551","56","POWDER FOR SOLUTION","ADDED","02526417"
"101598","75","TABLET (EXTENDED-RELEASE)","ADDED","02526921"
"99522","85","TABLET","ADDED","02505843"
"99030","85","TABLET","ADDED","02500639"
"101616","85","TABLET","ADDED","02527103"
"99001","85","TABLET","ADDED","02500310"
"101123","36","LOTION","ADDED","02522063"
"99527","85","TABLET","ADDED","02505916"
"101607","85","TABLET","ADDED","02527014"
"101552","56","POWDER FOR SOLUTION","ADDED","02526425"
"99524","85","TABLET","ADDED","02505886"
"99011","85","TABLET","ADDED","02500434"
"99246","85","TABLET","ADDED","02502933"
"101604","134","SOLUTION","ADDED","02526999"
"101614","134","SOLUTION","ADDED","02527073"
"99074","85","TABLET","ADDED","02501090"
"101603","56","POWDER FOR SOLUTION","ADDED","02526980"
"101609","85","TABLET","ADDED","02527030"
"99392","85","TABLET","ADDED","02504502"
"101627","85","TABLET","ADDED","02527227"
"99395","85","TABLET","ADDED","02504537"
"101619","183","POD","ADDED","02527146"
"101623","85","TABLET","ADDED","02527200"
"101602","56","POWDER FOR SOLUTION","ADDED","02526972"
"101289","85","TABLET","ADDED","02523833"
"101640","85","TABLET","ADDED","02527340"
"101643","134","SOLUTION","ADDED","02527375"
"99394","85","TABLET","ADDED","02504529"
"99014","85","TABLET","ADDED","02500469"
"101642","85","TABLET","ADDED","02527367"
"101117","98","SPRAY","ADDED","02522004"
"99526","85","TABLET","ADDED","02505908"
"101608","85","TABLET","ADDED","02527022"
"101117","134","SOLUTION","ADDED","02522004"
"101634","134","SOLUTION","ADDED","02527286"
