drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"77845","8881","Changed","active","ISOPROPYL ALCOHOL","21","%","02293072"
"101619","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","15.24","%","02527146"
"100578","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","40","MG","02516446"
"101661","1970","ADDED","approved","HOMOSALATE","10","%","02527545"
"101619","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","7.62","%","02527146"
"100961","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","5","MG","02520419"
"99361","22169","ADDED","active","TERIFLUNOMIDE","14","MG","02504170"
"99019","22169","ADDED","approved","TERIFLUNOMIDE","14","MG","02500515"
"101603","13270","ADDED","approved","BENDAMUSTINE HYDROCHLORIDE","100","MG","02526980"
"99391","21372","ADDED","approved","LURASIDONE HYDROCHLORIDE","20","MG","02504499"
"101616","13310","ADDED","approved","AMBRISENTAN","10","MG","02527103"
"99074","22169","ADDED","active","TERIFLUNOMIDE","14","MG","02501090"
"101552","5891","ADDED","approved","THIOTEPA","100","MG","02526425"
"101123","2280","ADDED","approved","OCTOCRYLENE","5","%","02522063"
"100961","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02520419"
"99030","22169","ADDED","active","TERIFLUNOMIDE","14","MG","02500639"
"99524","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","40","MG","02505886"
"101642","20022","ADDED","approved","DEFERASIROX","360","MG","02527367"
"101656","10091","ADDED","approved","FUROSEMIDE","10","MG","02527502"
"101614","13270","ADDED","approved","BENDAMUSTINE HYDROCHLORIDE","45","MG","02527073"
"99522","22169","ADDED","active","TERIFLUNOMIDE","14","MG","02505843"
"101123","12048","ADDED","approved","OCTISALATE","5","%","02522063"
"101655","10091","ADDED","approved","FUROSEMIDE","250","MG","02527499"
"101645","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02527413"
"3805","8926","Changed","dormant","EPINEPHRINE","0.01","MG","00479942"
"16850","308","Changed","active","ARTICAINE HYDROCHLORIDE","40","MG","02123398"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"99393","21372","ADDED","approved","LURASIDONE HYDROCHLORIDE","60","MG","02504510"
"100580","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","80","MG","02516462"
"101608","11814","ADDED","approved","CANDESARTAN CILEXETIL","16","MG","02527022"
"101123","755","ADDED","approved","AVOBENZONE","3","%","02522063"
"101117","7128","ADDED","approved","HYDROGEN PEROXIDE","5.35","%","02522004"
"99527","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","120","MG","02505916"
"101621","13030","ADDED","approved","ENTECAVIR","1","MG","02527162"
"101123","19130","ADDED","approved","DROMETRIZOLE TRISILOXANE","3.5","%","02522063"
"100579","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","60","MG","02516454"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"101604","11213","ADDED","approved","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","20","MG","02526999"
"100706","11710","ADDED","approved","BRIMONIDINE TARTRATE","0.025","%","02517698"
"101643","13107","ADDED","approved","LEVETIRACETAM","100","MG","02527375"
"101634","11104","ADDED","approved","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","2","MG","02527286"
"101661","20447","ADDED","approved","BEMOTRIZINOL","6","%","02527545"
"81732","10225","Changed","active","LIDOCAINE HYDROCHLORIDE","20","MG","02331640"
"101626","232","ADDED","approved","PERINDOPRIL ERBUMINE","4","MG","02527219"
"99395","21372","ADDED","approved","LURASIDONE HYDROCHLORIDE","120","MG","02504537"
"101661","12048","ADDED","approved","OCTISALATE","5","%","02527545"
"101638","9437","ADDED","approved","PAMABROM","50","MG","02527324"
