drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101619","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02527146"
"77845","30","DISINFECTANT (Medical Instruments)","REMOVED","02293072"
"101620","56","ORAL","ADDED","02527154"
"101641","56","ORAL","ADDED","02527359"
"1619","42","INTRASYNOVIAL","ADDED","00260428"
"99361","56","ORAL","ADDED","02504170"
"99393","56","ORAL","ADDED","02504510"
"101626","56","ORAL","ADDED","02527219"
"100579","56","ORAL","ADDED","02516454"
"99391","56","ORAL","ADDED","02504499"
"101604","55","OPHTHALMIC","ADDED","02526999"
"101615","56","ORAL","ADDED","02527081"
"101597","56","ORAL","ADDED","02526913"
"1619","112","PERIARTICULAR","ADDED","00260428"
"101602","49","INTRAVENOUS","ADDED","02526972"
"101619","94","DISINFECTANT (Institutional/Industrial)","ADDED","02527146"
"101117","2","DISINFECTANT (Barn)","ADDED","02522004"
"100580","56","ORAL","ADDED","02516462"
"101608","56","ORAL","ADDED","02527022"
"101603","49","INTRAVENOUS","ADDED","02526980"
"99526","56","ORAL","ADDED","02505908"
"101634","49","INTRAVENOUS","ADDED","02527286"
"100706","55","OPHTHALMIC","ADDED","02517698"
"101642","56","ORAL","ADDED","02527367"
"101123","70","TOPICAL","ADDED","02522063"
"101640","56","ORAL","ADDED","02527340"
"101289","56","ORAL","ADDED","02523833"
"99014","56","ORAL","ADDED","02500469"
"99394","56","ORAL","ADDED","02504529"
"101614","49","INTRAVENOUS","ADDED","02527073"
"101661","70","TOPICAL","ADDED","02527545"
"99074","56","ORAL","ADDED","02501090"
"101623","56","ORAL","ADDED","02527200"
"99395","56","ORAL","ADDED","02504537"
"101627","56","ORAL","ADDED","02527227"
"99392","56","ORAL","ADDED","02504502"
"101609","56","ORAL","ADDED","02527030"
"101117","94","DISINFECTANT (Institutional/Industrial)","ADDED","02522004"
"100961","56","ORAL","ADDED","02520419"
"101643","49","INTRAVENOUS","ADDED","02527375"
"101117","93","DISINFECTANT (Domestic)","ADDED","02522004"
"99246","56","ORAL","ADDED","02502933"
"101607","56","ORAL","ADDED","02527014"
"99527","56","ORAL","ADDED","02505916"
"101655","49","INTRAVENOUS","ADDED","02527499"
"99011","56","ORAL","ADDED","02500434"
"99524","56","ORAL","ADDED","02505886"
"99001","56","ORAL","ADDED","02500310"
"101656","22","INTRAMUSCULAR","ADDED","02527502"
"101616","56","ORAL","ADDED","02527103"
"99030","56","ORAL","ADDED","02500639"
"101117","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02522004"
"99522","56","ORAL","ADDED","02505843"
"99525","56","ORAL","ADDED","02505894"
"101598","56","ORAL","ADDED","02526921"
"101638","56","ORAL","ADDED","02527324"
"100577","56","ORAL","ADDED","02516438"
"101621","56","ORAL","ADDED","02527162"
"101552","49","INTRAVENOUS","ADDED","02526425"
"101656","49","INTRAVENOUS","ADDED","02527502"
"100581","56","ORAL","ADDED","02516470"
"100578","56","ORAL","ADDED","02516446"
"101551","49","INTRAVENOUS","ADDED","02526417"
"99523","56","ORAL","ADDED","02505878"
"99019","56","ORAL","ADDED","02500515"
"101619","8","DISINFECTANT (Food Premises)","ADDED","02527146"
"101645","70","TOPICAL","ADDED","02527413"
"101606","56","ORAL","ADDED","02527006"
