drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"101750","85","TABLET","ADDED","02528266"
"101720","75","TABLET (EXTENDED-RELEASE)","ADDED","02527936"
"101700","134","SOLUTION","ADDED","02527820"
"101675","126","POWDER FOR SUSPENSION","ADDED","02527707"
"101704","85","TABLET","ADDED","02527847"
"87268","157","GRANULES FOR SUSPENSION","REMOVED","02387115"
"97756","85","TABLET","ADDED","02487381"
"101659","134","SOLUTION","ADDED","02527529"
"101707","134","SOLUTION","ADDED","02527871"
"101697","85","TABLET","ADDED","02527790"
"101770","109","TABLET (DELAYED-RELEASE)","ADDED","02528487"
"101721","75","TABLET (EXTENDED-RELEASE)","ADDED","02527944"
"101732","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02528053"
"101741","134","SOLUTION","ADDED","02528169"
"101241","105","WIPE","ADDED","02523302"
"101694","9","CREAM","ADDED","02527766"
"101202","19","EMULSION","ADDED","02522942"
"101730","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02528037"
"101696","85","TABLET","ADDED","02527782"
"101754","85","TABLET","ADDED","02528304"
"87267","157","GRANULES FOR SUSPENSION","REMOVED","02387107"
"101733","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02528061"
"101670","85","TABLET","ADDED","02527650"
"101251","105","WIPE","ADDED","02523426"
"101753","85","TABLET","ADDED","02528290"
"101745","85","TABLET","ADDED","02528207"
"87267","126","POWDER FOR SUSPENSION","ADDED","02387107"
"101695","85","TABLET","ADDED","02527774"
"101739","85","TABLET","ADDED","02528150"
"101705","32","KIT","ADDED","02527855"
"101719","75","TABLET (EXTENDED-RELEASE)","ADDED","02527928"
"101692","98","SPRAY","ADDED","02527758"
"101772","79","SUSPENSION","ADDED","02528495"
"101747","134","SOLUTION","ADDED","02528223"
"101723","75","TABLET (EXTENDED-RELEASE)","ADDED","02527960"
"101746","134","SOLUTION","ADDED","02528215"
"101779","18","ELIXIR","ADDED","02528584"
"101744","56","POWDER FOR SOLUTION","ADDED","02528193"
"101709","75","TABLET (EXTENDED-RELEASE)","ADDED","02527901"
"101692","134","SOLUTION","ADDED","02527758"
"101693","9","CREAM","ADDED","02527731"
"101771","85","TABLET","ADDED","02528460"
"101755","85","TABLET","ADDED","02528312"
"101705","134","SOLUTION","ADDED","02527855"
"100819","157","GRANULES FOR SUSPENSION","ADDED","02518902"
"97757","85","TABLET","ADDED","02487403"
"101769","109","TABLET (DELAYED-RELEASE)","ADDED","02528479"
"87268","126","POWDER FOR SUSPENSION","ADDED","02387115"
"101751","134","SOLUTION","ADDED","02528274"
"100818","157","GRANULES FOR SUSPENSION","ADDED","02518899"
"101671","85","TABLET","ADDED","02527669"
"101699","9","CREAM","ADDED","02527812"
"101140","134","SOLUTION","ADDED","02522241"
"101690","134","SOLUTION","ADDED","02527723"
"101722","75","TABLET (EXTENDED-RELEASE)","ADDED","02527952"
"101764","162","AEROSOL, METERED DOSE","ADDED","02528428"
"101698","85","TABLET","ADDED","02527804"
"101706","79","SUSPENSION","ADDED","02527863"
"101749","85","TABLET","ADDED","02528258"
"101673","184","DISPERSION","ADDED","02527685"
"101731","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02528045"
"101738","85","TABLET","ADDED","02528126"
