drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"91002","active","active","02425378","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"87583","approved","active","02390396","ALCHEMEE, LLC.","THE PROACTIV COMPANY, LLC"
"91052","active","active","02425874","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"98242","active","active","02492407","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"80231","active","active","02316811","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"93058","active","active","02445352","NORA PHARMA INC","PHARMAPAR INC"
"93062","active","active","02445360","NORA PHARMA INC","PHARMAPAR INC"
"93063","active","active","02445387","NORA PHARMA INC","PHARMAPAR INC"
"90987","active","active","02425238","NORA PHARMA INC","PHARMAPAR INC"
"100190","active","active","02512629","SUN PHARMACEUTICAL INDUSTRIES LIMITED","SUN PHARMACEUTICAL INDUSTRIES LTD."
"87103","active","active","02385406","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"100544","active","active","02516098","SUN PHARMACEUTICAL INDUSTRIES LIMITED","SUN PHARMACEUTICAL INDUSTRIES LTD."
"91053","active","active","02425882","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"98953","active","active","02499819","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"91094","active","active","02426358","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"84648","active","active","02361426","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"84649","active","active","02361434","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"62665","active","active","02239207","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"91093","active","active","02426331","NORA PHARMA INC","STRIDES PHARMA CANADA INC"
"90925","active","active","02424576","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"88624","active","active","02401320","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"88623","active","active","02401312","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"88625","active","active","02401339","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"93454","active","active","02448807","NORA PHARMA INC","PHARMAPAR INC"
"93886","active","active","02452480","NORA PHARMA INC","PHARMAPAR INC"
"93887","active","active","02452499","NORA PHARMA INC","PHARMAPAR INC"
"93888","active","active","02452502","NORA PHARMA INC","PHARMAPAR INC"
"100476","active","active","02515377","HIKMA CANADA LIMITED","TELIGENT CANADA INC"
"98046","active","active","02490420","NORA PHARMA INC","PHARMAPAR INC"
"98047","active","active","02490412","NORA PHARMA INC","PHARMAPAR INC"
"92704","active","active","02442701","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"92705","active","active","02442728","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"97945","active","active","02489368","HIKMA CANADA LIMITED","TELIGENT CANADA INC"
"98885","active","active","02499096","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"62664","active","active","02239206","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"62663","active","active","02239205","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"97367","active","active","02483238","NORA PHARMA INC","PHARMAPAR INC"
"97368","active","active","02483246","NORA PHARMA INC","PHARMAPAR INC"
"97369","active","active","02483254","NORA PHARMA INC","PHARMAPAR INC"
"99003","active","active","02500337","SUN PHARMACEUTICAL INDUSTRIES LIMITED","SUN PHARMACEUTICAL INDUSTRIES LTD."
"94721","active","active","02459906","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"94517","dormant","active","02458128","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"95055","active","active","02462729","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"97411","active","active","02483769","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"10424","inactive","inactive","00872237","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"12427","inactive","inactive","01929623","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18564","inactive","inactive","02155702","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18569","inactive","inactive","02093154","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"47375","inactive","inactive","02229482","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"61368","inactive","inactive","02237992","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"6438","inactive","inactive","00664405","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"6716","inactive","inactive","00695092","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"7276","inactive","inactive","00628476","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"77393","inactive","inactive","02288516","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"8158","inactive","inactive","00763314","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"82159","inactive","inactive","02336014","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"47182","dormant","dormant","02229382","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"42940","dormant","dormant","02194414","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"64982","dormant","dormant","02241351","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"64983","dormant","dormant","02241352","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"64984","dormant","dormant","02241353","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18535","dormant","dormant","02158523","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18547","dormant","dormant","02158515","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18546","dormant","dormant","02158531","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18545","dormant","dormant","02158558","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"18544","dormant","dormant","02158566","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"65268","dormant","dormant","02241611","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"76227","dormant","dormant","02276593","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"89185","dormant","dormant","02407183","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"87102","dormant","dormant","02385392","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"93885","dormant","dormant","02452472","NORA PHARMA INC","PHARMAPAR INC"
"87697","approved","approved","02391643","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"87698","approved","approved","02391651","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"89468","approved","approved","02410036","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"87267","approved","approved","02387107","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"87268","approved","approved","02387115","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"97364","approved","approved","02483181","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"97964","approved","approved","02489554","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"7203","approved","approved","00674354","FRILAB SA","BIOCODEX SAS"
"92703","approved","approved","02442698","VIRBAC AH, INC.","VIRBAC ANIMAL HEALTH INC"
"98884","approved","approved","02499088","HIKMA CANADA LIMITED","TELIP, LLC, A SUBSIDIARY OF TELIGENT, INC."
"101485","approved","approved","02525860","SHINPHARMA INC","SEENEXT VENTURE LTD."
"101626","approved","approved","02527219","JAMP PHARMA CORPORATION","ANGITA PHARMA INC."
"101627","approved","approved","02527227","JAMP PHARMA CORPORATION","ANGITA PHARMA INC."
"101623","approved","approved","02527200","JAMP PHARMA CORPORATION","ANGITA PHARMA INC."
