drug_code,mp_code,mp_formal_name,changes
431,00030708,BACITRACIN USP (bacitracin 50000 unit per vial powder for solution for injection) PFIZER CANADA ULC,DELETED
2787,00319724,DEMO-CINEOL ENFANTS/CHILDREN (camphor 20 mg and eucalyptol 185 mg and guaiacol 90 mg and guaiacol carbonate 100 mg suppository) LABORATOIRES CONFAB INC,DELETED
3806,00497754,PRO-OXAZEPAM (oxazepam 10 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲0̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 10 mg oral tablet) PRO DOC LIMITEE"""
3807,00497762,PRO-OXAZEPAM (oxazepam 15 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲1̲5̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 15 mg oral tablet) PRO DOC LIMITEE"""
3808,00497770,PRO-OXAZEPAM (oxazepam 30 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""O̲X̲A̲Z̲E̲P̲A̲M̲ ̲3̲0̲ ̲T̲A̲B̲ ̲3̲0̲M̲G̲ (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazepam 30 mg oral tablet) PRO DOC LIMITEE"""
4629,00476242,ANUGESIC-HC SUPPOSITORIES (hydrocortisone acetate 10 mg and pramoxine hydrochloride 20 mg and zinc sulfate 10 mg suppository) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,DELETED
5175,00590762,NAPROXEN - 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE,"mp_formal_name: ""NAPROXEN 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE"" -> ""NAPROXEN ̲-̲ 250 (naproxen 250 mg oral tablet) PRO DOC LIMITEE"""
5213,00568406,RIVA-OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 15 mg oral tablet) LABORATOIRE RIVA INC."""
5214,00568414,RIVA-OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 30 mg oral tablet) LABORATOIRE RIVA INC."""
5563,00568392,RIVA-OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC.,"mp_formal_name: ""RIVA ̲OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."" -> ""RIVA-̲OXAZEPAM (oxazepam 10 mg oral tablet) LABORATOIRE RIVA INC."""
