drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100161","134","SOLUTION","ADDED","02512319"
"100130","134","SOLUTION","ADDED","02512084"
"100224","164","SPRAY, BAG-ON-VALVE","ADDED","02513005"
"98673","56","POWDER FOR SOLUTION","ADDED","02496887"
"100131","134","SOLUTION","ADDED","02512092"
"100004","134","SOLUTION","ADDED","02510847"
"99996","2","AEROSOL","ADDED","02510766"
"99316","98","SPRAY","ADDED","02503719"
"67561","34","LIQUID","REMOVED","02243635"
"100228","134","SOLUTION","ADDED","02513048"
"100138","105","WIPE","ADDED","02512165"
"100135","85","TABLET","ADDED","02512130"
"99856","56","POWDER FOR SOLUTION","ADDED","02509253"
"100224","134","SOLUTION","ADDED","02513005"
"100134","85","TABLET","ADDED","02512122"
"100210","39","LOZENGE","ADDED","02512858"
"99679","77","STRIP","ADDED","02507390"
"99847","56","POWDER FOR SOLUTION","ADDED","02509164"
"70143","134","SOLUTION","ADDED","02246017"
"97760","85","TABLET","ADDED","02487446"
"90104","75","TABLET (EXTENDED-RELEASE)","REMOVED","02416433"
"100159","85","TABLET","ADDED","02512297"
"100218","85","TABLET","ADDED","02512939"
"100163","85","TABLET","ADDED","02512335"
"72225","75","TABLET (EXTENDED-RELEASE)","REMOVED","02247916"
"100140","134","SOLUTION","ADDED","02512181"
"98674","56","POWDER FOR SOLUTION","ADDED","02496895"
"100117","134","SOLUTION","ADDED","02512009"
"67561","134","SOLUTION","ADDED","02243635"
"99954","114","GEL","ADDED","02510316"
"100224","98","SPRAY","ADDED","02513005"
"96788","85","TABLET","ADDED","02477114"
"99252","105","WIPE","ADDED","02503018"
"99927","79","SUSPENSION","REMOVED","02510014"
"98671","56","POWDER FOR SOLUTION","ADDED","02496860"
"100185","43","OINTMENT","ADDED","02512572"
"100197","85","TABLET","ADDED","02512718"
"100118","134","SOLUTION","ADDED","02512017"
"73669","75","TABLET (EXTENDED-RELEASE)","REMOVED","02251787"
"100175","85","TABLET","ADDED","02512467"
"100214","85","TABLET","ADDED","02512890"
"100181","105","WIPE","ADDED","02512521"
"100195","85","TABLET","ADDED","02512688"
"100209","85","TABLET","ADDED","02512831"
"100215","85","TABLET","ADDED","02512904"
"100132","85","TABLET","ADDED","02512106"
"100071","156","TABLET FOR SUSPENSION","ADDED","02511517"
"98670","56","POWDER FOR SOLUTION","ADDED","02496852"
"100103","134","SOLUTION","ADDED","02511843"
"100179","137","CAPSULE (DELAYED RELEASE)","ADDED","02512505"
"98790","56","POWDER FOR SOLUTION","ADDED","02498111"
"100064","134","SOLUTION","ADDED","02511444"
"100162","85","TABLET","ADDED","02512327"
"100119","85","TABLET","ADDED","02512025"
"100194","36","LOTION","ADDED","02512661"
"100166","98","SPRAY","ADDED","02512378"
"100219","134","SOLUTION","ADDED","02512947"
"98762","59","SHAMPOO","ADDED","02497824"
"100207","134","SOLUTION","ADDED","02512815"
"100136","134","SOLUTION","ADDED","02512149"
"77802","134","SOLUTION","ADDED","02292653"
"99848","56","POWDER FOR SOLUTION","ADDED","02509172"
"99927","184","DISPERSION","ADDED","02510014"
"100201","105","WIPE","ADDED","02512750"
"100186","105","WIPE","ADDED","02512580"
"99340","105","WIPE","ADDED","02503948"
"100187","105","WIPE","ADDED","02512599"
"73669","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","ADDED","02251787"
"66040","182","MOUTHWASH","ADDED","02242329"
"100157","85","TABLET","ADDED","02512270"
"100213","85","TABLET","ADDED","02512882"
"100083","75","TABLET (EXTENDED-RELEASE)","ADDED","02511649"
"100180","137","CAPSULE (DELAYED RELEASE)","ADDED","02512513"
"100212","85","TABLET","ADDED","02512874"
"100105","85","TABLET","ADDED","02511886"
"14240","158","SPRAY, METERED DOSE","ADDED","02003767"
"98789","56","POWDER FOR SOLUTION","ADDED","02498103"
"90104","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","ADDED","02416433"
"100126","43","OINTMENT","ADDED","02512033"
"100198","85","TABLET","ADDED","02512726"
"72225","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","ADDED","02247916"
"100170","134","SOLUTION","ADDED","02512416"
"100182","105","WIPE","ADDED","02512548"
"100156","85","TABLET","ADDED","02512262"
"100154","105","WIPE","ADDED","02512246"
"100171","134","SOLUTION","ADDED","02512424"
"100139","134","SOLUTION","ADDED","02512173"
"99857","56","POWDER FOR SOLUTION","ADDED","02509261"
"100190","134","SOLUTION","ADDED","02512629"
"100188","105","WIPE","ADDED","02512602"
"66040","34","LIQUID","REMOVED","02242329"
"100137","134","SOLUTION","ADDED","02512157"
"100158","85","TABLET","ADDED","02512289"
"70143","34","LIQUID","REMOVED","02246017"
"99316","134","SOLUTION","ADDED","02503719"
"100196","85","TABLET","ADDED","02512696"
"100151","134","SOLUTION","ADDED","02512203"
"100133","85","TABLET","ADDED","02512114"
"100091","56","POWDER FOR SOLUTION","ADDED","02511738"
"14240","134","SOLUTION","REMOVED","02003767"
"100193","85","TABLET","ADDED","02512653"
