drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101937","65","SUBCUTANEOUS","ADDED","02530163"
"93480","94","DISINFECTANT (Institutional/Industrial)","ADDED","02448971"
"101933","56","ORAL","ADDED","02530120"
"98088","65","SUBCUTANEOUS","ADDED","02490846"
"101889","22","INTRAMUSCULAR","ADDED","02529645"
"101922","49","INTRAVENOUS","ADDED","02530023"
"101900","56","ORAL","ADDED","02529769"
"101890","65","SUBCUTANEOUS","ADDED","02529653"
"101888","92","0-UNASSIGNED","ADDED","02529637"
"101921","49","INTRAVENOUS","ADDED","02529998"
"101927","56","ORAL","ADDED","02530066"
"101942","56","ORAL","ADDED","02530236"
"101925","56","ORAL","ADDED","02530031"
"101893","56","ORAL","ADDED","02529696"
"93480","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02448971"
"101932","56","ORAL","ADDED","02530112"
"101897","8","DISINFECTANT (Food Premises)","ADDED","02529734"
"101443","70","TOPICAL","ADDED","02525410"
"101905","65","SUBCUTANEOUS","ADDED","02529815"
"101892","49","INTRAVENOUS","ADDED","02529688"
"101917","56","ORAL","ADDED","02529947"
"101950","93","DISINFECTANT (Domestic)","ADDED","02530317"
"101894","56","ORAL","ADDED","02529718"
"101908","22","INTRAMUSCULAR","ADDED","02529858"
"101938","65","SUBCUTANEOUS","ADDED","02530171"
"101897","94","DISINFECTANT (Institutional/Industrial)","ADDED","02529734"
"101944","56","ORAL","ADDED","02530244"
"101931","56","ORAL","ADDED","02530104"
"93452","56","ORAL","ADDED","02448785"
"101908","49","INTRAVENOUS","ADDED","02529858"
"101928","56","ORAL","ADDED","02530074"
"101898","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02529742"
"89639","93","DISINFECTANT (Domestic)","ADDED","02411806"
"101912","65","SUBCUTANEOUS","ADDED","02529890"
"101897","2","DISINFECTANT (Barn)","ADDED","02529734"
"101889","65","SUBCUTANEOUS","ADDED","02529645"
"101883","65","SUBCUTANEOUS","ADDED","02529599"
"89639","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02411806"
"101919","56","ORAL","ADDED","02529963"
"101898","93","DISINFECTANT (Domestic)","ADDED","02529742"
"101954","56","ORAL","ADDED","02530368"
"101891","65","SUBCUTANEOUS","ADDED","02529661"
"101886","56","ORAL","ADDED","02529610"
"93480","2","DISINFECTANT (Barn)","ADDED","02448971"
"93453","56","ORAL","ADDED","02448793"
"101899","56","ORAL","ADDED","02529750"
"101889","49","INTRAVENOUS","ADDED","02529645"
"101444","70","TOPICAL","ADDED","02525429"
"101912","49","INTRAVENOUS","ADDED","02529890"
"101916","56","ORAL","ADDED","02529939"
"101907","49","INTRAVENOUS","ADDED","02529831"
"53825","94","DISINFECTANT (Institutional/Industrial)","ADDED","02233687"
"101903","6","DIALYSIS","ADDED","02529793"
"101918","56","ORAL","ADDED","02529955"
"101908","65","SUBCUTANEOUS","ADDED","02529858"
"101930","56","ORAL","ADDED","02530090"
"99368","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02504243"
"101913","56","ORAL","ADDED","02529904"
"101897","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02529734"
"101442","70","TOPICAL","ADDED","02525402"
"101887","56","ORAL","ADDED","02529629"
"101920","56","ORAL","ADDED","02529971"
