drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103934","134","SOLUTION","ADDED","02550539"
"103995","85","TABLET","ADDED","02551217"
"103949","85","TABLET","ADDED","02550709"
"103933","134","SOLUTION","ADDED","02550520"
"103961","85","TABLET","ADDED","02550830"
"103959","85","TABLET","ADDED","02550814"
"102779","134","SOLUTION","ADDED","02539144"
"103980","85","TABLET","ADDED","02551047"
"103964","5","CAPSULE","ADDED","02550865"
"104011","76","STICK","ADDED","02551381"
"103459","85","TABLET","ADDED","02545853"
"103976","109","TABLET (DELAYED-RELEASE)","ADDED","02551004"
"103117","42","MOUTHWASH/GARGLE","REMOVED","02542617"
"103929","105","WIPE","ADDED","02550482"
"103956","85","TABLET","ADDED","02550784"
"103948","134","SOLUTION","ADDED","02550695"
"103922","56","POWDER FOR SOLUTION","ADDED","02550407"
"103943","85","TABLET","ADDED","02550644"
"103924","114","GEL","ADDED","02550423"
"103935","134","SOLUTION","ADDED","02550547"
"103991","134","SOLUTION","ADDED","02551179"
"103932","75","TABLET (EXTENDED-RELEASE)","ADDED","02550512"
"103919","85","TABLET","ADDED","02550377"
"103953","85","TABLET","ADDED","02550741"
"103971","79","SUSPENSION","ADDED","02550954"
"103912","134","SOLUTION","ADDED","02550296"
"103921","56","POWDER FOR SOLUTION","ADDED","02550393"
"103972","134","SOLUTION","ADDED","02550962"
"103960","85","TABLET","ADDED","02550822"
"103930","134","SOLUTION","ADDED","02550490"
"104005","85","TABLET","ADDED","02551322"
"103992","85","TABLET","ADDED","02551187"
"103954","85","TABLET","ADDED","02550768"
"103990","109","TABLET (DELAYED-RELEASE)","ADDED","02551160"
"103952","85","TABLET","ADDED","02550733"
"103957","85","TABLET","ADDED","02550792"
"103939","59","SHAMPOO","ADDED","02550598"
"103887","134","SOLUTION","ADDED","02550067"
"103877","134","SOLUTION","ADDED","02549964"
"103958","85","TABLET","ADDED","02550806"
"102172","134","SOLUTION","ADDED","02532700"
"103948","98","SPRAY","ADDED","02550695"
"103955","85","TABLET","ADDED","02550776"
"103945","85","TABLET","ADDED","02550660"
"104014","78","SUPPOSITORY","ADDED","02551438"
"103994","85","TABLET","ADDED","02551209"
"103458","85","TABLET","ADDED","02545845"
"103975","85","TABLET","ADDED","02550997"
"103920","85","TABLET","ADDED","02550385"
"103931","75","TABLET (EXTENDED-RELEASE)","ADDED","02550504"
"103926","134","SOLUTION","ADDED","02550458"
"103950","85","TABLET","ADDED","02550717"
"103993","85","TABLET","ADDED","02551195"
"103903","134","SOLUTION","ADDED","02550199"
"103951","85","TABLET","ADDED","02550725"
"103988","109","TABLET (DELAYED-RELEASE)","ADDED","02551144"
"103399","134","SOLUTION","ADDED","02545209"
"103898","134","SOLUTION","ADDED","02550148"
"103947","134","SOLUTION","ADDED","02550687"
"103751","134","SOLUTION","ADDED","02548666"
"103969","56","POWDER FOR SOLUTION","ADDED","02550938"
"103457","85","TABLET","ADDED","02545837"
"103094","134","SOLUTION","ADDED","02542374"
"103680","134","SOLUTION","ADDED","02547880"
"103989","109","TABLET (DELAYED-RELEASE)","ADDED","02551152"
"104013","78","SUPPOSITORY","ADDED","02551411"
"103970","59","SHAMPOO","ADDED","02550946"
"103117","182","MOUTHWASH","ADDED","02542617"
"103327","9","CREAM","ADDED","02544709"
"103944","85","TABLET","ADDED","02550652"
"103925","134","SOLUTION","ADDED","02550431"
"103969","32","KIT","ADDED","02550938"
