drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"49996","active","active","02230734","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"49995","active","active","02230733","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"27528","active","active","02061597","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"49993","active","active","02230732","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"14019","active","active","01997602","ENDO OPERATIONS LTD.","ENDO PAR INNOVATION COMPANY, LLC"
"63874","active","active","02240335","ENDO OPERATIONS LTD.","PALADIN PHARMA INC."
"90043","active","active","02415844","ENDO OPERATIONS LTD.","ENDO PHARMACEUTICALS INC."
"36788","active","active","02209594","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"97565","active","active","02485400","HALEON CANADA ULC","GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"96914","active","active","02478382","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
"96915","active","active","02478390","CELLTRION INC.","CELLTRION HEALTHCARE CO LTD"
"14017","active","active","01997572","ENDO OPERATIONS LTD.","ENDO PAR INNOVATION COMPANY, LLC"
"101203","active","active","02522950","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"101204","active","active","02522969","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"90416","active","active","02419548","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"103316","active","active","02544571","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
"96012","active","active","02471027","BAUSCH & LOMB INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"102260","approved","approved","02533626","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"103315","approved","approved","02544563","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
"103314","approved","approved","02544555","CHIESI FARMACEUTICI S.P.A.","AMRYT PHARMACEUTICALS DAC"
