drug_code,drug_identification_number,current_brand_name,previous_brand_name
"20239","02195941","APO-LEVOCARB","APO-LEVOCARB-TAB 25MG/100MG"
"43349","02223163","PRO-BUSPIRONE","BUSPIRONE-10"
"74278","02257521","CITALOPRAM - 40","CITALOPRAM-40"
"90416","02419548","TARO-EZETIMIBE","RAN-EZETIMIBE"
"43348","02223155","PRO-BUSPIRONE","BUSPIRONE-5"
"20189","02195933","APO-LEVOCARB","APO-LEVOCARB - TAB 10MG/100MG"
"20190","02195968","APO-LEVOCARB","APO-LEVOCARB - TAB 25MG/250MG"
"69136","02245126","ADVAIR","ADVAIR 125"
"69137","02245127","ADVAIR","ADVAIR 250"
"74277","02257513","CITALOPRAM - 20","CITALOPRAM-20"
"81046","02325047","CITALOPRAM - 10","CITALOPRAM-10"
