drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"10794","10021","Changed","dormant","CITRIC ACID","1","G","00859613"
"99902","23544","Changed","active","MECASERMIN","10","MG","02509733"
"12298","309","Changed","inactive","IRON (FERROUS SUCCINATE)",".5","MG","01901117"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"107041","1859","ADDED","approved","MISOPROSTOL","200","MCG","02568055"
"106969","20570","ADDED","approved","DENOSUMAB","60","MG","02567253"
"107049","2280","ADDED","approved","OCTOCRYLENE","2","%","02568152"
"107055","8447","ADDED","approved","PENICILLIN G (PENICILLIN G SODIUM)","1000000","UNIT","02568217"
"107049","20447","ADDED","approved","BEMOTRIZINOL","1","%","02568152"
"107044","623","ADDED","approved","IVERMECTIN","1","%","02568098"
"107065","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","40","MG","02568322"
"107016","1255","ADDED","active","OCTREOTIDE (OCTREOTIDE ACETATE)","20","MG","02567784"
"107046","1890","ADDED","approved","BUSPIRONE HYDROCHLORIDE","10","MG","02568128"
"107069","24008","ADDED","approved","*SARSCOV2 S-PROTEIN MRNA, 5'(M7G-5'-PPP-5'-GM), 3'POLYA","25","MCG","02568365"
"107093","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02568632"
"107095","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","25","MG","02568659"
"107056","8447","ADDED","approved","PENICILLIN G (PENICILLIN G SODIUM)","5000000","UNIT","02568225"
"106970","20570","ADDED","approved","DENOSUMAB","120","MG","02567261"
"107048","9060","ADDED","approved","HEPARIN SODIUM","10000","UNIT","02568144"
"107042","11485","ADDED","approved","DONEPEZIL HYDROCHLORIDE","5","MG","02568063"
"107050","662","ADDED","approved","PYRITHIONE ZINC","1","%","02568160"
"107049","727","ADDED","approved","TITANIUM DIOXIDE","9.33","%","02568152"
"107040","1327","ADDED","approved","GLICLAZIDE","60","MG","02568047"
"107064","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","20","MG","02568314"
"107070","5325","ADDED","approved","LEVOTHYROXINE SODIUM","20","MCG","02568373"
"107063","4808","ADDED","approved","CALCIUM GLUCONATE","100","MG","02568306"
"107095","11814","ADDED","approved","CANDESARTAN CILEXETIL","32","MG","02568659"
"106609","1205","ADDED","approved","DICLOFENAC POTASSIUM","50","MG","02563290"
"107096","1400","ADDED","approved","AMIODARONE HYDROCHLORIDE","100","MG","02568667"
"107039","1327","ADDED","approved","GLICLAZIDE","30","MG","02568039"
"107047","9060","ADDED","approved","HEPARIN SODIUM","1000","UNIT","02568136"
"107088","1395","ADDED","approved","FAMOTIDINE","20","MG","02568586"
"107089","1395","ADDED","approved","FAMOTIDINE","40","MG","02568594"
"107054","8447","ADDED","approved","PENICILLIN G (PENICILLIN G SODIUM)","10000000","UNIT","02568209"
"107076","12121","ADDED","approved","WHITE PETROLATUM","100","%","02568454"
"107041","22628","ADDED","approved","MIFEPRISTONE","200","MG","02568055"
"107015","1255","ADDED","active","OCTREOTIDE (OCTREOTIDE ACETATE)","10","MG","02567776"
"107049","12049","ADDED","approved","OCTINOXATE","7","%","02568152"
"102920","20432","ADDED","inactive","ECULIZUMAB","10","MG","02540509"
"107051","20128","ADDED","approved","MICAFUNGIN SODIUM","50","MG","02568179"
"107071","662","ADDED","approved","PYRITHIONE ZINC","1","%","02568381"
"107049","12048","ADDED","approved","OCTISALATE","3","%","02568152"
"107017","1255","ADDED","active","OCTREOTIDE (OCTREOTIDE ACETATE)","30","MG","02567792"
"107058","22925","ADDED","approved","SEMAGLUTIDE","2.68","MG","02568241"
"107094","11814","ADDED","approved","CANDESARTAN CILEXETIL","32","MG","02568640"
"107082","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","5","MG","02568519"
"107094","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02568640"
"107053","20128","ADDED","approved","MICAFUNGIN SODIUM","100","MG","02568195"
"107081","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","2.5","MG","02568500"
"107093","11814","ADDED","approved","CANDESARTAN CILEXETIL","16","MG","02568632"
"107057","22925","ADDED","approved","SEMAGLUTIDE","1.34","MG","02568233"
"107043","11485","ADDED","approved","DONEPEZIL HYDROCHLORIDE","10","MG","02568071"
