tm_code,tm_formal_name,tm_fr_description,changes
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8001144,apomorphine,apomorphine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20170907"" -> ""20231023"""
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
dba58ff59d2c039d1659454e8be504b3,quizartinib,quizartinib,ADDED
8001757,doxorubicin,doxorubicine,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8000870,acetylsalicylic acid and caffeine,acide acétylsalicylique et caféine,"tm_status_effective_time: ""20241104"" -> ""20251103"""
9114e2e060fa80ffa96a9041faca023d,crovalimab,crovalimab,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8002305,edaravone,édavarone,"tm_status_effective_time: ""20191029"" -> ""20230209"""
8002278,coagulation factor ii (human) and coagulation factor IX human and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur II de coagulation humain et facteur IX de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8001579,benzethonium,benzéthonium,ADDED
8001247,buspirone,buspirone,"tm_status_effective_time: ""19961231"" -> ""19970115"""
8001787,gemcitabine,gemcitabine,"tm_status_effective_time: ""20090716"" -> ""20110831"""
8001976,triclosan,triclosan,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001870,potassium chloride,chlorure de potassium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8001878,sodium iodide,iodure de sodium,ADDED
9948a633941b1ecd5731c7edb8cad7da,retifanlimab,rétifanlimab,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
